002035.SZ,14.13
002036.SZ,21.47
002037.SZ,9.17
002038.SZ,24.48
002039.SZ,15.34
002040.SZ,11.86
002041.SZ,15.37
002042.SZ,7.88
002043.SZ,11.31
002044.SZ,16.87
002045.SZ,14.7
002046.SZ,14.5
002047.SZ,7.05
002048.SZ,27.0
002049.SZ,78.08
002050.SZ,24.85
002051.SZ,12.86
002052.SZ,6.4
002053.SZ,9.51
002054.SZ,11.06
002055.SZ,19.33
002056.SZ,15.35
002057.SZ,19.22
002058.SZ,22.99
002059.SZ,6.97
002060.SZ,3.52
002061.SZ,7.3
002062.SZ,7.3
002063.SZ,15.2
002064.SZ,7.03
002065.SZ,17.62
002066.SZ,9.48
002067.SZ,4.04
002068.SZ,6.34
002069.SZ,4.08
002070.SZ,3.53
002071.SZ,4.61
002072.SZ,6.6
002073.SZ,6.84
002074.SZ,29.6
002075.SZ,14.75
002076.SZ,3.71
002077.SZ,10.84
002078.SZ,11.1
002079.SZ,15.99
002080.SZ,15.2
002081.SZ,11.2
002082.SZ,13.48
002083.SZ,9.46
002084.SZ,9.75
002085.SZ,8.28
002086.SZ,4.41
002087.SZ,6.64
002088.SZ,14.71
002089.SZ,5.56
002090.SZ,20.99
002091.SZ,8.98
002092.SZ,8.83
002093.SZ,12.55
002094.SZ,6.25
002095.SZ,31.57
002096.SZ,7.44
002097.SZ,7.69
002098.SZ,8.68
002099.SZ,8.82
002100.SZ,17.47
002101.SZ,9.98
002102.SZ,2.76
002103.SZ,6.3
002104.SZ,10.14
002105.SZ,8.85
002106.SZ,11.38
002107.SZ,15.2
002108.SZ,4.5
002109.SZ,4.36
002110.SZ,18.45
002111.SZ,18.36
002112.SZ,10.23
002113.SZ,2.86
002114.SZ,9.87
002115.SZ,13.85
002116.SZ,11.63
002117.SZ,18.65
002118.SZ,11.89
002119.SZ,21.78
002120.SZ,40.5
002121.SZ,6.28
002122.SZ,3.23
002123.SZ,24.26
002124.SZ,20.28
002125.SZ,11.29
002126.SZ,12.68
002127.SZ,20.07
002128.SZ,9.14
002129.SZ,23.0
002130.SZ,5.86
002131.SZ,4.89
002132.SZ,3.69
002133.SZ,3.8
002134.SZ,14.19
002135.SZ,10.95
002136.SZ,9.87
002137.SZ,10.48
002138.SZ,31.93
002139.SZ,7.18
002140.SZ,11.5
002141.SZ,4.7
002142.SZ,29.76
002143.SZ,2.37
002144.SZ,11.57
002145.SZ,5.2
002146.SZ,10.21
002147.SZ,3.26
002148.SZ,6.83
002149.SZ,10.83
002150.SZ,8.76
002151.SZ,35.8
002152.SZ,14.46
002153.SZ,46.0
002154.SZ,4.55
002155.SZ,10.99
002156.SZ,33.89
002157.SZ,22.28
002158.SZ,18.29
002159.SZ,18.92
002160.SZ,7.88
002161.SZ,12.98
002162.SZ,4.29
002163.SZ,8.17
002164.SZ,6.69
002165.SZ,6.65
002166.SZ,12.7
002167.SZ,8.83
002168.SZ,9.94
002169.SZ,11.77
002170.SZ,5.27
002171.SZ,10.04
002172.SZ,5.65
002173.SZ,8.93
002174.SZ,32.3
002175.SZ,4.01
002176.SZ,5.65
002177.SZ,7.54
002178.SZ,5.65
002179.SZ,45.08
002180.SZ,49.58
002181.SZ,6.75
002182.SZ,12.9
002183.SZ,5.33
002184.SZ,15.4
002185.SZ,17.5
002186.SZ,12.33
002187.SZ,9.31
002188.SZ,5.67
002189.SZ,26.84
002190.SZ,26.66
002191.SZ,13.88
002192.SZ,30.26
002193.SZ,10.43
002194.SZ,32.28
002195.SZ,5.55
002196.SZ,7.14
002197.SZ,11.88
002198.SZ,8.97
002199.SZ,19.91
002200.SZ,7.6
002201.SZ,32.55
002202.SZ,14.14
002203.SZ,11.78
002204.SZ,5.73
002205.SZ,25.93
002206.SZ,4.4
002207.SZ,7.29
002208.SZ,14.34
002209.SZ,8.67
002210.SZ,5.18
002211.SZ,7.96
002212.SZ,32.32
002213.SZ,18.65
002214.SZ,27.95
002215.SZ,9.23
002216.SZ,24.88
002217.SZ,8.33
002218.SZ,4.0
002219.SZ,3.88
002220.SZ,3.19
002221.SZ,13.36
002222.SZ,14.33
002223.SZ,41.91
002224.SZ,9.0
002225.SZ,5.96
002226.SZ,6.15
002227.SZ,20.25
002228.SZ,5.41
002229.SZ,9.5
002230.SZ,44.86
002231.SZ,9.88
002232.SZ,12.13
002233.SZ,14.33
002234.SZ,42.69
002235.SZ,13.37
002236.SZ,22.78
002237.SZ,19.28
002238.SZ,11.98
002239.SZ,6.68
002240.SZ,10.88
002241.SZ,27.53
002242.SZ,33.78
002243.SZ,18.09
002244.SZ,5.06
002245.SZ,5.87
002246.SZ,10.42
002247.SZ,4.2
002248.SZ,10.15
002249.SZ,5.33
002250.SZ,18.28
002251.SZ,10.88
002252.SZ,10.75
002253.SZ,16.2
002254.SZ,14.6
002255.SZ,6.4
002256.SZ,3.81
002258.SZ,16.5
002259.SZ,2.85
002261.SZ,13.41
002262.SZ,15.15
002263.SZ,2.39
002264.SZ,6.29
002265.SZ,11.82
002266.SZ,5.58
002267.SZ,8.47
002268.SZ,33.7
002269.SZ,2.93
002270.SZ,6.12
002271.SZ,41.28
002272.SZ,6.06
002273.SZ,21.07
002274.SZ,13.85
002275.SZ,17.22
002276.SZ,11.76
002277.SZ,4.65
002278.SZ,8.23
002279.SZ,8.75
002280.SZ,4.85
002281.SZ,38.15
002282.SZ,10.37
002283.SZ,4.73
002284.SZ,6.38
002285.SZ,5.15
002286.SZ,11.26
002287.SZ,30.89
002288.SZ,7.0
002289.SZ,14.16
002290.SZ,7.72
002291.SZ,36.56
002292.SZ,10.85
002293.SZ,12.07
002294.SZ,24.53
002295.SZ,9.36
002296.SZ,9.8
002297.SZ,9.46
002298.SZ,10.92
002299.SZ,31.1
002300.SZ,8.41
002301.SZ,21.39
002302.SZ,12.6
002303.SZ,6.77
002304.SZ,138.5
002305.SZ,3.05
002306.SZ,3.75
002307.SZ,7.87
002308.SZ,7.89
002309.SZ,8.25
002310.SZ,6.68
002311.SZ,48.96
002312.SZ,5.86
002313.SZ,23.98
002314.SZ,3.75
002315.SZ,31.8
002316.SZ,13.63
002317.SZ,17.17
002318.SZ,10.14
002319.SZ,13.83
002320.SZ,18.85
002321.SZ,8.5
002322.SZ,14.87
002323.SZ,4.26
002324.SZ,23.01
002325.SZ,3.73
002326.SZ,19.0
002327.SZ,8.39
002328.SZ,9.64
002329.SZ,7.79
002330.SZ,11.28
002331.SZ,12.14
002332.SZ,16.16
002333.SZ,5.81
002334.SZ,7.48
002335.SZ,27.12
002336.SZ,6.85
002337.SZ,5.04
002338.SZ,25.5
002339.SZ,8.58
002340.SZ,6.62
002341.SZ,9.13
002342.SZ,3.9
002343.SZ,14.84
002344.SZ,5.01
002345.SZ,5.17
002346.SZ,14.77
002347.SZ,5.62
002348.SZ,4.48
002349.SZ,7.5
002350.SZ,7.38
002351.SZ,31.41
002352.SZ,51.01
002353.SZ,41.98
002354.SZ,4.68
002355.SZ,10.85
002356.SZ,8.36
002357.SZ,7.47
002358.SZ,12.4
002359.SZ,10.42
002360.SZ,6.2
002361.SZ,5.24
002362.SZ,21.35
002363.SZ,10.98
002364.SZ,16.01
002365.SZ,12.6
002366.SZ,12.04
002367.SZ,9.55
002368.SZ,53.6
002369.SZ,12.8
002370.SZ,19.39
002371.SZ,183.79
002372.SZ,20.75
002373.SZ,30.86
002374.SZ,3.65
002375.SZ,10.75
002376.SZ,14.26
002377.SZ,5.5
002378.SZ,8.99
002379.SZ,4.52
002380.SZ,16.45
002381.SZ,9.16
002382.SZ,23.78
002383.SZ,13.48
002384.SZ,36.59
002385.SZ,10.27
002386.SZ,7.09
002387.SZ,18.17
002388.SZ,9.69
002389.SZ,16.0
002390.SZ,6.75
002391.SZ,13.84
002392.SZ,4.28
002393.SZ,28.97
002394.SZ,10.84
002395.SZ,30.48
002396.SZ,49.68
002397.SZ,10.12
002398.SZ,12.18
002399.SZ,27.76
002400.SZ,8.9
002401.SZ,16.47
002402.SZ,18.98
002403.SZ,9.68
002404.SZ,8.25
002405.SZ,24.67
002406.SZ,6.58
002407.SZ,16.33
002408.SZ,8.96
002409.SZ,51.77
002410.SZ,57.11
002411.SZ,24.8
002412.SZ,21.36
002413.SZ,10.71
002414.SZ,55.75
002415.SZ,40.09
002416.SZ,9.24
002417.SZ,11.98
002418.SZ,5.47
002419.SZ,14.15
002420.SZ,4.36
002421.SZ,4.64
002422.SZ,33.5
002423.SZ,11.45
002424.SZ,12.18
002425.SZ,7.06
002426.SZ,3.2
002427.SZ,17.8
002428.SZ,14.16
002429.SZ,6.97
002430.SZ,15.69
002431.SZ,4.6
002432.SZ,12.95
002433.SZ,5.44
002434.SZ,10.75
002435.SZ,8.09
002436.SZ,17.96
002437.SZ,4.88
002438.SZ,9.28
002439.SZ,46.15
002440.SZ,15.16
002441.SZ,10.19
002442.SZ,7.19
002443.SZ,8.12
002444.SZ,13.53
002445.SZ,2.36
002446.SZ,10.76
002447.SZ,4.32
002448.SZ,6.25
002449.SZ,16.95
002450.SZ,4.75
002451.SZ,13.48
002452.SZ,7.94
002453.SZ,7.27
002454.SZ,6.17
002455.SZ,7.15
002456.SZ,23.23
002457.SZ,9.31
002458.SZ,37.88
002459.SZ,20.0
002460.SZ,64.26
002461.SZ,8.98
002462.SZ,17.28
002463.SZ,31.48
002464.SZ,12.91
002465.SZ,13.86
002466.SZ,38.38
002467.SZ,12.43
002468.SZ,30.64
002469.SZ,5.62
002470.SZ,5.22
002471.SZ,3.47
002472.SZ,6.48
002473.SZ,10.2
002474.SZ,9.71
002475.SZ,51.63
002476.SZ,7.9
002477.SZ,2.34
002478.SZ,6.6
002479.SZ,9.05
002480.SZ,8.47
002481.SZ,15.97
002482.SZ,5.68
002483.SZ,7.63
002484.SZ,12.45
002485.SZ,7.75
002486.SZ,6.04
002487.SZ,6.93
002488.SZ,9.23
002489.SZ,6.72
002490.SZ,5.13
002491.SZ,8.57
002492.SZ,8.38
002493.SZ,12.9
002494.SZ,6.4
002495.SZ,3.73
002496.SZ,3.99
002497.SZ,12.42
002498.SZ,6.96
002499.SZ,7.16
002500.SZ,8.86
002501.SZ,2.53
002502.SZ,4.44
002503.SZ,5.68
002504.SZ,4.15
002505.SZ,3.05
002506.SZ,7.18
002507.SZ,36.96
002508.SZ,36.5
002509.SZ,2.59
002510.SZ,7.94
002511.SZ,20.06
002512.SZ,7.81
002513.SZ,7.83
002514.SZ,6.92
002515.SZ,7.92
002516.SZ,4.46
002517.SZ,3.92
002518.SZ,16.34
002519.SZ,5.35
002520.SZ,9.03
002521.SZ,6.54
002522.SZ,7.96
002523.SZ,4.05
002524.SZ,14.75
002526.SZ,2.78
002527.SZ,7.23
002528.SZ,6.55
002529.SZ,11.12
002530.SZ,17.81
002531.SZ,7.86
002532.SZ,8.0
002533.SZ,6.79
002534.SZ,8.5
002535.SZ,4.7
002536.SZ,11.18
002537.SZ,11.16
002538.SZ,6.27
002539.SZ,6.5
002540.SZ,5.96
002541.SZ,21.2
002542.SZ,5.28
002543.SZ,15.13
002544.SZ,18.98
002545.SZ,8.53
002546.SZ,5.55
002547.SZ,14.47
002548.SZ,16.2
002549.SZ,8.78
002550.SZ,5.3
002551.SZ,14.17
002552.SZ,31.78
002553.SZ,7.36
002554.SZ,4.2
002555.SZ,39.7
002556.SZ,9.77
002557.SZ,59.9
002558.SZ,21.21
002559.SZ,9.88
002560.SZ,10.78
002561.SZ,9.34
002562.SZ,6.91
002563.SZ,12.89
002564.SZ,6.46
002565.SZ,15.73
002566.SZ,8.58
002567.SZ,16.3
002568.SZ,48.3
002569.SZ,11.77
002570.SZ,7.48
002571.SZ,6.64
002572.SZ,24.56
002573.SZ,8.6
002574.SZ,6.5
002575.SZ,8.17
002576.SZ,12.95
002577.SZ,16.56
002578.SZ,3.94
002579.SZ,18.79
002580.SZ,6.44
002581.SZ,31.6
002582.SZ,12.32
002583.SZ,11.37
002584.SZ,10.3
002585.SZ,6.27
002586.SZ,5.68
002587.SZ,8.79
002588.SZ,5.63
002589.SZ,9.27
002590.SZ,9.31
002591.SZ,11.3
002592.SZ,20.67
002593.SZ,5.8
002594.SZ,75.8
002595.SZ,22.93
002596.SZ,9.67
002597.SZ,25.25
002598.SZ,7.77
002599.SZ,11.57
002600.SZ,13.78
002601.SZ,18.59
002602.SZ,19.77
002603.SZ,41.69
002605.SZ,45.32
002606.SZ,10.48
002607.SZ,29.25
002608.SZ,9.35
002609.SZ,13.29
002610.SZ,2.08
002611.SZ,5.66
002612.SZ,10.79
002613.SZ,7.59
002614.SZ,18.96
002615.SZ,6.45
002616.SZ,10.26
002617.SZ,8.2
002618.SZ,17.31
002619.SZ,3.93
002620.SZ,6.79
002621.SZ,23.85
002622.SZ,4.83
002623.SZ,51.0
002624.SZ,57.89
002625.SZ,12.48
002626.SZ,23.6
002627.SZ,10.8
002628.SZ,5.77
002629.SZ,3.8
002630.SZ,3.52
002631.SZ,10.0
002632.SZ,8.81
002633.SZ,10.38
002634.SZ,10.28
002635.SZ,32.44
002636.SZ,11.49
002637.SZ,14.7
002638.SZ,3.88
002639.SZ,11.46
002640.SZ,10.75
002641.SZ,7.85
002642.SZ,8.03
002643.SZ,20.5
002644.SZ,10.75
002645.SZ,12.87
002646.SZ,15.2
002647.SZ,33.38
002648.SZ,19.72
002649.SZ,13.08
002650.SZ,5.67
002651.SZ,5.66
002652.SZ,4.84
002653.SZ,25.93
002654.SZ,6.14
002655.SZ,17.88
002656.SZ,6.88
002657.SZ,23.01
002658.SZ,9.43
002659.SZ,9.02
002660.SZ,11.65
002661.SZ,23.5
002662.SZ,4.92
002663.SZ,3.65
002664.SZ,18.4
002665.SZ,5.26
002666.SZ,7.65
002667.SZ,9.45
002668.SZ,8.27
002669.SZ,19.28
002670.SZ,13.35
002671.SZ,5.43
002672.SZ,12.48
002673.SZ,10.7
002674.SZ,16.47
002675.SZ,19.1
002676.SZ,5.81
002677.SZ,14.65
002678.SZ,9.36
002679.SZ,28.88
002680.SZ,1.36
002681.SZ,6.99
002682.SZ,5.92
002683.SZ,40.8
002684.SZ,7.05
002685.SZ,7.6
002686.SZ,7.98
002687.SZ,7.08
002688.SZ,9.68
002689.SZ,5.8
002690.SZ,46.0
002691.SZ,8.83
002692.SZ,4.47
002693.SZ,6.75
002694.SZ,4.87
002695.SZ,26.48
002696.SZ,8.5
002697.SZ,11.1
002698.SZ,14.89
002699.SZ,8.37
002700.SZ,9.58
002701.SZ,5.26
002702.SZ,7.76
002703.SZ,7.57
002705.SZ,33.97
002706.SZ,14.34
002707.SZ,6.85
002708.SZ,14.96
002709.SZ,34.02
002711.SZ,4.03
002712.SZ,8.98
002713.SZ,18.95
002714.SZ,139.92
002715.SZ,24.49
002716.SZ,8.68
002717.SZ,8.01
002718.SZ,31.56
002719.SZ,13.28
002721.SZ,6.83
002722.SZ,17.96
002723.SZ,19.56
002724.SZ,8.55
002725.SZ,13.86
002726.SZ,13.9
002727.SZ,31.88
002728.SZ,18.89
002729.SZ,53.96
002730.SZ,10.01
002731.SZ,22.52
002732.SZ,25.48
002733.SZ,29.46
002734.SZ,18.35
002735.SZ,25.43
002736.SZ,14.28
002737.SZ,17.78
002738.SZ,20.2
002739.SZ,22.71
002740.SZ,10.59
002741.SZ,15.22
002742.SZ,8.3
002743.SZ,8.41
002745.SZ,15.1
002746.SZ,29.97
002747.SZ,14.03
002748.SZ,10.38
002749.SZ,20.95
002750.SZ,18.09
002751.SZ,37.5
002752.SZ,7.25
002753.SZ,9.66
002755.SZ,20.7
002756.SZ,25.95
002757.SZ,42.88
002758.SZ,12.98
002759.SZ,16.0
002760.SZ,23.5
002761.SZ,14.5
002762.SZ,7.05
002763.SZ,11.43
002765.SZ,6.94
002766.SZ,5.94
002767.SZ,19.3
002768.SZ,60.78
002769.SZ,10.88
002770.SZ,4.2
002771.SZ,19.42
002772.SZ,9.79
002773.SZ,52.76
002774.SZ,9.47
002775.SZ,7.1
002776.SZ,26.66
002777.SZ,52.75
002778.SZ,27.1
002779.SZ,19.78
002780.SZ,27.5
002781.SZ,19.7
002782.SZ,14.09
002783.SZ,15.73
002785.SZ,17.49
002786.SZ,13.56
002787.SZ,8.23
002788.SZ,16.44
002789.SZ,19.06
002790.SZ,12.88
002791.SZ,85.95
002792.SZ,38.0
002793.SZ,23.6
002795.SZ,18.15
002796.SZ,51.24
002797.SZ,9.1
002798.SZ,37.25
002799.SZ,21.18
002800.SZ,42.5
002801.SZ,39.96
002802.SZ,23.58
002803.SZ,43.89
002805.SZ,25.97
002806.SZ,19.75
002807.SZ,5.13
002808.SZ,18.08
002809.SZ,23.79
002810.SZ,27.62
002811.SZ,18.14
002812.SZ,69.23
002813.SZ,36.66
002815.SZ,23.44
002816.SZ,29.66
002817.SZ,27.8
002818.SZ,14.27
002819.SZ,38.88
002820.SZ,14.5
002821.SZ,216.98
002822.SZ,12.0
002823.SZ,15.25
002824.SZ,27.1
002825.SZ,20.05
