,ts_code,close_x,close_y,RPS
1313,002898.SZ,16.63,12.94,40.5
1314,002899.SZ,15.65,12.78,48.0
1315,002900.SZ,14.49,11.29,40.5
1316,002901.SZ,32.07,66.6,98.4
1317,002902.SZ,26.84,19.64,30.2
1318,002903.SZ,22.35,11.8,6.9
1319,002905.SZ,17.99,13.8,38.5
1320,002906.SZ,11.32,12.2,79.6
1321,002907.SZ,23.52,17.39,32.2
1322,002908.SZ,22.28,11.89,6.9
1323,002909.SZ,11.98,12.49,76.5
1324,002910.SZ,14.86,11.9,44.4
1325,002911.SZ,17.18,13.16,38.5
1326,002912.SZ,117.01,158.58,90.8
1327,002913.SZ,52.47,49.31,66.3
1328,002915.SZ,22.15,22.2,72.8
1329,002916.SZ,118.9,207.5,96.8
1330,002917.SZ,25.4,14.25,8.9
1331,002918.SZ,22.78,20.51,61.2
1332,002919.SZ,22.24,15.7,27.0
1333,002920.SZ,26.93,31.84,85.3
1334,002921.SZ,25.72,16.84,18.0
1335,002922.SZ,16.81,13.35,42.5
1336,002923.SZ,28.36,16.25,9.7
1337,002925.SZ,54.67,46.65,53.8
1338,002926.SZ,11.45,10.21,59.7
1339,002927.SZ,33.43,15.9,4.4
1340,002928.SZ,20.9,12.2,10.7
1341,002929.SZ,34.9,34.95,72.8
1342,002930.SZ,24.62,14.66,12.4
1343,002931.SZ,30.63,23.75,40.5
1344,002932.SZ,46.11,40.27,56.7
1345,002933.SZ,52.71,33.03,15.6
1346,002935.SZ,44.71,29.6,19.5
1347,002936.SZ,5.72,3.91,22.2
1348,002937.SZ,32.9,13.51,2.2
1349,002938.SZ,25.74,36.28,91.8
1350,002939.SZ,14.07,11.95,53.8
1351,002940.SZ,41.19,42.42,75.7
1352,002941.SZ,35.01,15.13,2.7
1353,002942.SZ,31.24,24.48,40.5
1354,002943.SZ,36.45,22.71,14.6
1355,002945.SZ,13.91,14.21,74.8
1356,002946.SZ,17.53,11.91,22.2
1357,002947.SZ,41.87,44.52,78.3
1358,002948.SZ,7.26,5.02,23.7
1359,002949.SZ,28.04,17.05,13.5
1360,002950.SZ,33.32,37.08,81.5
1361,002951.SZ,33.72,14.6,2.7
1362,002952.SZ,44.84,27.84,14.6
1363,002958.SZ,6.9,4.41,16.7
1364,300001.SZ,21.67,20.16,65.1
1365,300002.SZ,5.04,3.61,28.5
1366,300003.SZ,24.77,36.76,93.3
1367,300004.SZ,4.33,5.32,86.9
1368,300005.SZ,4.72,3.48,32.2
1369,300006.SZ,5.83,4.85,50.0
1370,300007.SZ,13.68,13.23,69.9
1371,300008.SZ,3.75,2.36,15.6
1372,300009.SZ,15.98,13.79,55.3
1373,300010.SZ,9.65,15.7,95.7
1374,300011.SZ,7.18,6.02,52.0
1375,300012.SZ,8.41,15.48,97.4
1376,300013.SZ,16.2,5.94,1.4
1377,300014.SZ,22.46,61.37,99.5
1378,300015.SZ,32.43,39.38,86.3
1379,300016.SZ,9.77,8.97,63.9
1380,300017.SZ,12.16,8.2,20.9
1381,300018.SZ,5.74,5.28,63.9
1382,300019.SZ,7.08,8.89,87.9
1383,300020.SZ,9.0,9.0,72.8
1384,300021.SZ,6.24,4.77,36.3
1385,300022.SZ,4.42,3.82,55.3
1386,300023.SZ,6.78,7.72,83.4
1387,300024.SZ,18.33,13.66,34.3
1388,300025.SZ,5.72,5.55,69.9
1389,300026.SZ,3.49,4.88,91.5
1390,300027.SZ,5.31,3.37,15.6
1391,300029.SZ,5.74,6.23,80.3
1392,300030.SZ,6.16,11.64,97.6
1393,300031.SZ,14.63,16.92,84.4
1394,300032.SZ,3.46,3.88,82.1
1395,300033.SZ,91.25,109.96,86.3
1396,300034.SZ,12.95,14.0,79.6
1397,300035.SZ,5.6,6.72,85.9
1398,300036.SZ,17.06,23.38,91.0
1399,300037.SZ,25.12,37.4,93.5
1400,300038.SZ,12.29,8.87,28.5
1401,300039.SZ,4.94,5.34,79.6
1402,300040.SZ,6.4,5.62,58.2
1403,300041.SZ,7.33,11.73,95.4
1404,300042.SZ,19.19,13.95,30.2
1405,300043.SZ,6.66,3.97,12.4
1406,300044.SZ,7.89,6.18,40.5
1407,300045.SZ,10.1,10.6,77.4
1408,300046.SZ,16.28,24.86,94.1
1409,300047.SZ,15.96,7.01,3.0
1410,300048.SZ,2.92,5.2,97.0
1411,300049.SZ,10.65,7.36,23.7
1412,300050.SZ,6.37,6.49,74.8
1413,300051.SZ,6.79,7.83,83.9
1414,300052.SZ,11.08,12.08,80.3
1415,300053.SZ,11.41,10.42,62.5
1416,300054.SZ,9.79,11.11,82.7
1417,300055.SZ,8.33,6.11,30.2
1418,300056.SZ,6.68,5.56,50.0
1419,300057.SZ,7.54,5.26,25.4
1420,300058.SZ,5.33,5.74,79.6
1421,300059.SZ,18.01,16.23,61.2
1422,300061.SZ,8.17,5.0,13.5
1423,300062.SZ,6.5,6.21,68.6
1424,300063.SZ,3.57,4.66,89.6
1425,300064.SZ,5.06,2.93,10.7
1426,300065.SZ,16.17,10.14,15.6
1427,300066.SZ,4.61,4.83,77.4
1428,300067.SZ,6.82,3.71,7.5
1429,300068.SZ,15.19,10.73,27.0
1430,300069.SZ,12.05,14.9,87.2
1431,300070.SZ,9.07,9.19,73.7
1432,300071.SZ,3.83,2.31,12.4
1433,300072.SZ,10.12,4.62,3.8
1434,300073.SZ,27.06,23.05,53.8
1435,300074.SZ,4.54,4.7,76.5
1436,300075.SZ,12.71,12.21,68.6
1437,300076.SZ,5.51,4.74,55.3
1438,300077.SZ,9.34,6.44,23.7
1439,300078.SZ,10.63,11.66,80.9
1440,300079.SZ,8.1,5.06,14.6
1441,300080.SZ,6.36,5.51,56.7
1442,300081.SZ,11.71,10.3,58.2
1443,300082.SZ,6.93,6.24,61.2
1444,300083.SZ,3.53,4.7,90.2
1445,300084.SZ,6.19,4.02,18.0
1446,300085.SZ,16.06,13.28,50.0
1447,300086.SZ,6.58,5.43,50.0
1448,300087.SZ,7.62,13.0,96.6
1449,300088.SZ,5.8,9.0,94.5
1450,300089.SZ,6.43,2.9,3.4
1451,300090.SZ,2.35,1.19,5.6
1452,300091.SZ,5.23,3.27,15.6
1453,300092.SZ,7.89,6.66,52.0
1454,300093.SZ,7.41,11.1,93.7
1455,300094.SZ,6.22,4.71,36.3
1456,300095.SZ,6.27,6.06,69.9
1457,300096.SZ,12.43,9.32,34.3
1458,300097.SZ,13.18,11.5,56.7
1459,300098.SZ,9.06,6.33,25.4
1460,300099.SZ,6.06,5.48,61.2
1461,300100.SZ,10.33,5.05,4.9
1462,300101.SZ,12.2,9.53,40.5
1463,300102.SZ,6.73,5.24,40.5
1464,300103.SZ,11.33,8.3,30.2
1465,300105.SZ,4.78,4.28,61.2
1466,300106.SZ,6.44,7.33,83.4
1467,300107.SZ,12.15,6.27,6.2
1468,300108.SZ,8.39,3.53,2.4
1469,300109.SZ,19.36,15.01,40.5
1470,300110.SZ,4.75,4.07,55.3
1471,300111.SZ,2.76,2.26,48.0
1472,300112.SZ,8.2,7.84,68.6
1473,300113.SZ,16.36,21.49,89.6
1474,300114.SZ,9.86,10.45,78.3
1475,300115.SZ,12.2,20.37,96.2
1476,300116.SZ,1.88,1.65,58.2
1477,300117.SZ,4.65,3.29,27.0
1478,300118.SZ,10.56,12.0,83.4
1479,300119.SZ,13.25,14.01,78.3
1480,300120.SZ,7.86,6.5,50.0
1481,300121.SZ,9.88,7.0,27.0
1482,300122.SZ,48.57,66.75,91.0
1483,300123.SZ,12.3,10.99,59.7
1484,300125.SZ,16.88,13.1,40.5
1485,300126.SZ,6.24,5.32,53.8
1486,300127.SZ,12.9,15.27,85.3
1487,300128.SZ,4.78,3.52,32.2
1488,300129.SZ,4.53,4.37,68.6
1489,300130.SZ,16.74,14.16,53.8
1490,300131.SZ,6.32,5.54,58.2
1491,300132.SZ,15.02,12.71,53.8
1492,300133.SZ,7.8,6.83,58.2
1493,300134.SZ,14.63,15.88,80.3
1494,300135.SZ,3.18,2.45,38.5
1495,300136.SZ,27.79,36.92,90.2
1496,300137.SZ,10.35,7.11,23.7
1497,300138.SZ,7.3,9.09,87.5
1498,300139.SZ,13.81,7.31,6.9
1499,300140.SZ,10.25,10.91,78.3
1500,300141.SZ,9.55,8.19,55.3
1501,300142.SZ,25.09,31.98,88.2
1502,300143.SZ,9.08,10.2,82.1
1503,300144.SZ,22.36,24.42,80.3
1504,300145.SZ,4.06,3.36,50.0
1505,300146.SZ,23.06,16.36,27.0
1506,300147.SZ,7.74,8.7,82.1
1507,300148.SZ,4.73,3.85,46.1
1508,300149.SZ,16.88,11.56,22.2
1509,300150.SZ,5.37,4.8,59.7
1510,300151.SZ,6.56,7.31,81.5
1511,300152.SZ,2.63,2.87,80.3
1512,300153.SZ,8.23,5.45,19.5
1513,300154.SZ,6.7,5.16,38.5
1514,300155.SZ,5.51,6.72,86.7
1515,300156.SZ,4.05,1.23,0.5
1516,300157.SZ,5.19,3.17,13.5
1517,300158.SZ,4.87,5.11,77.4
1518,300159.SZ,6.25,3.88,14.6
1519,300160.SZ,4.17,6.77,95.6
1520,300161.SZ,13.62,21.47,95.0
1521,300162.SZ,6.02,7.53,87.5
1522,300163.SZ,4.01,3.57,59.7
1523,300164.SZ,7.08,4.6,18.0
1524,300165.SZ,5.4,4.19,40.5
1525,300166.SZ,14.48,14.65,73.7
1526,300167.SZ,5.77,5.12,59.7
1527,300168.SZ,14.7,21.99,93.7
1528,300169.SZ,5.53,7.14,88.8
1529,300170.SZ,16.04,9.19,9.7
1530,300171.SZ,10.62,7.97,34.3
1531,300172.SZ,6.11,4.75,40.5
1532,300173.SZ,5.52,5.65,74.8
1533,300174.SZ,16.89,16.0,67.5
1534,300175.SZ,6.24,7.0,82.1
1535,300177.SZ,13.05,8.49,18.0
1536,300178.SZ,10.11,3.52,1.1
1537,300179.SZ,4.62,5.9,88.5
1538,300180.SZ,14.07,8.21,10.7
1539,300181.SZ,7.1,5.59,42.5
1540,300182.SZ,6.43,3.8,11.5
1541,300183.SZ,15.5,14.57,66.3
1542,300184.SZ,12.12,7.68,15.6
1543,300185.SZ,2.21,1.7,38.5
1544,300187.SZ,6.04,5.55,63.9
1545,300189.SZ,4.75,3.97,52.0
1546,300190.SZ,6.15,7.2,84.9
1547,300191.SZ,16.84,17.62,77.4
1548,300192.SZ,10.59,16.23,94.1
1549,300193.SZ,8.16,7.22,58.2
1550,300194.SZ,3.75,6.18,95.9
1551,300195.SZ,10.21,6.34,14.6
1552,300196.SZ,9.99,9.56,68.6
1553,300197.SZ,4.14,3.06,32.2
1554,300198.SZ,4.61,3.76,48.0
1555,300199.SZ,10.24,6.46,15.6
1556,300200.SZ,8.43,12.02,92.3
1557,300201.SZ,5.95,3.3,8.2
1558,300202.SZ,8.49,8.38,71.9
1559,300203.SZ,26.59,12.32,3.8
1560,300204.SZ,14.33,11.37,42.5
1561,300205.SZ,11.52,11.11,68.6
1562,300206.SZ,6.66,12.35,97.5
1563,300207.SZ,11.83,15.3,88.8
1564,300208.SZ,7.56,5.28,25.4
1565,300209.SZ,13.74,13.07,67.5
1566,300210.SZ,4.58,3.18,23.7
1567,300211.SZ,7.06,6.81,68.6
1568,300212.SZ,27.28,41.52,93.9
1569,300213.SZ,8.5,6.48,36.3
1570,300214.SZ,6.17,7.68,87.2
1571,300215.SZ,6.78,7.16,78.3
1572,300217.SZ,3.0,2.8,65.1
1573,300218.SZ,8.06,7.88,71.0
1574,300219.SZ,8.27,7.43,61.2
1575,300220.SZ,23.56,46.8,98.0
1576,300221.SZ,8.35,4.84,10.7
1577,300222.SZ,16.88,7.47,3.0
1578,300223.SZ,29.28,96.49,99.7
1579,300224.SZ,6.86,8.3,86.3
1580,300225.SZ,5.85,5.45,65.1
1581,300226.SZ,77.93,73.43,66.3
1582,300227.SZ,12.72,14.88,84.9
1583,300228.SZ,6.56,3.8,10.7
1584,300229.SZ,11.54,16.36,92.1
1585,300230.SZ,5.74,4.73,48.0
1586,300231.SZ,7.98,7.89,71.9
1587,300232.SZ,13.95,9.06,18.0
1588,300233.SZ,18.21,21.55,85.3
1589,300234.SZ,8.87,13.7,94.3
1590,300235.SZ,9.87,16.16,95.8
1591,300236.SZ,44.39,51.91,84.9
1592,300237.SZ,4.21,2.33,8.2
1593,300238.SZ,16.9,16.45,69.9
1594,300239.SZ,4.7,4.91,76.5
1595,300240.SZ,7.92,5.58,25.4
1596,300241.SZ,6.83,5.45,44.4
1597,300242.SZ,4.74,4.63,71.0
1598,300243.SZ,9.71,6.75,25.4
1599,300244.SZ,20.55,22.9,81.5
1600,300245.SZ,10.53,8.74,50.0
1601,300246.SZ,13.83,22.25,95.5
1602,300247.SZ,3.96,2.67,20.9
1603,300248.SZ,8.9,10.17,83.4
1604,300249.SZ,7.64,7.14,65.1
1605,300250.SZ,16.36,13.64,50.0
1606,300251.SZ,8.4,9.09,79.6
1607,300252.SZ,12.92,9.95,38.5
1608,300253.SZ,14.04,22.69,95.6
1609,300254.SZ,8.33,7.54,62.5
1610,300255.SZ,7.06,5.38,36.3
1611,300256.SZ,4.01,6.14,94.1
1612,300257.SZ,13.84,10.18,32.2
1613,300258.SZ,12.84,10.06,40.5
1614,300259.SZ,3.71,4.81,89.1
1615,300260.SZ,14.25,14.92,77.4
1616,300261.SZ,5.93,3.86,18.0
1617,300262.SZ,7.67,4.2,8.2
1618,300263.SZ,6.31,6.73,79.0
1619,300264.SZ,6.55,5.11,40.5
1620,300265.SZ,10.4,14.66,91.8
1621,300267.SZ,5.25,4.44,53.8
1622,300268.SZ,15.38,15.14,71.0
1623,300269.SZ,6.02,3.83,16.7
1624,300270.SZ,8.68,7.17,50.0
1625,300271.SZ,20.82,26.45,88.2
1626,300272.SZ,8.48,4.27,5.2
1627,300273.SZ,5.8,7.73,90.2
1628,300274.SZ,11.1,9.81,58.2
1629,300275.SZ,9.14,10.17,81.5
1630,300276.SZ,13.05,7.27,8.9
1631,300277.SZ,7.17,7.29,74.8
1632,300278.SZ,7.97,3.83,4.4
1633,300279.SZ,6.5,5.82,61.2
1634,300280.SZ,29.87,25.96,56.7
1635,300281.SZ,6.64,6.77,74.8
1636,300282.SZ,13.35,6.07,3.4
1637,300283.SZ,5.28,4.2,44.4
1638,300284.SZ,12.16,9.52,40.5
1639,300285.SZ,21.59,20.82,68.6
1640,300286.SZ,10.69,10.79,73.7
1641,300287.SZ,5.12,4.16,46.1
1642,300288.SZ,15.39,11.58,34.3
1643,300289.SZ,7.77,5.6,28.5
1644,300290.SZ,9.8,5.93,13.5
1645,300291.SZ,7.6,4.85,16.7
1646,300292.SZ,4.25,5.0,85.3
1647,300293.SZ,9.54,11.21,85.3
1648,300294.SZ,29.68,31.91,79.6
1649,300295.SZ,14.8,12.54,53.8
1650,300296.SZ,8.54,6.36,32.2
1651,300297.SZ,6.95,4.56,19.5
1652,300298.SZ,12.1,14.59,86.3
1653,300299.SZ,5.84,5.09,56.7
1654,300300.SZ,12.17,8.56,25.4
1655,300301.SZ,4.15,3.03,30.2
1656,300302.SZ,11.6,10.63,63.9
1657,300303.SZ,3.58,5.15,92.5
1658,300304.SZ,4.53,3.82,52.0
1659,300305.SZ,8.09,10.71,89.9
1660,300306.SZ,9.23,10.54,83.4
1661,300307.SZ,6.58,4.47,22.2
1662,300308.SZ,54.52,55.44,74.8
1663,300309.SZ,7.17,3.46,4.4
1664,300310.SZ,6.51,6.85,77.4
1665,300311.SZ,8.4,7.09,52.0
1666,300312.SZ,8.25,6.16,34.3
1667,300313.SZ,6.52,4.95,36.3
1668,300314.SZ,9.71,11.52,85.6
1669,300315.SZ,3.91,5.26,90.6
1670,300316.SZ,13.84,20.0,92.8
1671,300317.SZ,6.06,3.45,9.7
1672,300318.SZ,4.91,4.98,73.7
1673,300319.SZ,7.55,10.16,90.6
1674,300320.SZ,5.58,5.53,71.9
1675,300321.SZ,15.78,17.01,79.6
1676,300322.SZ,13.48,16.88,87.5
1677,300323.SZ,8.67,6.23,28.5
1678,300324.SZ,8.08,7.11,58.2
1679,300325.SZ,4.26,3.16,32.2
1680,300326.SZ,10.51,20.8,97.9
1681,300327.SZ,24.43,31.22,88.5
1682,300328.SZ,9.4,13.29,91.8
1683,300329.SZ,9.55,6.94,30.2
1684,300330.SZ,9.2,8.79,68.6
1685,300331.SZ,20.3,25.49,87.9
1686,300332.SZ,5.5,3.75,22.2
1687,300333.SZ,9.95,9.25,65.1
1688,300334.SZ,9.23,7.57,48.0
1689,300335.SZ,7.23,4.83,20.9
1690,300336.SZ,5.47,4.62,52.0
1691,300337.SZ,4.78,3.33,25.4
1692,300338.SZ,9.7,8.14,52.0
1693,300339.SZ,12.37,9.9,44.4
1694,300340.SZ,20.2,11.09,8.2
1695,300341.SZ,6.09,8.61,91.8
1696,300342.SZ,9.05,15.96,96.9
1697,300343.SZ,7.67,2.47,0.8
1698,300344.SZ,8.09,4.48,8.2
1699,300345.SZ,4.85,5.8,85.9
1700,300346.SZ,13.73,25.25,97.4
1701,300347.SZ,61.51,65.74,79.0
1702,300348.SZ,23.81,22.53,67.5
1703,300349.SZ,20.06,14.49,28.5
1704,300350.SZ,7.02,4.05,10.7
1705,300351.SZ,10.15,7.66,34.3
1706,300352.SZ,5.89,7.2,86.7
1707,300353.SZ,13.43,11.85,58.2
1708,300354.SZ,10.63,11.24,78.3
1709,300355.SZ,4.99,2.94,11.5
1710,300356.SZ,9.24,6.13,19.5
1711,300357.SZ,45.98,43.4,66.3
1712,300358.SZ,8.64,7.27,52.0
1713,300360.SZ,9.01,11.29,87.5
1714,300362.SZ,5.1,1.82,1.2
1715,300363.SZ,10.9,28.62,99.5
1716,300364.SZ,5.65,3.4,12.4
1717,300365.SZ,25.21,12.53,5.2
1718,300366.SZ,8.85,10.36,84.9
1719,300367.SZ,11.4,3.44,0.5
1720,300368.SZ,8.58,7.03,48.0
1721,300369.SZ,12.9,19.32,93.7
1722,300370.SZ,4.78,3.16,19.5
1723,300371.SZ,15.04,12.4,48.0
1724,300373.SZ,18.36,23.37,88.2
1725,300374.SZ,10.93,8.46,38.5
1726,300375.SZ,7.42,4.23,9.7
1727,300376.SZ,5.71,5.38,66.3
1728,300377.SZ,13.89,10.09,30.2
1729,300378.SZ,13.58,14.65,79.6
1730,300379.SZ,23.71,40.59,96.6
1731,300380.SZ,23.64,18.06,36.3
1732,300381.SZ,10.93,11.49,77.4
1733,300382.SZ,7.51,6.3,52.0
1734,300383.SZ,17.58,24.14,91.0
1735,300384.SZ,15.2,16.3,79.0
1736,300385.SZ,18.28,11.66,16.7
1737,300386.SZ,13.4,13.95,76.5
1738,300387.SZ,7.33,8.26,82.7
1739,300388.SZ,10.15,9.88,69.9
1740,300389.SZ,16.37,10.14,14.6
1741,300390.SZ,10.28,9.23,61.2
1742,300391.SZ,13.61,10.06,32.2
1743,300392.SZ,8.17,6.73,48.0
1744,300393.SZ,20.88,13.67,18.0
1745,300394.SZ,30.7,42.69,91.4
1746,300395.SZ,18.73,21.31,83.4
1747,300396.SZ,15.69,19.5,87.2
1748,300397.SZ,21.65,38.82,97.1
1749,300398.SZ,18.5,19.35,77.4
1750,300399.SZ,12.51,12.39,71.9
1751,300400.SZ,21.54,11.98,8.9
1752,300401.SZ,13.95,15.12,79.6
1753,300402.SZ,9.95,8.05,46.1
1754,300403.SZ,5.94,4.79,46.1
1755,300404.SZ,14.63,21.46,93.2
1756,300405.SZ,8.97,5.97,20.9
1757,300406.SZ,15.03,17.05,82.7
1758,300407.SZ,10.68,8.52,44.4
1759,300408.SZ,20.61,18.73,62.5
1760,300409.SZ,18.35,10.88,11.5
1761,300410.SZ,22.41,6.23,0.3
1762,300411.SZ,10.34,11.01,78.3
1763,300412.SZ,7.3,7.16,71.0
1764,300413.SZ,43.65,41.1,66.3
1765,300414.SZ,25.78,11.86,3.8
1766,300415.SZ,7.12,7.2,73.7
1767,300416.SZ,20.91,29.66,92.1
1768,300417.SZ,17.9,33.79,97.6
1769,300418.SZ,14.46,18.01,87.5
1770,300419.SZ,7.15,7.1,71.9
1771,300420.SZ,6.85,5.6,48.0
1772,300421.SZ,17.7,5.64,0.8
1773,300422.SZ,11.15,11.12,72.8
1774,300423.SZ,26.44,11.71,3.0
1775,300424.SZ,20.05,13.71,22.2
1776,300425.SZ,5.38,4.62,55.3
1777,300426.SZ,7.43,4.26,9.7
1778,300427.SZ,13.35,18.9,92.1
1779,300428.SZ,12.07,13.56,82.1
1780,300429.SZ,29.74,15.46,6.2
1781,300430.SZ,9.1,7.59,50.0
1782,300431.SZ,9.93,2.48,0.2
1783,300432.SZ,6.55,8.7,90.2
1784,300433.SZ,8.31,16.95,98.3
1785,300434.SZ,9.64,7.32,36.3
1786,300435.SZ,11.65,9.46,46.1
1787,300436.SZ,26.21,29.86,83.4
1788,300437.SZ,17.42,9.82,8.9
1789,300438.SZ,25.36,22.22,58.2
1790,300439.SZ,15.67,14.38,63.9
1791,300440.SZ,7.69,10.44,90.8
1792,300441.SZ,7.68,8.88,84.4
1793,300442.SZ,14.85,16.32,80.9
1794,300443.SZ,17.6,13.42,36.3
1795,300444.SZ,9.15,4.12,3.4
1796,300445.SZ,12.69,14.88,84.9
1797,300446.SZ,27.33,13.0,4.4
1798,300447.SZ,10.59,10.5,71.9
1799,300448.SZ,12.66,9.28,30.2
1800,300449.SZ,21.1,8.06,1.6
1801,300450.SZ,36.64,39.2,79.0
1802,300451.SZ,23.62,22.1,66.3
1803,300452.SZ,16.26,16.39,73.7
1804,300453.SZ,13.06,11.85,62.5
1805,300454.SZ,100.01,166.93,96.2
1806,300455.SZ,7.91,13.11,96.1
1807,300456.SZ,28.99,22.77,42.5
1808,300457.SZ,24.4,56.8,99.0
1809,300458.SZ,23.22,28.24,86.7
1810,300459.SZ,8.05,3.01,1.4
1811,300460.SZ,9.63,15.02,94.7
1812,300461.SZ,22.88,16.34,27.0
1813,300462.SZ,17.39,21.37,86.9
1814,300463.SZ,19.4,27.83,92.3
1815,300464.SZ,8.96,12.97,92.8
1816,300465.SZ,8.5,11.8,91.4
1817,300466.SZ,6.85,5.62,48.0
1818,300467.SZ,26.8,16.39,13.5
1819,300468.SZ,19.2,30.68,95.4
1820,300469.SZ,23.8,13.76,10.7
1821,300470.SZ,26.48,25.79,69.9
1822,300471.SZ,10.87,9.87,62.5
1823,300472.SZ,25.17,11.11,3.0
1824,300473.SZ,36.91,23.9,18.0
1825,300474.SZ,45.72,52.17,83.4
1826,300475.SZ,10.7,10.89,74.8
1827,300476.SZ,13.6,18.83,91.2
1828,300477.SZ,9.1,6.48,27.0
1829,300478.SZ,15.06,14.76,71.0
1830,300479.SZ,16.59,14.61,58.2
1831,300480.SZ,11.76,18.01,94.1
1832,300481.SZ,17.08,15.89,65.1
1833,300482.SZ,33.91,79.57,99.1
1834,300483.SZ,34.79,33.05,67.5
1835,300484.SZ,12.32,8.48,23.7
1836,300485.SZ,11.4,12.15,79.0
1837,300486.SZ,15.54,22.84,93.2
1838,300487.SZ,33.3,30.13,61.2
1839,300488.SZ,25.47,15.48,13.5
1840,300489.SZ,15.25,37.11,99.2
1841,300490.SZ,12.78,9.01,27.0
1842,300491.SZ,18.0,13.15,30.2
1843,300493.SZ,10.88,8.94,48.0
1844,300494.SZ,11.78,12.75,79.6
1845,300495.SZ,14.44,10.77,34.3
1846,300496.SZ,33.55,53.59,95.4
1847,300497.SZ,22.06,25.88,84.9
1848,300498.SZ,38.47,31.7,48.0
1849,300499.SZ,15.67,15.4,71.0
1850,300500.SZ,28.6,14.84,6.2
1851,300501.SZ,21.51,11.8,8.2
1852,300502.SZ,27.83,63.2,98.8
1853,300503.SZ,9.9,11.76,85.6
1854,300504.SZ,28.51,23.07,46.1
1855,300505.SZ,23.99,19.49,46.1
1856,300506.SZ,19.46,6.55,0.9
1857,300507.SZ,23.19,11.45,4.9
1858,300508.SZ,27.99,25.17,61.2
1859,300509.SZ,15.4,8.0,6.2
1860,300510.SZ,10.94,4.29,1.8
1861,300511.SZ,8.21,8.36,74.8
1862,300512.SZ,15.63,10.79,23.7
1863,300513.SZ,27.18,14.15,6.2
1864,300514.SZ,15.17,11.09,30.2
1865,300515.SZ,10.38,8.86,53.8
1866,300516.SZ,34.7,28.61,48.0
1867,300517.SZ,15.73,15.68,72.8
1868,300518.SZ,30.16,20.19,20.9
1869,300519.SZ,15.3,13.58,59.7
1870,300520.SZ,19.76,19.11,69.9
1871,300521.SZ,11.74,10.25,56.7
1872,300522.SZ,20.98,18.33,56.7
1873,300523.SZ,51.86,40.01,38.5
1874,300525.SZ,34.38,33.02,68.6
1875,300526.SZ,13.29,192.0,100.0
1876,300527.SZ,11.54,8.53,32.2
1877,300528.SZ,8.65,6.96,44.4
1878,300529.SZ,58.13,98.11,96.4
1879,300530.SZ,38.62,45.49,85.3
1880,300531.SZ,22.31,15.1,22.2
1881,300532.SZ,13.87,9.57,23.7
1882,300533.SZ,36.01,46.34,88.8
1883,300534.SZ,7.15,5.79,46.1
1884,300535.SZ,14.78,12.31,50.0
1885,300536.SZ,20.0,6.94,1.1
1886,300537.SZ,11.82,15.9,90.6
1887,300538.SZ,31.83,20.63,18.0
1888,300539.SZ,11.29,6.9,13.5
1889,300540.SZ,16.68,12.9,38.5
1890,300541.SZ,17.05,18.96,81.5
1891,300542.SZ,20.58,13.9,22.2
1892,300543.SZ,18.62,19.74,78.3
1893,300545.SZ,29.18,27.98,68.6
1894,300546.SZ,30.49,25.21,50.0
1895,300547.SZ,23.54,8.0,0.9
1896,300548.SZ,44.57,88.97,98.1
1897,300549.SZ,13.5,11.11,48.0
1898,300550.SZ,60.18,27.98,3.8
1899,300551.SZ,14.64,28.36,97.8
1900,300552.SZ,18.59,69.98,99.8
1901,300553.SZ,35.51,35.52,72.8
1902,300554.SZ,18.23,13.48,32.2
1903,300555.SZ,11.25,9.09,46.1
1904,300556.SZ,20.33,17.61,56.7
1905,300557.SZ,28.67,24.46,53.8
1906,300558.SZ,43.09,74.7,96.7
1907,300559.SZ,46.83,28.85,14.6
1908,300560.SZ,20.3,20.04,71.9
1909,300561.SZ,14.78,14.5,71.0
1910,300562.SZ,12.22,16.28,90.2
1911,300563.SZ,28.05,27.3,69.9
1912,300565.SZ,14.78,12.29,50.0
1913,300566.SZ,17.27,20.91,86.3
1914,300567.SZ,79.43,55.93,25.4
1915,300568.SZ,28.41,27.22,68.6
1916,300569.SZ,21.51,13.15,13.5
1917,300570.SZ,25.0,22.46,61.2
1918,300571.SZ,57.03,49.32,55.3
1919,300572.SZ,75.02,41.3,8.2
1920,300573.SZ,18.47,102.63,99.9
1921,300575.SZ,61.46,27.29,3.0
1922,300576.SZ,16.39,40.7,99.2
1923,300577.SZ,32.88,26.94,48.0
1924,300578.SZ,25.67,47.41,97.5
1925,300579.SZ,48.7,36.7,34.3
1926,300580.SZ,17.45,16.93,69.9
1927,300581.SZ,15.98,15.32,68.6
1928,300582.SZ,15.27,11.52,34.3
1929,300583.SZ,36.91,27.45,32.2
1930,300584.SZ,28.23,24.57,56.7
1931,300585.SZ,10.19,14.21,91.4
1932,300586.SZ,15.32,19.0,87.2
1933,300587.SZ,21.9,16.62,36.3
1934,300588.SZ,13.86,9.44,22.2
1935,300589.SZ,14.4,10.6,32.2
1936,300590.SZ,37.91,41.2,80.3
1937,300591.SZ,6.85,5.62,48.0
1938,300592.SZ,10.93,10.24,66.3
1939,300593.SZ,18.42,16.61,61.2
1940,300595.SZ,54.8,56.54,75.7
1941,300596.SZ,35.16,31.1,58.2
1942,300597.SZ,15.91,11.4,28.5
1943,300598.SZ,33.72,265.47,100.0
1944,300599.SZ,11.77,12.24,76.5
1945,300600.SZ,23.18,9.12,1.8
1946,300601.SZ,51.98,117.55,98.8
1947,300602.SZ,42.3,47.7,82.7
