,ts_code,close_x,close_y,RPS
663,002222.SZ,13.2,10.45,42.5
664,002223.SZ,23.7,40.22,96.5
665,002224.SZ,6.69,6.41,68.6
666,002225.SZ,5.41,4.24,40.5
667,002226.SZ,6.65,4.79,28.5
668,002227.SZ,15.12,15.91,77.4
669,002228.SZ,6.07,3.33,8.2
670,002229.SZ,8.48,6.51,38.5
671,002230.SZ,35.19,34.8,71.9
672,002231.SZ,7.9,7.54,67.5
673,002232.SZ,9.93,8.75,58.2
674,002233.SZ,12.03,12.43,75.7
675,002234.SZ,24.93,28.07,82.7
676,002235.SZ,8.55,8.13,67.5
677,002236.SZ,15.9,16.75,77.4
678,002237.SZ,9.6,13.03,90.8
679,002238.SZ,9.39,7.88,52.0
680,002239.SZ,2.48,3.89,94.8
681,002240.SZ,9.2,8.1,58.2
682,002241.SZ,10.02,18.52,97.5
683,002242.SZ,22.48,29.06,88.8
684,002243.SZ,19.44,13.73,27.0
685,002244.SZ,4.5,4.23,66.3
686,002245.SZ,4.77,3.98,50.0
687,002246.SZ,9.12,7.64,52.0
688,002247.SZ,4.73,1.88,2.0
689,002248.SZ,10.22,8.3,46.1
690,002249.SZ,5.37,3.36,15.6
691,002250.SZ,9.9,14.74,93.5
692,002251.SZ,9.25,8.77,67.5
693,002252.SZ,9.39,7.82,50.0
694,002253.SZ,16.68,12.48,34.3
695,002254.SZ,11.38,11.2,71.0
696,002255.SZ,4.46,3.4,36.3
697,002256.SZ,3.56,1.92,7.5
698,002258.SZ,15.4,14.52,66.3
699,002259.SZ,2.42,2.2,62.5
700,002261.SZ,5.41,8.78,95.6
701,002262.SZ,12.29,11.11,61.2
702,002263.SZ,2.07,2.0,69.9
703,002264.SZ,6.37,4.07,16.7
704,002265.SZ,13.72,7.49,8.2
705,002266.SZ,4.92,3.69,34.3
706,002267.SZ,8.22,5.9,28.5
707,002268.SZ,28.72,22.5,40.5
708,002269.SZ,3.12,2.06,19.5
709,002270.SZ,5.33,4.44,50.0
710,002271.SZ,20.52,32.78,95.4
711,002272.SZ,5.17,4.16,44.4
712,002273.SZ,13.74,13.96,74.8
713,002274.SZ,9.56,5.46,9.7
714,002275.SZ,14.61,12.86,58.2
715,002276.SZ,6.97,8.09,84.4
716,002277.SZ,3.9,3.49,59.7
717,002278.SZ,7.42,6.15,50.0
718,002279.SZ,8.7,6.12,25.4
719,002280.SZ,4.71,2.49,6.9
720,002281.SZ,30.99,31.5,74.8
721,002282.SZ,10.68,7.26,22.2
722,002283.SZ,4.27,3.43,44.4
723,002284.SZ,5.42,4.68,55.3
724,002285.SZ,5.79,2.87,5.2
725,002286.SZ,6.75,8.12,85.9
726,002287.SZ,29.26,19.87,22.2
727,002288.SZ,5.44,4.75,56.7
728,002289.SZ,6.85,12.29,97.1
729,002290.SZ,10.18,4.94,4.9
730,002291.SZ,5.62,22.65,99.9
731,002292.SZ,8.1,7.21,59.7
732,002293.SZ,12.03,8.7,28.5
733,002294.SZ,26.08,17.89,23.7
734,002295.SZ,10.12,6.8,20.9
735,002296.SZ,6.63,7.44,82.1
736,002297.SZ,7.74,5.13,19.5
737,002298.SZ,7.64,8.12,78.3
738,002299.SZ,23.77,23.52,71.9
739,002300.SZ,9.6,6.42,20.9
740,002301.SZ,9.76,14.71,93.8
741,002302.SZ,14.5,10.02,23.7
742,002303.SZ,5.77,4.84,52.0
743,002304.SZ,118.7,85.0,28.5
744,002305.SZ,3.41,2.11,14.6
745,002306.SZ,4.26,2.99,25.4
746,002307.SZ,8.42,5.68,20.9
747,002308.SZ,5.91,5.77,71.0
748,002309.SZ,11.46,6.14,7.5
749,002310.SZ,7.64,5.28,23.7
750,002311.SZ,26.36,40.2,94.1
751,002312.SZ,3.76,4.5,85.9
752,002313.SZ,25.96,18.19,25.4
753,002314.SZ,3.68,2.67,30.2
754,002315.SZ,14.4,15.28,78.3
755,002316.SZ,8.81,7.0,42.5
756,002317.SZ,9.87,11.68,85.3
757,002318.SZ,8.02,7.67,68.6
758,002319.SZ,12.12,6.49,7.5
759,002320.SZ,15.4,17.51,83.4
760,002321.SZ,7.09,5.62,42.5
761,002322.SZ,13.83,11.81,53.8
762,002324.SZ,12.09,19.22,95.2
763,002325.SZ,3.58,3.36,66.3
764,002326.SZ,8.89,11.87,90.5
765,002327.SZ,9.08,6.86,36.3
766,002328.SZ,7.3,5.26,28.5
767,002329.SZ,4.17,5.1,86.7
768,002330.SZ,5.73,6.52,83.4
769,002331.SZ,11.62,9.15,42.5
770,002332.SZ,8.24,12.95,94.8
771,002333.SZ,8.03,4.3,7.5
772,002334.SZ,6.22,4.59,32.2
773,002335.SZ,18.57,21.48,84.4
774,002336.SZ,6.78,5.16,36.3
775,002337.SZ,6.32,3.29,6.2
776,002338.SZ,15.22,13.78,62.5
777,002339.SZ,8.78,6.2,27.0
778,002340.SZ,4.91,4.68,67.5
779,002341.SZ,10.61,6.26,11.5
780,002342.SZ,4.55,3.03,20.9
781,002343.SZ,10.52,8.26,42.5
782,002344.SZ,5.35,3.82,27.0
783,002345.SZ,5.1,3.5,23.7
784,002346.SZ,15.3,10.45,22.2
785,002347.SZ,4.66,4.22,62.5
786,002348.SZ,3.83,2.89,34.3
787,002349.SZ,6.74,5.36,44.4
788,002350.SZ,7.14,5.59,40.5
789,002351.SZ,6.16,16.11,99.4
790,002352.SZ,35.6,47.31,90.2
791,002353.SZ,23.14,24.35,77.4
792,002354.SZ,5.49,2.08,1.6
793,002355.SZ,8.66,5.75,19.5
794,002356.SZ,16.6,1.62,0.0
795,002357.SZ,6.43,5.94,63.9
796,002358.SZ,14.48,5.94,2.2
797,002359.SZ,10.88,1.81,0.1
798,002360.SZ,5.78,5.09,58.2
799,002361.SZ,4.39,4.09,65.1
800,002362.SZ,16.88,16.22,68.6
801,002363.SZ,6.59,9.47,92.5
802,002364.SZ,11.27,13.57,85.9
803,002365.SZ,11.49,11.96,76.5
804,002366.SZ,12.58,4.81,1.6
805,002367.SZ,7.94,8.08,74.8
806,002368.SZ,33.99,36.8,79.6
807,002369.SZ,10.03,9.51,67.5
808,002370.SZ,15.8,4.89,0.7
809,002371.SZ,68.19,124.6,97.3
810,002372.SZ,19.69,10.84,8.2
811,002373.SZ,18.64,21.56,84.4
812,002374.SZ,3.37,2.6,38.5
813,002375.SZ,6.38,6.6,75.7
814,002376.SZ,17.51,10.74,13.5
815,002377.SZ,6.97,4.26,13.5
816,002378.SZ,6.32,4.15,19.5
817,002379.SZ,3.42,3.37,71.9
818,002380.SZ,14.18,15.68,81.5
819,002381.SZ,9.65,7.55,40.5
820,002382.SZ,14.41,17.23,85.9
821,002383.SZ,13.51,9.95,32.2
822,002384.SZ,17.8,22.04,87.2
823,002385.SZ,5.09,8.05,95.0
824,002386.SZ,6.65,5.12,38.5
825,002387.SZ,13.32,11.14,52.0
826,002388.SZ,5.94,6.06,74.8
827,002389.SZ,14.1,11.27,44.4
828,002390.SZ,6.01,4.66,40.5
829,002391.SZ,13.51,8.53,15.6
830,002392.SZ,3.93,3.49,59.7
831,002393.SZ,27.35,24.41,59.7
832,002394.SZ,11.33,8.62,36.3
833,002395.SZ,14.45,22.26,94.3
834,002396.SZ,24.14,36.93,94.1
835,002397.SZ,5.32,4.49,52.0
836,002398.SZ,5.81,8.6,93.3
837,002399.SZ,24.89,20.15,46.1
838,002400.SZ,3.78,2.82,34.3
839,002401.SZ,11.41,14.97,89.6
840,002402.SZ,9.19,13.19,92.5
841,002403.SZ,9.14,8.41,63.9
842,002404.SZ,6.33,5.36,53.8
843,002405.SZ,21.36,14.51,22.2
844,002406.SZ,6.39,5.39,52.0
845,002407.SZ,14.97,11.03,32.2
846,002408.SZ,8.11,5.88,30.2
847,002409.SZ,17.2,31.09,97.2
848,002410.SZ,28.51,43.64,94.1
849,002411.SZ,20.3,8.73,2.7
850,002412.SZ,17.47,8.06,3.8
851,002413.SZ,7.15,6.91,69.9
852,002414.SZ,26.88,34.42,88.5
853,002415.SZ,33.9,30.78,62.5
854,002416.SZ,6.11,5.51,61.2
855,002417.SZ,9.95,6.54,19.5
856,002418.SZ,4.63,2.41,6.2
857,002419.SZ,14.16,8.65,13.5
858,002420.SZ,3.9,3.59,63.9
859,002421.SZ,4.74,3.71,40.5
860,002422.SZ,28.11,20.71,32.2
861,002423.SZ,10.74,8.46,42.5
862,002424.SZ,10.42,8.34,44.4
863,002425.SZ,8.13,4.91,12.4
864,002426.SZ,3.4,2.04,12.4
865,002427.SZ,17.0,7.92,4.1
866,002428.SZ,7.09,9.9,91.5
867,002429.SZ,3.16,4.32,91.0
868,002430.SZ,11.73,11.39,69.9
869,002431.SZ,4.55,2.62,10.7
870,002432.SZ,6.62,9.09,91.0
871,002433.SZ,5.81,4.47,38.5
872,002434.SZ,7.55,8.27,80.9
873,002435.SZ,6.88,4.21,13.5
874,002436.SZ,5.3,11.72,98.7
875,002437.SZ,5.06,2.6,5.6
876,002438.SZ,7.96,7.35,63.9
877,002439.SZ,28.6,37.72,89.9
878,002440.SZ,14.03,9.63,23.7
879,002441.SZ,7.93,7.34,65.1
880,002442.SZ,7.69,3.92,5.6
881,002443.SZ,7.54,5.83,38.5
882,002444.SZ,11.9,9.39,42.5
883,002445.SZ,2.22,1.32,11.5
884,002446.SZ,10.06,7.63,36.3
885,002447.SZ,3.98,1.84,3.8
886,002448.SZ,6.18,5.06,48.0
887,002449.SZ,14.21,11.47,46.1
888,002451.SZ,11.54,7.91,23.7
889,002452.SZ,4.36,6.29,92.5
890,002453.SZ,6.83,4.81,25.4
891,002454.SZ,5.04,4.61,62.5
892,002455.SZ,5.76,5.3,63.9
893,002456.SZ,13.6,14.12,76.5
894,002457.SZ,10.38,7.6,30.2
895,002458.SZ,33.75,18.92,8.9
896,002459.SZ,11.53,13.12,83.4
897,002460.SZ,26.71,41.51,94.5
898,002461.SZ,6.26,6.52,76.5
899,002462.SZ,17.6,14.91,53.8
900,002463.SZ,11.11,23.58,98.6
901,002464.SZ,11.17,5.19,3.8
902,002465.SZ,9.49,11.42,85.9
903,002466.SZ,34.45,20.08,10.7
904,002467.SZ,6.23,6.62,78.3
905,002468.SZ,22.49,16.97,34.3
906,002469.SZ,4.68,4.55,69.9
907,002470.SZ,7.2,2.93,2.2
908,002471.SZ,3.95,2.31,10.7
909,002472.SZ,7.0,5.09,30.2
910,002473.SZ,10.05,7.86,40.5
911,002474.SZ,9.64,7.41,38.5
912,002475.SZ,23.32,41.23,97.0
913,002476.SZ,5.81,6.43,81.5
914,002478.SZ,5.83,5.18,59.7
915,002479.SZ,5.41,5.77,79.0
916,002480.SZ,5.54,4.51,46.1
917,002481.SZ,3.82,11.25,99.7
918,002482.SZ,6.09,3.67,12.4
919,002483.SZ,4.48,4.84,79.6
920,002484.SZ,7.77,8.4,79.6
921,002485.SZ,7.86,5.23,20.9
922,002486.SZ,4.12,4.46,79.6
923,002487.SZ,4.6,4.67,74.8
924,002488.SZ,10.2,6.1,12.4
925,002489.SZ,3.95,3.77,67.5
926,002490.SZ,4.9,3.19,18.0
927,002491.SZ,10.8,5.66,6.2
928,002492.SZ,6.14,5.2,53.8
929,002493.SZ,12.35,10.99,59.7
930,002494.SZ,6.67,4.95,32.2
931,002495.SZ,3.63,3.07,53.8
932,002496.SZ,2.7,2.5,65.1
933,002497.SZ,7.69,7.45,69.9
934,002498.SZ,3.0,3.67,86.7
935,002499.SZ,9.2,3.44,1.4
936,002500.SZ,8.72,7.01,44.4
937,002501.SZ,3.09,1.35,3.0
938,002502.SZ,4.2,3.21,36.3
939,002503.SZ,3.44,3.91,83.4
940,002504.SZ,4.26,2.73,16.7
941,002505.SZ,2.05,2.12,75.7
942,002506.SZ,5.28,2.98,8.9
943,002507.SZ,30.43,30.47,72.8
944,002508.SZ,31.47,28.16,59.7
945,002509.SZ,2.74,1.02,1.4
946,002510.SZ,4.7,5.09,79.6
947,002511.SZ,9.24,16.45,97.0
948,002512.SZ,5.56,5.19,65.1
949,002513.SZ,7.28,5.04,23.7
950,002514.SZ,7.18,4.4,13.5
951,002515.SZ,6.0,6.22,76.5
952,002516.SZ,3.26,2.98,62.5
953,002517.SZ,4.68,2.82,12.4
954,002518.SZ,12.02,11.76,71.0
955,002519.SZ,4.54,4.02,59.7
956,002520.SZ,8.49,6.74,42.5
957,002521.SZ,6.16,5.22,53.8
958,002522.SZ,5.62,5.74,74.8
959,002523.SZ,3.67,2.49,22.2
960,002524.SZ,5.32,8.28,94.7
961,002526.SZ,2.88,2.15,34.3
962,002527.SZ,6.56,5.16,42.5
963,002528.SZ,4.96,4.94,72.8
964,002529.SZ,8.21,7.28,59.7
965,002530.SZ,10.62,9.85,65.1
966,002531.SZ,6.59,5.12,40.5
967,002532.SZ,7.34,5.72,40.5
968,002533.SZ,5.92,5.46,63.9
969,002534.SZ,6.63,7.48,82.7
970,002535.SZ,4.35,2.23,5.6
971,002536.SZ,10.64,5.25,4.9
972,002537.SZ,12.22,5.08,2.4
973,002538.SZ,5.93,4.87,48.0
974,002539.SZ,5.68,5.19,62.5
975,002540.SZ,5.5,4.4,44.4
976,002541.SZ,8.76,14.41,95.8
977,002542.SZ,5.55,3.61,18.0
978,002543.SZ,14.74,8.07,8.2
979,002544.SZ,14.25,14.25,72.8
980,002545.SZ,7.39,6.8,63.9
981,002546.SZ,5.62,4.1,30.2
982,002547.SZ,7.74,8.05,76.5
983,002548.SZ,10.39,9.81,66.3
984,002549.SZ,7.17,6.17,55.3
985,002550.SZ,4.91,4.92,72.8
986,002551.SZ,5.94,9.67,95.7
987,002552.SZ,7.42,16.03,98.6
988,002553.SZ,6.54,4.75,30.2
989,002554.SZ,3.36,2.69,44.4
990,002555.SZ,13.22,32.52,99.2
991,002556.SZ,6.14,8.06,89.6
992,002557.SZ,25.21,44.35,96.9
993,002558.SZ,21.68,16.93,40.5
994,002559.SZ,8.19,5.96,30.2
995,002560.SZ,5.81,7.59,89.6
996,002561.SZ,9.16,7.47,48.0
997,002562.SZ,6.07,5.38,59.7
998,002563.SZ,11.47,6.88,12.4
999,002564.SZ,5.71,4.28,34.3
1000,002565.SZ,16.82,4.83,0.4
1001,002566.SZ,7.12,6.87,68.6
1002,002567.SZ,12.33,8.34,22.2
1003,002568.SZ,14.3,33.11,99.0
1004,002569.SZ,11.04,9.21,50.0
1005,002570.SZ,6.76,5.89,56.7
1006,002571.SZ,5.61,5.24,65.1
1007,002572.SZ,23.32,17.61,36.3
1008,002573.SZ,9.07,5.69,15.6
1009,002574.SZ,5.82,4.78,48.0
1010,002575.SZ,8.54,6.9,46.1
1011,002576.SZ,13.66,8.96,19.5
1012,002577.SZ,12.14,9.39,38.5
1013,002578.SZ,3.71,3.41,63.9
1014,002579.SZ,11.14,14.24,88.5
1015,002580.SZ,6.11,5.0,48.0
1016,002581.SZ,7.84,12.66,95.5
1017,002582.SZ,10.39,9.36,61.2
1018,002583.SZ,10.54,5.9,8.9
1019,002584.SZ,7.13,7.51,77.4
1020,002585.SZ,6.42,5.02,40.5
1021,002586.SZ,5.31,2.39,3.4
1022,002587.SZ,6.37,6.48,74.8
1023,002588.SZ,4.87,4.65,67.5
1024,002589.SZ,9.02,5.58,14.6
1025,002590.SZ,8.32,6.9,50.0
1026,002591.SZ,7.92,7.37,65.1
1027,002592.SZ,25.09,9.61,1.6
1028,002593.SZ,3.87,3.51,62.5
1029,002594.SZ,52.77,55.0,76.5
1030,002595.SZ,20.1,16.98,52.0
1031,002596.SZ,9.62,8.33,56.7
1032,002597.SZ,17.24,19.9,83.9
1033,002598.SZ,7.85,5.88,34.3
1034,002599.SZ,11.14,4.33,1.8
1035,002600.SZ,5.54,8.78,95.0
1036,002601.SZ,15.58,15.03,68.6
1037,002602.SZ,19.46,12.8,19.5
1038,002603.SZ,12.7,21.72,96.6
1039,002605.SZ,10.65,27.85,99.4
1040,002606.SZ,7.17,7.01,71.0
1041,002607.SZ,11.88,21.89,97.4
1042,002608.SZ,9.73,6.68,23.7
1043,002609.SZ,7.79,9.95,88.5
1044,002611.SZ,4.0,4.44,81.5
1045,002612.SZ,9.98,7.73,38.5
1046,002613.SZ,3.35,3.89,84.4
1047,002614.SZ,20.1,11.66,10.7
1048,002615.SZ,6.08,4.78,42.5
1049,002616.SZ,8.56,8.26,68.6
1050,002617.SZ,4.61,5.08,80.9
1051,002618.SZ,18.06,10.22,9.7
1052,002619.SZ,4.27,2.42,9.7
1053,002620.SZ,7.09,5.6,42.5
1054,002621.SZ,23.5,10.16,2.7
1055,002622.SZ,4.61,3.23,25.4
1056,002623.SZ,18.07,26.57,93.2
1057,002624.SZ,31.13,48.35,94.5
1058,002625.SZ,11.33,7.47,19.5
1059,002626.SZ,14.19,19.9,91.5
1060,002627.SZ,7.73,8.6,81.5
1061,002628.SZ,5.68,3.95,25.4
1062,002630.SZ,3.37,2.17,16.7
1063,002631.SZ,8.67,7.96,63.9
1064,002632.SZ,8.4,7.54,61.2
1065,002633.SZ,10.52,8.09,38.5
1066,002634.SZ,6.39,4.84,36.3
1067,002635.SZ,14.33,18.57,89.1
1068,002636.SZ,10.15,8.07,44.4
1069,002637.SZ,8.31,13.53,95.7
1070,002638.SZ,2.9,3.06,78.3
1071,002639.SZ,11.03,7.39,20.9
1072,002640.SZ,11.24,5.78,5.6
1073,002641.SZ,3.85,6.04,94.8
1074,002642.SZ,6.81,6.23,62.5
1075,002643.SZ,12.61,13.26,77.4
1076,002644.SZ,8.6,8.55,71.9
1077,002645.SZ,8.62,10.77,87.5
1078,002646.SZ,12.75,9.05,27.0
1079,002647.SZ,13.78,27.8,98.2
1080,002648.SZ,14.4,13.51,66.3
1081,002649.SZ,9.08,9.08,72.8
1082,002650.SZ,4.02,3.99,71.9
1083,002651.SZ,5.36,4.44,50.0
1084,002652.SZ,4.82,3.51,30.2
1085,002653.SZ,14.3,19.86,91.4
1086,002654.SZ,4.76,4.24,59.7
1087,002655.SZ,9.02,9.65,79.0
1088,002656.SZ,6.13,1.87,0.7
1089,002657.SZ,17.72,14.39,46.1
1090,002658.SZ,8.36,6.1,30.2
1091,002659.SZ,8.39,5.19,14.6
1092,002660.SZ,6.85,9.95,92.8
1093,002661.SZ,17.4,16.59,67.5
1094,002662.SZ,4.9,2.81,9.7
1095,002663.SZ,3.38,2.43,28.5
1096,002664.SZ,13.43,13.65,74.8
1097,002665.SZ,3.92,3.18,46.1
1098,002666.SZ,4.83,5.52,83.4
1099,002667.SZ,8.26,6.18,34.3
1100,002668.SZ,6.15,4.46,30.2
1101,002669.SZ,12.82,13.33,76.5
1102,002670.SZ,14.07,9.94,27.0
1103,002671.SZ,5.23,4.3,48.0
1104,002672.SZ,11.81,9.23,40.5
1105,002673.SZ,10.81,8.04,32.2
1106,002674.SZ,14.06,9.8,25.4
1107,002675.SZ,12.34,14.21,83.9
1108,002676.SZ,3.52,3.87,80.9
1109,002677.SZ,13.9,11.4,48.0
1110,002678.SZ,7.43,6.56,58.2
1111,002679.SZ,23.79,13.98,11.5
1112,002681.SZ,5.2,3.35,16.7
1113,002683.SZ,13.18,23.35,97.0
1114,002684.SZ,6.92,5.59,46.1
1115,002685.SZ,6.66,5.32,44.4
1116,002686.SZ,7.88,5.45,23.7
1117,002687.SZ,6.64,5.27,42.5
1118,002688.SZ,5.58,7.44,90.2
1119,002689.SZ,4.99,3.79,36.3
1120,002690.SZ,26.27,38.19,92.8
1121,002691.SZ,8.93,5.04,8.9
1122,002692.SZ,4.48,3.72,50.0
1123,002693.SZ,4.83,5.87,86.7
1124,002694.SZ,4.78,3.03,15.6
1125,002695.SZ,12.72,21.36,96.3
1126,002696.SZ,8.28,7.3,58.2
1127,002697.SZ,5.58,9.49,96.5
1128,002698.SZ,13.1,9.04,23.7
1129,002699.SZ,9.36,4.96,6.9
1130,002700.SZ,10.08,5.69,8.9
1131,002701.SZ,5.85,4.05,23.7
1132,002702.SZ,4.93,4.87,71.9
1133,002703.SZ,5.22,4.47,55.3
1134,002705.SZ,12.88,20.3,95.0
1135,002706.SZ,6.33,12.41,97.9
1136,002707.SZ,7.72,4.54,11.5
1137,002708.SZ,9.5,6.92,30.2
1138,002709.SZ,30.28,20.76,23.7
1139,002711.SZ,4.11,1.17,0.3
1140,002712.SZ,9.1,5.88,18.0
1141,002713.SZ,20.68,6.31,0.7
1142,002714.SZ,59.83,122.86,98.3
1143,002715.SZ,17.57,18.04,75.7
1144,002716.SZ,7.83,1.81,0.1
1145,002717.SZ,9.29,4.5,4.4
1146,002718.SZ,31.1,13.8,3.0
1147,002719.SZ,12.34,9.72,42.5
1148,002721.SZ,6.37,4.45,25.4
1149,002722.SZ,19.18,12.36,16.7
1150,002723.SZ,11.36,9.88,56.7
1151,002724.SZ,6.63,6.9,76.5
1152,002725.SZ,10.12,11.1,80.9
1153,002726.SZ,8.75,6.64,36.3
1154,002727.SZ,25.01,25.36,73.7
1155,002728.SZ,16.81,15.3,62.5
1156,002729.SZ,26.5,38.46,92.8
1157,002730.SZ,8.3,7.04,53.8
1158,002731.SZ,23.66,8.6,1.2
1159,002732.SZ,18.32,20.7,82.7
1160,002733.SZ,23.51,20.59,58.2
1161,002734.SZ,13.34,16.73,87.5
1162,002735.SZ,31.53,18.9,12.4
1163,002736.SZ,12.45,10.92,58.2
1164,002737.SZ,18.33,13.73,34.3
1165,002738.SZ,17.24,15.04,56.7
1166,002739.SZ,20.97,16.18,38.5
1167,002740.SZ,7.46,7.88,78.3
1168,002741.SZ,14.7,11.85,46.1
1169,002742.SZ,7.62,5.84,38.5
1170,002743.SZ,7.05,6.79,68.6
1171,002745.SZ,14.74,12.3,50.0
1172,002746.SZ,22.47,14.97,20.9
1173,002747.SZ,10.8,9.67,61.2
1174,002748.SZ,8.49,6.66,40.5
1175,002749.SZ,22.86,10.9,4.4
1176,002750.SZ,17.96,9.68,7.5
1177,002751.SZ,27.77,23.04,50.0
1178,002752.SZ,7.41,5.21,25.4
1179,002753.SZ,10.97,6.75,14.6
1180,002755.SZ,16.35,15.5,67.5
1181,002756.SZ,15.5,15.65,73.7
1182,002757.SZ,32.31,21.48,19.5
1183,002758.SZ,10.95,10.24,66.3
1184,002759.SZ,9.5,7.17,34.3
1185,002760.SZ,16.99,18.09,78.3
1186,002761.SZ,18.03,8.9,4.9
1187,002762.SZ,6.72,5.11,36.3
1188,002763.SZ,8.95,7.39,50.0
1189,002765.SZ,7.46,4.25,9.7
1190,002766.SZ,6.04,3.9,18.0
1191,002767.SZ,16.19,11.5,27.0
1192,002768.SZ,24.52,45.87,97.5
1193,002769.SZ,12.46,7.06,9.7
1194,002770.SZ,3.54,3.47,71.0
1195,002771.SZ,16.15,13.11,46.1
1196,002772.SZ,8.08,7.77,68.6
1197,002773.SZ,49.68,38.68,40.5
1198,002774.SZ,10.22,6.32,14.6
1199,002775.SZ,6.95,5.27,36.3
1200,002776.SZ,24.35,8.48,1.1
1201,002777.SZ,35.08,40.85,84.4
1202,002778.SZ,20.35,22.77,82.1
1203,002779.SZ,18.41,13.79,34.3
1204,002780.SZ,20.3,18.55,62.5
1205,002781.SZ,17.22,14.79,55.3
1206,002782.SZ,15.09,9.59,16.7
1207,002783.SZ,9.77,10.01,74.8
1208,002785.SZ,10.79,14.06,89.1
1209,002786.SZ,9.02,7.25,44.4
1210,002787.SZ,9.34,6.36,22.2
1211,002788.SZ,14.85,7.84,6.9
1212,002789.SZ,17.3,13.89,44.4
1213,002790.SZ,11.37,5.87,6.2
1214,002791.SZ,13.9,55.45,99.9
1215,002792.SZ,32.18,27.22,53.8
1216,002793.SZ,12.76,13.44,77.4
1217,002795.SZ,16.08,12.97,46.1
1218,002796.SZ,48.73,36.32,34.3
1219,002797.SZ,7.32,6.89,66.3
1220,002798.SZ,23.45,21.58,63.9
1221,002799.SZ,15.08,16.1,79.0
1222,002800.SZ,20.03,21.27,78.3
1223,002801.SZ,26.5,33.06,87.5
1224,002802.SZ,22.79,18.59,48.0
1225,002803.SZ,22.56,29.21,88.8
1226,002805.SZ,20.41,11.8,10.7
1227,002806.SZ,19.73,12.2,14.6
1228,002807.SZ,6.09,4.18,23.7
1229,002808.SZ,15.2,8.15,7.5
1230,002809.SZ,20.73,17.49,52.0
1231,002810.SZ,25.31,16.11,16.7
1232,002811.SZ,16.9,14.0,50.0
1233,002812.SZ,61.09,48.46,42.5
1234,002813.SZ,31.53,21.8,23.7
1235,002815.SZ,16.3,17.47,79.0
1236,002816.SZ,21.9,28.22,88.8
1237,002817.SZ,19.98,22.45,82.1
1238,002818.SZ,25.44,11.56,3.4
1239,002819.SZ,24.0,22.76,67.5
1240,002820.SZ,14.79,12.05,46.1
1241,002821.SZ,88.85,172.63,97.8
1242,002822.SZ,5.94,10.33,96.7
1243,002823.SZ,12.46,10.1,46.1
1244,002824.SZ,18.63,15.91,53.8
1245,002825.SZ,16.22,14.0,55.3
1246,002826.SZ,11.88,10.11,53.8
1247,002827.SZ,16.64,8.75,6.9
1248,002828.SZ,12.34,9.97,46.1
1249,002829.SZ,22.67,25.0,80.9
1250,002830.SZ,15.94,12.43,40.5
1251,002831.SZ,55.35,22.58,2.2
1252,002832.SZ,42.65,19.39,3.4
1253,002833.SZ,46.0,36.74,44.4
1254,002835.SZ,12.24,9.9,46.1
1255,002836.SZ,15.81,9.98,15.6
1256,002837.SZ,19.2,38.32,98.1
1257,002838.SZ,20.28,39.71,97.9
1258,002839.SZ,6.59,5.78,58.2
1259,002840.SZ,18.2,14.22,40.5
1260,002841.SZ,76.77,79.35,75.7
1261,002842.SZ,20.08,9.39,4.1
1262,002843.SZ,16.23,8.66,6.9
1263,002845.SZ,22.28,22.74,74.8
1264,002846.SZ,13.78,31.46,98.9
1265,002847.SZ,27.93,54.0,97.7
1266,002848.SZ,15.23,11.4,34.3
1267,002849.SZ,15.63,12.41,42.5
1268,002850.SZ,24.06,43.73,97.2
1269,002851.SZ,32.58,22.9,25.4
1270,002852.SZ,15.73,14.28,62.5
1271,002853.SZ,20.97,16.97,46.1
1272,002855.SZ,10.42,11.41,80.9
1273,002856.SZ,24.25,15.19,15.6
1274,002857.SZ,14.57,11.18,38.5
1275,002858.SZ,16.9,12.64,34.3
1276,002859.SZ,34.41,36.81,79.0
1277,002860.SZ,21.13,26.57,87.9
1278,002861.SZ,24.5,24.76,73.7
1279,002862.SZ,28.09,26.87,68.6
1280,002863.SZ,6.84,5.03,32.2
1281,002864.SZ,33.85,25.93,38.5
1282,002865.SZ,20.74,15.9,38.5
1283,002866.SZ,12.29,12.05,71.0
1284,002867.SZ,31.88,17.66,8.2
1285,002868.SZ,19.32,16.27,52.0
1286,002869.SZ,20.62,64.58,99.7
1287,002870.SZ,23.26,18.96,48.0
1288,002871.SZ,22.85,17.21,34.3
1289,002872.SZ,10.39,5.53,6.9
1290,002873.SZ,18.19,20.0,80.9
1291,002875.SZ,19.13,13.89,30.2
1292,002876.SZ,43.61,39.89,62.5
1293,002877.SZ,15.63,7.71,4.9
1294,002878.SZ,29.4,30.4,75.7
1295,002879.SZ,17.06,16.67,71.0
1296,002880.SZ,46.95,70.0,93.5
1297,002881.SZ,21.15,21.77,75.7
1298,002882.SZ,11.49,9.85,55.3
1299,002883.SZ,28.85,18.14,15.6
1300,002884.SZ,29.66,14.76,5.2
1301,002885.SZ,23.71,15.45,18.0
1302,002886.SZ,22.55,27.78,86.9
1303,002887.SZ,23.62,16.44,25.4
1304,002888.SZ,25.25,17.73,25.4
1305,002889.SZ,26.0,24.08,65.1
1306,002890.SZ,21.55,31.16,92.8
1307,002891.SZ,36.6,22.39,13.5
1308,002892.SZ,52.35,21.65,2.2
1309,002893.SZ,15.61,10.07,18.0
1310,002895.SZ,13.4,10.57,42.5
1311,002896.SZ,33.73,20.04,11.5
1312,002897.SZ,23.5,29.58,87.9
