,index_code,industry_name,industry_base_rank,industry_base_rps,industry_front_rank,industry_front_rps,industry_year_rank,industry_year_rps,industry_week_rank,industry_week_rps,industry_3_rank,industry_3_rps,industry_6_rank,industry_6_rps,industry_7_rank,industry_7_rps,code,cumulative_rank,new_quarter_eps,eps,rps,smr,eps_stability,decline_range,volume_ratio,period_date,ann_date
339,850614.SI,其他建材,78.4,178.0,33.04,75.0,94.7,215.0,69.6,158.0,94.3,214.0,91.6,208.0,98.2,223.0,300715.SZ,98.3,23.08,78.6,92.2,80.9,41.3,-12.7,2.16,2020-03-31,2020-04-23
340,850614.SI,其他建材,78.4,178.0,33.04,75.0,94.7,215.0,69.6,158.0,94.3,214.0,91.6,208.0,98.2,223.0,300737.SZ,89.7,-28.57,49.8,96.8,59.6,43.3,-9.1,1.41,2020-03-31,2020-04-21
341,850614.SI,其他建材,78.4,178.0,33.04,75.0,94.7,215.0,69.6,158.0,94.3,214.0,91.6,208.0,98.2,223.0,600321.SH,87.5,-39.42,97.4,67.8,12.8,75.0,-13.4,1.04,2019-12-31,2020-04-11
342,850615.SI,耐火材料,67.4,153.0,58.59,133.0,50.2,114.0,59.03,134.0,35.7,81.0,57.7,131.0,30.8,70.0,002066.SZ,43.8,-235.95,43.2,64.5,4.8,56.0,-15.7,1.46,2020-03-31,2020-04-21
343,850615.SI,耐火材料,67.4,153.0,58.59,133.0,50.2,114.0,59.03,134.0,35.7,81.0,57.7,131.0,30.8,70.0,002225.SZ,73.2,0.0,98.2,46.5,41.8,77.2,-31.7,0.76,2020-03-31,2020-04-18
344,850616.SI,管材,49.3,112.0,34.36,78.0,66.1,150.0,70.04,159.0,79.3,180.0,79.3,180.0,34.8,79.0,002372.SZ,34.2,0.0,51.6,17.5,54.1,4.4,-44.8,0.5,2019-12-31,2020-04-17
345,850616.SI,管材,49.3,112.0,34.36,78.0,66.1,150.0,70.04,159.0,79.3,180.0,79.3,180.0,34.8,79.0,300599.SZ,73.8,-47.37,63.5,70.9,15.7,40.5,-6.6,1.27,2020-03-31,2020-04-23
346,850616.SI,管材,49.3,112.0,34.36,78.0,66.1,150.0,70.04,159.0,79.3,180.0,79.3,180.0,34.8,79.0,603856.SH,70.4,-12.5,45.5,75.3,28.8,28.4,-4.9,1.09,2020-03-31,2020-04-24
347,850623.SI,房屋建设,92.1,209.0,45.37,103.0,42.7,97.0,58.59,133.0,50.2,114.0,73.6,167.0,53.3,121.0,000628.SZ,77.5,90.91,86.8,36.5,97.5,77.9,-33.8,0.92,2019-12-31,2020-02-29
348,850623.SI,房屋建设,92.1,209.0,45.37,103.0,42.7,97.0,58.59,133.0,50.2,114.0,73.6,167.0,53.3,121.0,300492.SZ,62.6,-18.75,38.2,95.1,21.5,51.2,-31.3,0.54,2019-12-31,2020-04-21
349,850623.SI,房屋建设,92.1,209.0,45.37,103.0,42.7,97.0,58.59,133.0,50.2,114.0,73.6,167.0,53.3,121.0,300500.SZ,38.0,50.77,75.1,13.6,51.0,34.0,-49.3,0.73,2019-12-31,2020-04-21
350,850623.SI,房屋建设,92.1,209.0,45.37,103.0,42.7,97.0,58.59,133.0,50.2,114.0,73.6,167.0,53.3,121.0,300668.SZ,29.3,-53.84,54.8,29.1,17.3,33.6,-36.1,0.54,2020-03-31,2020-04-21
351,850623.SI,房屋建设,92.1,209.0,45.37,103.0,42.7,97.0,58.59,133.0,50.2,114.0,73.6,167.0,53.3,121.0,300675.SZ,13.5,10.73,27.5,18.9,33.1,78.6,-45.9,1.91,2020-03-31,2020-04-21
352,850623.SI,房屋建设,92.1,209.0,45.37,103.0,42.7,97.0,58.59,133.0,50.2,114.0,73.6,167.0,53.3,121.0,300746.SZ,21.7,7.5,51.3,11.5,43.9,12.0,-46.1,0.98,2019-12-31,2020-04-18
353,850623.SI,房屋建设,92.1,209.0,45.37,103.0,42.7,97.0,58.59,133.0,50.2,114.0,73.6,167.0,53.3,121.0,600170.SH,63.4,41.38,61.3,58.1,40.1,36.3,-19.7,1.03,2019-12-31,2020-04-22
354,850623.SI,房屋建设,92.1,209.0,45.37,103.0,42.7,97.0,58.59,133.0,50.2,114.0,73.6,167.0,53.3,121.0,603887.SH,98.7,216.0,88.0,96.1,97.3,55.4,-15.1,0.6,2019-12-31,2020-03-31
355,850711.SI,机床工具,53.3,121.0,77.97,177.0,24.2,55.0,50.22,114.0,30.4,69.0,23.8,54.0,15.4,35.0,000837.SZ,2.1,-6.34,1.6,27.4,14.9,90.7,-35.9,3.5,2019-12-31,2020-04-22
356,850711.SI,机床工具,53.3,121.0,77.97,177.0,24.2,55.0,50.22,114.0,30.4,69.0,23.8,54.0,15.4,35.0,002248.SZ,19.9,104.81,2.2,51.2,91.5,89.3,-25.0,1.23,2019-12-31,2020-04-02
357,850711.SI,机床工具,53.3,121.0,77.97,177.0,24.2,55.0,50.22,114.0,30.4,69.0,23.8,54.0,15.4,35.0,002559.SZ,7.9,-27.29,27.3,32.8,22.5,18.7,-40.6,0.93,2020-03-31,2020-04-21
358,850711.SI,机床工具,53.3,121.0,77.97,177.0,24.2,55.0,50.22,114.0,30.4,69.0,23.8,54.0,15.4,35.0,002903.SZ,1.0,-86.96,9.6,17.5,5.1,60.9,-43.6,1.08,2019-12-31,2020-04-03
359,850711.SI,机床工具,53.3,121.0,77.97,177.0,24.2,55.0,50.22,114.0,30.4,69.0,23.8,54.0,15.4,35.0,300161.SZ,69.2,-8.18,68.2,93.6,34.9,91.3,-20.8,1.43,2019-12-31,2020-04-21
360,850711.SI,机床工具,53.3,121.0,77.97,177.0,24.2,55.0,50.22,114.0,30.4,69.0,23.8,54.0,15.4,35.0,601882.SH,34.7,-21.05,46.0,61.0,31.0,23.9,-20.7,3.1,2019-12-31,2020-03-17
361,850711.SI,机床工具,53.3,121.0,77.97,177.0,24.2,55.0,50.22,114.0,30.4,69.0,23.8,54.0,15.4,35.0,603088.SH,44.5,53.85,78.5,32.8,76.0,58.7,-38.9,1.14,2019-12-31,2020-04-23
362,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,002046.SZ,8.4,19.05,19.9,17.5,4.6,58.1,-40.5,1.72,2019-12-31,2020-04-11
363,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,002347.SZ,29.0,26.23,5.1,36.5,98.7,77.5,-43.6,0.88,2019-12-31,2020-04-23
364,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,002438.SZ,82.5,-18.73,81.3,73.7,26.6,50.5,-13.6,0.9,2020-03-31,2020-04-24
365,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,002480.SZ,46.2,-1495.57,2.0,87.8,18.3,92.3,0.0,0.19,2019-12-31,2020-04-15
366,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,002552.SZ,91.0,100.0,89.0,96.6,48.9,97.5,-49.1,0.88,2019-12-31,2020-04-15
367,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,002795.SZ,37.7,-47.15,29.2,56.4,21.0,37.4,-24.3,1.36,2020-03-31,2020-04-24
368,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,002896.SZ,15.6,-27.47,28.0,16.1,39.5,28.8,-43.8,0.7,2019-12-31,2020-04-16
369,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,300092.SZ,90.1,21.78,95.1,61.0,72.6,78.2,-19.9,0.96,2020-03-31,2020-04-24
370,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,300095.SZ,69.0,179.71,14.9,80.3,91.7,59.0,-11.8,1.22,2019-12-31,2020-04-22
371,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,300488.SZ,44.7,85.71,68.6,17.5,82.2,28.4,-60.7,0.9,2019-12-31,2020-03-31
372,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,300718.SZ,42.7,-13.33,45.0,56.4,24.2,31.0,-42.3,0.82,2020-03-31,2020-04-21
373,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,601002.SH,54.6,-22.73,75.0,42.7,16.1,87.1,-28.2,0.7,2019-12-31,2020-04-21
374,850712.SI,机械基础件,22.5,51.0,42.73,97.0,69.6,158.0,69.16,157.0,71.4,162.0,81.1,184.0,67.8,154.0,601177.SH,62.9,25.0,75.5,40.7,59.5,49.0,-43.8,1.34,2019-12-31,2020-04-24
375,850713.SI,磨具磨料,52.4,119.0,92.95,211.0,51.1,116.0,85.9,195.0,46.3,105.0,24.2,55.0,24.2,55.0,002282.SZ,52.3,50.0,91.0,24.0,69.2,64.8,-39.9,0.93,2020-03-31,2020-04-21
376,850713.SI,磨具磨料,52.4,119.0,92.95,211.0,51.1,116.0,85.9,195.0,46.3,105.0,24.2,55.0,24.2,55.0,300080.SZ,14.2,-65.15,0.2,46.5,55.5,99.4,-31.4,0.88,2019-12-31,2020-04-21
377,850713.SI,磨具磨料,52.4,119.0,92.95,211.0,51.1,116.0,85.9,195.0,46.3,105.0,24.2,55.0,24.2,55.0,300179.SZ,91.1,79.2,86.0,87.0,87.5,66.6,-19.7,1.63,2019-12-31,2020-03-10
378,850713.SI,磨具磨料,52.4,119.0,92.95,211.0,51.1,116.0,85.9,195.0,46.3,105.0,24.2,55.0,24.2,55.0,300345.SZ,38.9,116.92,3.4,84.6,88.0,85.5,-50.7,2.86,2019-12-31,2020-03-24
379,850713.SI,磨具磨料,52.4,119.0,92.95,211.0,51.1,116.0,85.9,195.0,46.3,105.0,24.2,55.0,24.2,55.0,300554.SZ,15.1,61.44,18.5,27.4,79.7,64.6,-48.1,0.8,2020-03-31,2020-04-24
380,850713.SI,磨具磨料,52.4,119.0,92.95,211.0,51.1,116.0,85.9,195.0,46.3,105.0,24.2,55.0,24.2,55.0,300606.SZ,43.9,-35.71,38.3,87.6,24.5,24.1,-43.9,0.91,2020-03-31,2020-04-21
381,850713.SI,磨具磨料,52.4,119.0,92.95,211.0,51.1,116.0,85.9,195.0,46.3,105.0,24.2,55.0,24.2,55.0,300629.SZ,53.5,0.0,6.0,83.3,98.5,64.0,-15.3,0.8,2020-03-31,2020-04-23
382,850713.SI,磨具磨料,52.4,119.0,92.95,211.0,51.1,116.0,85.9,195.0,46.3,105.0,24.2,55.0,24.2,55.0,600172.SH,11.3,118.02,6.1,30.9,66.1,69.7,-39.7,2.03,2019-12-31,2020-04-22
383,850714.SI,内燃机,35.2,80.0,85.9,195.0,62.6,142.0,27.75,63.0,95.2,216.0,83.7,190.0,43.6,99.0,000570.SZ,48.5,-63.64,17.6,49.7,80.5,39.5,-28.0,1.03,2019-12-31,2020-04-11
384,850714.SI,内燃机,35.2,80.0,85.9,195.0,62.6,142.0,27.75,63.0,95.2,216.0,83.7,190.0,43.6,99.0,000880.SZ,87.0,100.0,86.3,49.7,83.1,67.7,-25.9,5.37,2019-12-31,2020-03-28
385,850714.SI,内燃机,35.2,80.0,85.9,195.0,62.6,142.0,27.75,63.0,95.2,216.0,83.7,190.0,43.6,99.0,600841.SH,48.3,-12.34,43.1,44.6,40.5,27.8,-29.5,1.98,2019-12-31,2020-04-10
386,850715.SI,制冷空调设备,34.4,78.0,14.1,32.0,60.4,137.0,50.66,115.0,59.0,134.0,22.0,50.0,38.3,87.0,000530.SZ,7.1,-156.0,16.8,34.5,5.5,61.4,-34.4,0.63,2020-03-31,2020-04-18
387,850715.SI,制冷空调设备,34.4,78.0,14.1,32.0,60.4,137.0,50.66,115.0,59.0,134.0,22.0,50.0,38.3,87.0,600481.SH,28.4,-18.79,74.4,20.4,33.2,74.8,-41.4,0.98,2019-12-31,2020-04-11
388,850715.SI,制冷空调设备,34.4,78.0,14.1,32.0,60.4,137.0,50.66,115.0,59.0,134.0,22.0,50.0,38.3,87.0,603339.SH,15.5,-37.5,31.1,40.7,15.8,20.5,-30.6,0.87,2020-03-31,2020-04-23
389,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,002444.SZ,50.4,25.37,53.7,56.4,46.7,13.0,-24.7,1.06,2019-12-31,2020-04-24
390,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,002686.SZ,4.5,29.31,1.3,24.0,25.8,90.0,-37.2,0.55,2020-03-31,2020-04-22
391,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,300145.SZ,8.6,-95.45,12.0,42.7,13.8,41.9,-51.9,0.71,2019-12-31,2020-04-21
392,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,300154.SZ,57.2,4.17,55.8,59.6,53.7,26.4,-22.6,1.43,2019-12-31,2020-04-14
393,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,300193.SZ,67.1,13.16,68.9,58.1,65.8,1.9,-25.0,0.53,2019-12-31,2020-02-29
394,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,300430.SZ,19.2,-21.05,50.2,25.8,33.0,16.8,-51.3,0.76,2019-12-31,2020-04-23
395,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,300470.SZ,52.0,-38.38,72.2,52.6,23.8,30.6,-26.0,1.74,2020-03-31,2020-04-23
396,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,300607.SZ,76.5,246.67,30.8,92.2,96.3,71.5,-13.0,1.26,2020-03-31,2020-04-23
397,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,600243.SH,1.1,-102.13,3.5,8.4,10.2,85.4,-53.0,2.53,2019-12-31,2020-04-21
398,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,601369.SH,79.0,69.55,77.2,54.5,96.3,40.2,-20.0,1.74,2019-12-31,2020-04-10
399,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,603090.SH,36.1,-6.06,23.9,64.5,40.0,22.8,-23.0,0.78,2019-12-31,2020-03-31
400,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,603331.SH,51.6,7.27,32.2,73.7,44.0,20.6,-9.1,1.74,2019-12-31,2020-03-30
401,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,603617.SH,32.3,8.16,31.2,49.7,57.6,16.7,-36.5,1.24,2019-12-31,2020-03-31
402,850716.SI,其它通用机械,64.8,147.0,55.51,126.0,51.5,117.0,51.98,118.0,50.7,115.0,26.0,59.0,38.8,88.0,603666.SH,95.4,26.77,85.3,93.9,86.3,65.4,-12.4,0.61,2019-12-31,2020-04-16
403,850721.SI,纺织服装设备,29.1,66.0,39.21,89.0,14.1,32.0,9.69,22.0,9.3,21.0,4.8,11.0,4.0,9.0,600302.SH,1.6,-700.0,7.7,20.4,6.8,97.9,-41.7,1.05,2019-12-31,2020-04-24
404,850722.SI,工程机械,95.6,217.0,7.05,16.0,70.9,161.0,5.73,13.0,90.3,205.0,89.9,204.0,90.7,206.0,000157.SZ,99.6,123.08,94.4,84.6,91.0,87.4,-11.1,1.38,2019-12-31,2020-03-31
405,850722.SI,工程机械,95.6,217.0,7.05,16.0,70.9,161.0,5.73,13.0,90.3,205.0,89.9,204.0,90.7,206.0,000680.SZ,56.2,-29.58,52.6,62.3,10.3,60.1,-32.2,0.44,2019-12-31,2020-03-27
406,850722.SI,工程机械,95.6,217.0,7.05,16.0,70.9,161.0,5.73,13.0,90.3,205.0,89.9,204.0,90.7,206.0,002097.SZ,86.2,16.38,89.6,54.5,55.9,68.7,-21.1,0.82,2019-12-31,2020-03-26
407,850722.SI,工程机械,95.6,217.0,7.05,16.0,70.9,161.0,5.73,13.0,90.3,205.0,89.9,204.0,90.7,206.0,002459.SZ,76.9,69.33,34.1,79.6,80.7,76.5,-28.9,0.58,2019-12-31,2020-03-30
408,850722.SI,工程机械,95.6,217.0,7.05,16.0,70.9,161.0,5.73,13.0,90.3,205.0,89.9,204.0,90.7,206.0,600375.SH,17.6,-27.27,18.9,36.5,1.0,54.0,-35.1,1.91,2019-12-31,2020-04-21
409,850722.SI,工程机械,95.6,217.0,7.05,16.0,70.9,161.0,5.73,13.0,90.3,205.0,89.9,204.0,90.7,206.0,600761.SH,64.6,11.39,57.1,46.5,54.4,11.7,-25.9,0.91,2019-12-31,2020-03-14
410,850722.SI,工程机械,95.6,217.0,7.05,16.0,70.9,161.0,5.73,13.0,90.3,205.0,89.9,204.0,90.7,206.0,603298.SH,63.8,8.7,49.4,59.6,33.9,2.5,-19.0,1.49,2020-03-31,2020-04-24
411,850723.SI,农用机械,40.1,91.0,97.36,221.0,74.9,170.0,96.48,219.0,92.5,210.0,84.6,192.0,71.8,163.0,002890.SZ,61.3,-69.05,11.5,95.3,20.4,32.9,-2.0,1.02,2019-12-31,2020-04-10
412,850724.SI,重型机械,88.1,200.0,95.15,216.0,38.3,87.0,94.71,215.0,67.8,154.0,55.1,125.0,33.5,76.0,600320.SH,67.5,25.0,73.6,36.5,89.6,25.2,-31.6,1.51,2019-12-31,2020-04-01
413,850724.SI,重型机械,88.1,200.0,95.15,216.0,38.3,87.0,94.71,215.0,67.8,154.0,55.1,125.0,33.5,76.0,601608.SH,57.7,50.0,89.8,29.1,46.4,92.4,-38.3,2.97,2019-12-31,2020-03-24
414,850725.SI,冶金矿采化工设备,63.9,145.0,88.55,201.0,11.5,26.0,80.18,182.0,57.7,131.0,44.9,102.0,10.1,23.0,002353.SZ,94.5,121.88,98.5,78.9,91.8,81.7,-36.4,1.75,2019-12-31,2020-04-10
415,850725.SI,冶金矿采化工设备,63.9,145.0,88.55,201.0,11.5,26.0,80.18,182.0,57.7,131.0,44.9,102.0,10.1,23.0,002490.SZ,11.2,-312.25,14.3,36.5,4.6,78.4,-33.9,0.51,2019-12-31,2020-03-28
416,850725.SI,冶金矿采化工设备,63.9,145.0,88.55,201.0,11.5,26.0,80.18,182.0,57.7,131.0,44.9,102.0,10.1,23.0,002526.SZ,81.0,24.04,97.4,48.2,67.4,75.6,-26.0,0.52,2019-12-31,2020-04-17
417,850725.SI,冶金矿采化工设备,63.9,145.0,88.55,201.0,11.5,26.0,80.18,182.0,57.7,131.0,44.9,102.0,10.1,23.0,002564.SZ,52.6,-44.44,60.5,46.5,51.5,86.9,-32.2,5.49,2019-12-31,2020-04-14
418,850725.SI,冶金矿采化工设备,63.9,145.0,88.55,201.0,11.5,26.0,80.18,182.0,57.7,131.0,44.9,102.0,10.1,23.0,002698.SZ,76.5,68.61,78.6,51.2,85.0,57.6,-31.1,0.89,2019-12-31,2020-04-22
419,850725.SI,冶金矿采化工设备,63.9,145.0,88.55,201.0,11.5,26.0,80.18,182.0,57.7,131.0,44.9,102.0,10.1,23.0,300275.SZ,65.8,-19.44,58.2,76.8,28.4,66.5,-23.4,0.69,2020-03-31,2020-04-18
420,850725.SI,冶金矿采化工设备,63.9,145.0,88.55,201.0,11.5,26.0,80.18,182.0,57.7,131.0,44.9,102.0,10.1,23.0,300480.SZ,83.8,31.82,60.4,88.9,72.9,23.4,-27.3,0.83,2019-12-31,2020-03-28
421,850725.SI,冶金矿采化工设备,63.9,145.0,88.55,201.0,11.5,26.0,80.18,182.0,57.7,131.0,44.9,102.0,10.1,23.0,600262.SH,77.9,84.09,90.7,38.7,93.3,74.7,-33.5,0.92,2020-03-31,2020-04-21
422,850725.SI,冶金矿采化工设备,63.9,145.0,88.55,201.0,11.5,26.0,80.18,182.0,57.7,131.0,44.9,102.0,10.1,23.0,601798.SH,63.5,-157.63,56.7,54.5,66.0,95.7,-22.8,1.38,2019-12-31,2020-04-18
423,850726.SI,印刷包装机械,27.3,62.0,45.81,104.0,25.6,58.0,49.78,113.0,7.0,16.0,10.6,24.0,19.4,44.0,300195.SZ,0.6,-66.67,3.0,17.5,10.6,81.3,-42.5,0.96,2020-03-31,2020-04-23
424,850726.SI,印刷包装机械,27.3,62.0,45.81,104.0,25.6,58.0,49.78,113.0,7.0,16.0,10.6,24.0,19.4,44.0,603901.SH,34.2,27.78,38.0,76.1,44.9,13.3,-46.2,1.88,2019-12-31,2020-04-18
425,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,000856.SZ,4.7,2.46,39.4,9.6,6.4,68.9,-53.7,1.22,2019-12-31,2020-03-13
426,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,002006.SZ,3.7,-2800.0,0.6,34.5,8.1,93.7,-39.5,0.94,2019-12-31,2020-04-16
427,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,002031.SZ,17.1,-61.69,45.5,36.5,1.3,49.4,-31.9,0.75,2019-12-31,2020-04-17
428,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,002073.SZ,2.8,-300.0,9.2,22.1,3.9,77.5,-42.1,0.84,2020-03-31,2020-04-21
429,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,002111.SZ,78.8,41.94,76.9,76.8,61.3,33.5,-22.3,0.65,2019-12-31,2020-04-21
430,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,002192.SZ,0.3,-4534.69,0.4,5.4,0.9,96.4,-56.7,5.29,2019-12-31,2020-04-21
431,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,002337.SZ,29.3,100.0,56.2,16.1,80.0,85.1,-45.4,0.82,2019-12-31,2020-04-11
432,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,002595.SZ,46.8,16.73,42.1,59.6,61.6,11.9,-25.3,1.18,2019-12-31,2020-03-31
433,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,002690.SZ,86.8,21.6,61.4,95.0,73.9,3.2,-1.1,0.76,2019-12-31,2020-04-09
434,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,002757.SZ,46.5,-11.41,77.7,36.5,54.7,25.2,-44.2,1.11,2020-03-31,2020-04-23
435,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,300201.SZ,24.4,115.89,25.2,32.8,83.9,84.7,-38.6,0.42,2020-03-31,2020-04-16
436,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,300210.SZ,23.9,200.0,5.9,49.7,94.6,68.5,-45.8,3.33,2020-03-31,2020-04-11
437,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,300281.SZ,31.9,20.0,24.1,75.3,1.5,38.5,-9.0,0.63,2019-12-31,2020-04-21
438,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,300382.SZ,19.3,-29.17,10.8,62.3,21.2,21.6,-24.6,0.73,2019-12-31,2020-04-10
439,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,300471.SZ,21.1,104.38,1.9,48.2,91.9,89.1,-39.9,1.34,2019-12-31,2020-04-20
440,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,300483.SZ,88.5,703.33,97.1,63.5,99.7,83.1,-25.8,1.1,2019-12-31,2020-03-17
441,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,300486.SZ,91.9,16.95,90.0,95.5,54.3,63.1,-7.1,0.7,2020-03-31,2020-04-21
442,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,300551.SZ,96.5,241.67,82.7,97.6,94.9,68.2,-5.1,0.7,2019-12-31,2020-04-21
443,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,600444.SH,49.6,2.89,98.7,27.4,31.2,82.9,-35.1,1.04,2019-12-31,2020-03-26
444,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,603289.SH,14.3,-44.44,39.9,29.1,15.4,26.7,-37.7,1.6,2020-03-31,2020-04-24
445,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,603318.SH,0.1,-3100.0,0.5,0.6,0.1,96.3,-78.9,0.88,2019-12-31,2020-03-26
446,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,603337.SH,4.9,-57.69,41.3,3.2,25.7,32.8,-61.5,1.98,2020-03-31,2020-04-21
447,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,603638.SH,92.8,51.96,80.9,89.7,82.5,13.4,-1.2,0.68,2019-12-31,2020-04-18
448,850727.SI,其它专用机械,33.5,76.0,44.93,102.0,67.4,153.0,29.52,67.0,33.5,76.0,22.5,51.0,67.0,152.0,603656.SH,10.1,-22.22,17.8,27.4,32.8,20.2,-34.8,1.14,2019-12-31,2020-04-18
