,index_code,industry_name,industry_base_rank,industry_base_rps,industry_front_rank,industry_front_rps,industry_year_rank,industry_year_rps,industry_week_rank,industry_week_rps,industry_3_rank,industry_3_rps,industry_6_rank,industry_6_rps,industry_7_rank,industry_7_rps,code,cumulative_rank,new_quarter_eps,eps,rps,smr,eps_stability,decline_range,volume_ratio,period_date,ann_date
0,850111.SI,种子生产,100.0,227.0,84.14,191.0,93.0,211.0,99.56,226.0,93.4,212.0,95.6,217.0,93.4,212.0,000713.SZ,99.4,-25.0,90.9,97.1,87.3,82.1,-29.9,2.22,2019-12-31,2020-04-22
1,850111.SI,种子生产,100.0,227.0,84.14,191.0,93.0,211.0,99.56,226.0,93.4,212.0,95.6,217.0,93.4,212.0,002041.SZ,59.6,27.84,11.7,98.2,7.9,49.5,-10.3,1.14,2019-12-31,2020-04-22
2,850111.SI,种子生产,100.0,227.0,84.14,191.0,93.0,211.0,99.56,226.0,93.4,212.0,95.6,217.0,93.4,212.0,600313.SH,61.9,-42.66,4.8,92.7,36.7,79.5,-8.5,2.3,2019-12-31,2020-03-21
3,850111.SI,种子生产,100.0,227.0,84.14,191.0,93.0,211.0,99.56,226.0,93.4,212.0,95.6,217.0,93.4,212.0,600354.SH,21.0,21.88,4.3,51.2,33.6,88.2,-54.4,1.27,2019-12-31,2020-03-20
4,850112.SI,粮食种植,68.7,156.0,78.85,179.0,99.6,226.0,97.8,222.0,77.5,176.0,99.6,226.0,98.7,224.0,600598.SH,76.7,-13.11,40.8,95.0,65.0,46.8,-5.4,1.95,2019-12-31,2020-03-30
5,850113.SI,其他种植业,47.1,107.0,81.5,185.0,90.7,206.0,95.59,217.0,44.9,102.0,96.5,219.0,80.6,183.0,600506.SH,6.9,-267.74,13.0,20.4,23.4,94.7,-39.9,1.59,2019-12-31,2020-04-18
6,850113.SI,其他种植业,47.1,107.0,81.5,185.0,90.7,206.0,95.59,217.0,44.9,102.0,96.5,219.0,80.6,183.0,601118.SH,42.1,-43.17,7.3,66.5,70.5,95.3,-13.5,1.33,2019-12-31,2020-04-15
7,850113.SI,其他种植业,47.1,107.0,81.5,185.0,90.7,206.0,95.59,217.0,44.9,102.0,96.5,219.0,80.6,183.0,603336.SH,43.6,14.29,33.5,68.9,36.1,9.5,-29.6,2.02,2020-03-31,2020-04-21
8,850121.SI,海洋捕捞,22.9,52.0,81.06,184.0,66.5,151.0,85.46,194.0,58.6,133.0,86.8,197.0,58.6,133.0,000798.SZ,30.0,44.06,18.3,64.5,27.2,90.2,-18.8,1.73,2020-03-31,2020-04-23
9,850121.SI,海洋捕捞,22.9,52.0,81.06,184.0,66.5,151.0,85.46,194.0,58.6,133.0,86.8,197.0,58.6,133.0,600097.SH,72.8,20.0,98.8,49.7,46.3,82.5,-27.4,1.03,2020-03-31,2020-04-18
10,850122.SI,水产养殖,46.3,105.0,66.52,151.0,61.2,139.0,94.27,214.0,56.8,129.0,76.2,173.0,46.3,105.0,600467.SH,54.3,12.5,54.3,64.5,26.1,14.8,-22.6,2.1,2019-12-31,2020-04-24
11,850131.SI,林业,2.2,5.0,64.76,147.0,9.7,22.0,57.27,130.0,15.0,34.0,27.8,63.0,6.6,15.0,600265.SH,7.5,-6200.0,12.1,48.2,0.1,97.7,-27.7,0.69,2020-03-31,2020-04-24
12,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,000702.SZ,95.7,-83.21,98.3,62.3,98.4,87.7,-41.9,1.77,2019-12-31,2020-04-03
13,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,000876.SZ,99.9,205.0,84.2,99.1,91.3,53.0,-5.0,1.24,2019-12-31,2020-04-01
14,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,002157.SZ,99.3,311.76,97.2,78.1,96.4,82.8,-21.8,0.98,2020-03-31,2020-04-21
15,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,002311.SZ,98.4,150.0,66.5,93.9,87.5,36.9,-4.3,0.85,2020-03-31,2020-04-21
16,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,002548.SZ,50.6,145.33,6.9,63.5,76.8,73.1,-32.0,2.01,2019-12-31,2020-04-18
17,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,002891.SZ,30.3,20.84,31.4,24.0,46.0,33.0,-38.8,0.85,2020-03-31,2020-04-22
18,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,300673.SZ,12.1,-64.95,21.6,14.9,21.1,45.1,-54.8,0.67,2019-12-31,2020-04-20
19,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,603363.SH,76.2,775.0,16.5,81.6,98.6,76.3,-23.2,2.18,2020-03-31,2020-04-10
20,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,603609.SH,99.4,103.03,79.1,93.0,86.1,40.1,-2.2,1.72,2019-12-31,2020-03-31
21,850141.SI,饲料,90.7,206.0,20.26,46.0,97.8,222.0,95.15,216.0,93.0,211.0,98.2,223.0,96.9,220.0,603668.SH,59.3,-30.77,15.8,83.3,37.4,7.4,-23.0,0.93,2019-12-31,2020-02-28
22,850151.SI,果蔬加工,10.1,23.0,91.63,208.0,86.8,197.0,91.19,207.0,62.1,141.0,88.5,201.0,88.1,200.0,000972.SZ,23.5,101.82,1.8,59.6,23.7,91.3,-22.3,0.79,2019-12-31,2020-04-16
23,850151.SI,果蔬加工,10.1,23.0,91.63,208.0,86.8,197.0,91.19,207.0,62.1,141.0,88.5,201.0,88.1,200.0,600962.SH,66.9,-32.51,97.7,48.2,5.4,92.9,-29.1,1.59,2019-12-31,2020-04-01
24,850152.SI,粮油加工,76.2,173.0,100.0,227.0,100.0,227.0,100.0,227.0,100.0,227.0,100.0,227.0,100.0,227.0,600127.SH,78.0,125.0,7.4,99.8,62.5,88.6,0.0,1.3,2019-12-31,2020-04-03
25,850154.SI,其他农产品加工,9.7,22.0,74.01,168.0,90.3,205.0,92.95,211.0,73.1,166.0,89.4,203.0,84.1,191.0,000576.SZ,17.4,0.0,8.8,12.5,90.0,88.2,-48.6,1.67,2019-12-31,2020-03-28
26,850154.SI,其他农产品加工,9.7,22.0,74.01,168.0,90.3,205.0,92.95,211.0,73.1,166.0,89.4,203.0,84.1,191.0,300138.SZ,93.8,33.04,70.6,90.4,58.9,31.1,-2.3,1.25,2019-12-31,2020-04-21
27,850154.SI,其他农产品加工,9.7,22.0,74.01,168.0,90.3,205.0,92.95,211.0,73.1,166.0,89.4,203.0,84.1,191.0,300268.SZ,65.1,-615.24,79.4,56.4,0.5,98.7,-25.3,0.67,2019-12-31,2020-04-21
28,850154.SI,其他农产品加工,9.7,22.0,74.01,168.0,90.3,205.0,92.95,211.0,73.1,166.0,89.4,203.0,84.1,191.0,600298.SH,90.9,27.99,62.9,90.4,58.5,34.7,-4.8,2.5,2020-03-31,2020-04-23
29,850154.SI,其他农产品加工,9.7,22.0,74.01,168.0,90.3,205.0,92.95,211.0,73.1,166.0,89.4,203.0,84.1,191.0,600873.SH,41.0,-27.27,29.9,51.2,30.3,43.1,-24.8,1.35,2020-03-31,2020-04-23
30,850161.SI,农业综合,48.9,111.0,90.75,206.0,40.5,92.0,86.34,196.0,55.5,126.0,63.9,145.0,26.9,61.0,300021.SZ,14.8,23.08,26.1,18.9,50.9,43.5,-44.9,3.28,2019-12-31,2020-04-10
31,850171.SI,畜禽养殖,77.1,175.0,60.35,137.0,76.7,174.0,68.28,155.0,27.8,63.0,61.7,140.0,73.6,167.0,000735.SZ,81.3,-92.27,80.6,52.6,96.5,85.0,-24.7,1.32,2019-12-31,2020-03-31
32,850171.SI,畜禽养殖,77.1,175.0,60.35,137.0,76.7,174.0,68.28,155.0,27.8,63.0,61.7,140.0,73.6,167.0,002234.SZ,64.3,-61.72,90.2,59.6,14.3,96.9,-39.8,0.74,2020-03-31,2020-04-21
33,850171.SI,畜禽养殖,77.1,175.0,60.35,137.0,76.7,174.0,68.28,155.0,27.8,63.0,61.7,140.0,73.6,167.0,002299.SZ,76.9,7.33,95.2,58.1,40.8,73.4,-28.4,0.98,2020-03-31,2020-04-18
34,850171.SI,畜禽养殖,77.1,175.0,60.35,137.0,76.7,174.0,68.28,155.0,27.8,63.0,61.7,140.0,73.6,167.0,002458.SZ,72.5,501.59,96.3,34.5,98.0,95.8,-56.3,0.95,2019-12-31,2020-02-20
35,850171.SI,畜禽养殖,77.1,175.0,60.35,137.0,76.7,174.0,68.28,155.0,27.8,63.0,61.7,140.0,73.6,167.0,002714.SZ,99.6,1558.82,99.2,97.4,98.9,89.6,-8.5,1.07,2019-12-31,2020-02-27
36,850171.SI,畜禽养殖,77.1,175.0,60.35,137.0,76.7,174.0,68.28,155.0,27.8,63.0,61.7,140.0,73.6,167.0,002746.SZ,61.4,148.28,93.5,17.5,92.6,79.8,-50.8,1.89,2019-12-31,2020-03-24
37,850171.SI,畜禽养殖,77.1,175.0,60.35,137.0,76.7,174.0,68.28,155.0,27.8,63.0,61.7,140.0,73.6,167.0,600975.SH,45.8,300.0,57.5,27.4,90.7,76.4,-43.7,1.79,2019-12-31,2020-04-14
38,850181.SI,动物保健,86.8,197.0,51.1,116.0,93.8,213.0,73.13,166.0,97.8,222.0,94.7,215.0,87.7,199.0,002688.SZ,88.0,50.0,47.3,91.7,68.9,28.9,-15.3,1.55,2020-03-31,2020-04-23
39,850181.SI,动物保健,86.8,197.0,51.1,116.0,93.8,213.0,73.13,166.0,97.8,222.0,94.7,215.0,87.7,199.0,300119.SZ,86.5,66.41,59.5,81.0,70.9,17.4,-27.5,0.78,2019-12-31,2020-04-02
40,850181.SI,动物保健,86.8,197.0,51.1,116.0,93.8,213.0,73.13,166.0,97.8,222.0,94.7,215.0,87.7,199.0,600195.SH,54.2,-38.53,26.6,77.4,21.3,36.1,-27.3,1.42,2019-12-31,2020-04-21
41,850181.SI,动物保健,86.8,197.0,51.1,116.0,93.8,213.0,73.13,166.0,97.8,222.0,94.7,215.0,87.7,199.0,600201.SH,75.0,-7.14,16.7,92.0,58.7,35.4,-3.6,0.91,2020-03-31,2020-04-15
42,850211.SI,石油开采,18.9,43.0,98.24,223.0,4.8,11.0,80.62,183.0,16.7,38.0,33.0,75.0,2.6,6.0,600777.SH,65.4,560.67,92.9,36.5,97.1,80.2,-40.3,5.71,2020-03-31,2020-04-23
43,850211.SI,石油开采,18.9,43.0,98.24,223.0,4.8,11.0,80.62,183.0,16.7,38.0,33.0,75.0,2.6,6.0,601857.SH,30.7,-13.79,92.4,14.9,29.5,92.1,-41.9,1.57,2019-12-31,2020-03-27
44,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,000552.SZ,38.7,-8.42,81.0,30.9,41.5,58.9,-35.6,1.42,2019-12-31,2020-03-31
45,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,000968.SZ,3.9,-23.08,24.5,13.6,29.2,51.1,-45.8,2.02,2020-03-31,2020-04-23
46,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,000983.SZ,41.5,-5.12,90.5,29.1,36.3,82.6,-36.4,1.13,2019-12-31,2020-04-21
47,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,600188.SH,41.9,9.6,88.9,30.9,35.6,75.0,-34.4,1.61,2019-12-31,2020-04-23
48,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,600395.SH,71.4,15.41,93.3,61.0,49.5,80.6,-20.2,0.61,2019-12-31,2020-04-14
49,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,600508.SH,25.6,-14.13,47.2,36.5,47.0,95.1,-30.2,1.24,2019-12-31,2020-03-21
50,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,600985.SH,27.7,-0.59,52.7,18.9,91.8,12.4,-42.1,0.7,2019-12-31,2020-03-28
51,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,600997.SH,26.4,-16.28,79.9,20.4,24.7,78.1,-39.0,1.02,2019-12-31,2020-04-10
52,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,601088.SH,42.1,-1.41,72.4,42.7,37.9,50.6,-26.9,0.64,2019-12-31,2020-03-28
53,850221.SI,煤炭开采,18.5,42.0,38.77,88.0,10.1,23.0,4.85,11.0,4.8,11.0,31.7,72.0,9.3,21.0,601898.SH,54.8,68.0,80.4,38.7,74.4,70.5,-29.9,1.0,2019-12-31,2020-03-21
54,850222.SI,焦炭加工,3.5,8.0,51.54,117.0,5.7,13.0,28.19,64.0,41.9,95.0,37.0,84.0,1.8,4.0,600740.SH,29.4,-74.06,98.7,7.6,11.1,94.4,-50.6,1.53,2019-12-31,2020-04-14
55,850222.SI,焦炭加工,3.5,8.0,51.54,117.0,5.7,13.0,28.19,64.0,41.9,95.0,37.0,84.0,1.8,4.0,600792.SH,57.0,26.32,91.6,34.5,55.4,93.2,-43.8,0.95,2019-12-31,2020-03-31
56,850222.SI,焦炭加工,3.5,8.0,51.54,117.0,5.7,13.0,28.19,64.0,41.9,95.0,37.0,84.0,1.8,4.0,601015.SH,1.1,-90.0,14.1,3.6,9.7,62.9,-61.1,0.89,2019-12-31,2020-03-26
57,850222.SI,焦炭加工,3.5,8.0,51.54,117.0,5.7,13.0,28.19,64.0,41.9,95.0,37.0,84.0,1.8,4.0,603113.SH,19.4,-39.89,70.9,13.6,17.4,99.0,-49.9,0.86,2019-12-31,2020-04-16
58,850231.SI,其他采掘,25.1,57.0,57.27,130.0,13.2,30.0,44.05,100.0,30.0,68.0,42.7,97.0,9.7,22.0,000629.SZ,27.3,-90.65,92.1,11.5,9.3,70.6,-46.9,0.87,2020-03-31,2020-04-23
59,850231.SI,其他采掘,25.1,57.0,57.27,130.0,13.2,30.0,44.05,100.0,30.0,68.0,42.7,97.0,9.7,22.0,000655.SZ,79.7,78.7,89.9,61.0,81.0,96.6,-32.4,0.55,2019-12-31,2020-03-21
60,850231.SI,其他采掘,25.1,57.0,57.27,130.0,13.2,30.0,44.05,100.0,30.0,68.0,42.7,97.0,9.7,22.0,000762.SZ,22.1,146.65,7.0,46.5,73.4,90.9,-28.3,0.75,2019-12-31,2020-04-22
61,850231.SI,其他采掘,25.1,57.0,57.27,130.0,13.2,30.0,44.05,100.0,30.0,68.0,42.7,97.0,9.7,22.0,000833.SZ,36.2,-6.19,73.5,38.7,5.8,87.3,-30.0,1.34,2019-12-31,2020-04-11
62,850231.SI,其他采掘,25.1,57.0,57.27,130.0,13.2,30.0,44.05,100.0,30.0,68.0,42.7,97.0,9.7,22.0,600295.SH,66.2,13.04,85.4,46.5,63.6,32.3,-29.5,0.52,2019-12-31,2020-04-15
63,850231.SI,其他采掘,25.1,57.0,57.27,130.0,13.2,30.0,44.05,100.0,30.0,68.0,42.7,97.0,9.7,22.0,600532.SH,64.5,250.0,86.3,32.8,92.3,74.3,-38.6,1.28,2019-12-31,2020-04-24
64,850231.SI,其他采掘,25.1,57.0,57.27,130.0,13.2,30.0,44.05,100.0,30.0,68.0,42.7,97.0,9.7,22.0,601969.SH,23.2,121.88,1.5,49.7,84.0,93.8,-31.0,0.75,2019-12-31,2020-03-27
65,850231.SI,其他采掘,25.1,57.0,57.27,130.0,13.2,30.0,44.05,100.0,30.0,68.0,42.7,97.0,9.7,22.0,603505.SH,89.9,63.16,81.6,86.7,85.1,45.0,-21.1,0.76,2019-12-31,2020-04-23
66,850241.SI,油气钻采服务,52.0,118.0,99.56,226.0,0.9,2.0,83.7,190.0,21.6,49.0,52.9,120.0,14.1,32.0,300164.SZ,34.8,-56.52,84.4,13.6,23.2,88.3,-47.8,0.93,2019-12-31,2020-04-23
67,850241.SI,油气钻采服务,52.0,118.0,99.56,226.0,0.9,2.0,83.7,190.0,21.6,49.0,52.9,120.0,14.1,32.0,600583.SH,23.9,-50.0,9.3,62.3,22.8,62.1,-33.3,2.74,2019-12-31,2020-03-24
68,850241.SI,油气钻采服务,52.0,118.0,99.56,226.0,0.9,2.0,83.7,190.0,21.6,49.0,52.9,120.0,14.1,32.0,600871.SH,76.4,500.0,97.0,29.1,98.8,99.9,-40.6,1.45,2019-12-31,2020-03-25
69,850241.SI,油气钻采服务,52.0,118.0,99.56,226.0,0.9,2.0,83.7,190.0,21.6,49.0,52.9,120.0,14.1,32.0,601808.SH,97.3,3443.24,99.8,86.7,96.6,95.4,-39.2,2.33,2019-12-31,2020-03-26
70,850241.SI,油气钻采服务,52.0,118.0,99.56,226.0,0.9,2.0,83.7,190.0,21.6,49.0,52.9,120.0,14.1,32.0,603727.SH,93.1,400.0,89.3,76.8,94.2,72.5,-29.2,1.82,2019-12-31,2020-03-20
71,850242.SI,其他采掘服务,4.8,11.0,53.3,121.0,56.8,129.0,92.07,209.0,79.7,181.0,68.7,156.0,56.8,129.0,002738.SZ,62.4,-0.48,69.2,49.7,34.6,94.5,-29.0,0.72,2019-12-31,2020-04-15
72,850242.SI,其他采掘服务,4.8,11.0,53.3,121.0,56.8,129.0,92.07,209.0,79.7,181.0,68.7,156.0,56.8,129.0,603979.SH,78.4,6.0,64.5,67.8,53.2,16.3,-15.3,0.6,2019-12-31,2020-04-15
73,850311.SI,石油加工,38.8,88.0,96.04,218.0,39.2,89.0,66.96,152.0,39.6,90.0,54.6,124.0,33.9,77.0,000059.SZ,8.7,-335.23,17.4,29.1,4.0,69.5,-37.3,1.19,2020-03-31,2020-04-14
74,850311.SI,石油加工,38.8,88.0,96.04,218.0,39.2,89.0,66.96,152.0,39.6,90.0,54.6,124.0,33.9,77.0,000698.SZ,9.7,-750.0,4.1,44.6,1.6,75.8,-32.8,1.17,2019-12-31,2020-04-10
75,850311.SI,石油加工,38.8,88.0,96.04,218.0,39.2,89.0,66.96,152.0,39.6,90.0,54.6,124.0,33.9,77.0,000819.SZ,53.3,15.85,95.7,25.8,32.7,81.3,-37.3,1.18,2019-12-31,2020-03-31
76,850311.SI,石油加工,38.8,88.0,96.04,218.0,39.2,89.0,66.96,152.0,39.6,90.0,54.6,124.0,33.9,77.0,002778.SZ,37.1,-220.0,16.2,81.0,5.4,48.1,-15.5,0.81,2020-03-31,2020-04-23
77,850311.SI,石油加工,38.8,88.0,96.04,218.0,39.2,89.0,66.96,152.0,39.6,90.0,54.6,124.0,33.9,77.0,600028.SH,37.1,-8.64,44.7,46.5,27.3,46.6,-25.4,0.97,2019-12-31,2020-03-30
78,850311.SI,石油加工,38.8,88.0,96.04,218.0,39.2,89.0,66.96,152.0,39.6,90.0,54.6,124.0,33.9,77.0,600688.SH,20.6,-57.99,15.0,52.6,16.4,45.9,-22.9,2.53,2019-12-31,2020-03-26
79,850313.SI,石油贸易,56.8,129.0,96.92,220.0,59.0,134.0,98.24,223.0,52.4,119.0,76.7,174.0,50.7,115.0,000096.SZ,53.8,20.0,16.8,71.8,32.3,56.5,-9.8,1.23,2019-12-31,2020-03-31
80,850321.SI,纯碱,34.8,79.0,68.72,156.0,17.2,39.0,42.29,96.0,21.1,48.0,20.7,47.0,22.5,51.0,000822.SZ,21.9,-72.73,96.2,11.5,11.9,99.3,-51.6,0.76,2019-12-31,2020-04-02
81,850321.SI,纯碱,34.8,79.0,68.72,156.0,17.2,39.0,42.29,96.0,21.1,48.0,20.7,47.0,22.5,51.0,603077.SH,30.6,50.0,63.7,34.5,47.3,38.0,-37.6,2.18,2019-12-31,2020-04-22
82,850322.SI,氯碱,78.9,179.0,70.93,161.0,33.0,75.0,62.11,141.0,51.1,116.0,35.2,80.0,52.4,119.0,000635.SZ,13.4,-250.0,33.1,27.4,5.0,77.8,-38.5,0.83,2020-03-31,2020-04-24
83,850322.SI,氯碱,78.9,179.0,70.93,161.0,33.0,75.0,62.11,141.0,51.1,116.0,35.2,80.0,52.4,119.0,000818.SZ,85.2,-12.5,85.8,96.7,27.8,71.4,-37.9,0.65,2020-03-31,2020-04-10
84,850322.SI,氯碱,78.9,179.0,70.93,161.0,33.0,75.0,62.11,141.0,51.1,116.0,35.2,80.0,52.4,119.0,600277.SH,16.8,17.86,71.6,5.4,14.8,41.1,-58.2,0.86,2019-12-31,2020-04-08
85,850322.SI,氯碱,78.9,179.0,70.93,161.0,33.0,75.0,62.11,141.0,51.1,116.0,35.2,80.0,52.4,119.0,600618.SH,64.7,-22.98,93.7,49.7,21.7,92.6,-35.2,0.81,2019-12-31,2020-04-20
86,850322.SI,氯碱,78.9,179.0,70.93,161.0,33.0,75.0,62.11,141.0,51.1,116.0,35.2,80.0,52.4,119.0,600929.SH,18.9,-0.99,29.1,27.4,44.4,6.3,-38.5,1.5,2019-12-31,2020-04-03
87,850322.SI,氯碱,78.9,179.0,70.93,161.0,33.0,75.0,62.11,141.0,51.1,116.0,35.2,80.0,52.4,119.0,601216.SH,48.1,9.05,56.8,34.5,74.0,27.2,-35.4,7.9,2019-12-31,2020-04-22
88,850322.SI,氯碱,78.9,179.0,70.93,161.0,33.0,75.0,62.11,141.0,51.1,116.0,35.2,80.0,52.4,119.0,601678.SH,20.3,-77.78,68.3,12.5,13.0,75.1,-47.9,1.23,2020-03-31,2020-04-23
89,850323.SI,无机盐,88.5,201.0,26.43,60.0,63.9,145.0,33.92,77.0,73.6,167.0,52.0,118.0,63.4,144.0,002053.SZ,36.5,-12.76,16.6,32.8,96.0,38.4,-32.1,1.67,2020-03-31,2020-04-24
90,850323.SI,无机盐,88.5,201.0,26.43,60.0,63.9,145.0,33.92,77.0,73.6,167.0,52.0,118.0,63.4,144.0,002125.SZ,87.6,-7.69,83.8,86.7,34.1,85.8,-27.1,1.88,2019-12-31,2020-04-23
91,850323.SI,无机盐,88.5,201.0,26.43,60.0,63.9,145.0,33.92,77.0,73.6,167.0,52.0,118.0,63.4,144.0,300285.SZ,91.8,0.0,85.1,92.7,45.4,48.6,-24.1,0.71,2020-03-31,2020-04-24
92,850324.SI,其他化学原料,80.2,182.0,29.52,67.0,28.2,64.0,25.11,57.0,29.5,67.0,19.8,45.0,65.2,148.0,002648.SZ,60.4,34.83,85.7,52.6,56.1,98.8,-35.9,0.7,2019-12-31,2020-04-10
93,850324.SI,其他化学原料,80.2,182.0,29.52,67.0,28.2,64.0,25.11,57.0,29.5,67.0,19.8,45.0,65.2,148.0,002805.SZ,2.9,-52.94,15.6,8.4,48.0,29.7,-54.8,0.4,2019-12-31,2020-04-20
94,850324.SI,其他化学原料,80.2,182.0,29.52,67.0,28.2,64.0,25.11,57.0,29.5,67.0,19.8,45.0,65.2,148.0,300655.SZ,34.6,-38.18,23.5,97.4,19.5,33.8,-47.2,0.91,2019-12-31,2020-04-08
95,850324.SI,其他化学原料,80.2,182.0,29.52,67.0,28.2,64.0,25.11,57.0,29.5,67.0,19.8,45.0,65.2,148.0,600722.SH,8.2,-15.49,55.1,10.4,14.4,78.0,-52.5,1.35,2020-03-31,2020-04-17
96,850324.SI,其他化学原料,80.2,182.0,29.52,67.0,28.2,64.0,25.11,57.0,29.5,67.0,19.8,45.0,65.2,148.0,603938.SH,42.4,-4.0,39.7,78.1,38.8,33.7,-35.6,0.78,2019-12-31,2020-03-20
97,850331.SI,氮肥,82.4,187.0,86.34,196.0,20.3,46.0,81.5,185.0,59.5,135.0,78.0,177.0,44.1,100.0,000830.SZ,34.3,-95.88,99.0,7.6,9.4,91.9,-59.0,1.11,2020-03-31,2020-04-14
98,850331.SI,氮肥,82.4,187.0,86.34,196.0,20.3,46.0,81.5,185.0,59.5,135.0,78.0,177.0,44.1,100.0,600426.SH,82.5,-19.1,83.7,75.3,34.6,57.3,-22.8,1.17,2019-12-31,2020-03-27
99,850332.SI,磷肥,26.4,60.0,95.59,217.0,40.1,91.0,82.82,188.0,8.4,19.0,51.5,117.0,26.0,59.0,600096.SH,32.1,14.53,68.6,36.5,29.9,94.3,-35.8,2.33,2019-12-31,2020-04-21
100,850332.SI,磷肥,26.4,60.0,95.59,217.0,40.1,91.0,82.82,188.0,8.4,19.0,51.5,117.0,26.0,59.0,600727.SH,86.6,74.07,89.2,72.7,90.8,69.5,-17.0,1.75,2019-12-31,2020-04-03
101,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,002004.SZ,63.3,24.0,38.1,63.5,46.3,9.4,-18.4,0.51,2019-12-31,2020-04-15
102,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,002250.SZ,97.7,300.0,85.7,95.5,46.2,95.9,-6.1,1.06,2019-12-31,2020-04-23
103,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,002258.SZ,77.7,15.38,71.2,62.3,40.5,47.7,-23.1,1.57,2020-03-31,2020-04-22
104,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,002391.SZ,41.4,-38.0,73.4,20.4,18.6,26.9,-45.0,1.2,2020-03-31,2020-04-22
105,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,002942.SZ,79.2,2.5,81.9,54.5,53.0,35.1,-32.5,1.82,2020-03-31,2020-04-23
106,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,300575.SZ,26.3,-28.48,62.4,8.4,21.6,43.3,-54.2,1.67,2019-12-31,2020-03-20
107,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,600389.SH,84.6,-23.47,94.2,61.0,32.4,88.1,-29.0,2.47,2019-12-31,2020-04-21
108,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,600731.SH,94.6,86.67,92.3,68.9,73.1,72.5,-18.7,1.74,2019-12-31,2020-04-07
109,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,603360.SH,95.9,110.26,78.7,80.3,94.7,42.7,-24.6,0.86,2019-12-31,2020-03-20
110,850333.SI,农药,18.1,41.0,63.0,143.0,72.7,165.0,71.81,163.0,90.7,206.0,82.8,188.0,82.8,188.0,603585.SH,38.0,-50.0,46.8,38.7,16.6,26.6,-36.2,1.19,2020-03-31,2020-04-22
