,ts_code,high
2069,300702.SZ,98.47
2070,300703.SZ,11.82
2071,300705.SZ,15.37
2072,300706.SZ,44.39
2073,300707.SZ,25.07
2074,300708.SZ,20.78
2075,300709.SZ,156.69
2076,300710.SZ,32.04
2077,300711.SZ,19.08
2078,300712.SZ,14.89
2079,300713.SZ,18.36
2080,300715.SZ,36.63
2081,300716.SZ,16.64
2082,300717.SZ,22.09
2083,300718.SZ,28.47
2084,300719.SZ,15.08
2085,300720.SZ,17.41
2086,300721.SZ,25.44
2087,300722.SZ,18.54
2088,300723.SZ,47.9
2089,300724.SZ,81.72
2090,300725.SZ,96.54
2091,300726.SZ,34.3
2092,300727.SZ,18.88
2093,300729.SZ,33.15
2094,300730.SZ,24.01
2095,300731.SZ,30.52
2096,300732.SZ,32.81
2097,300733.SZ,16.24
2098,300735.SZ,29.02
2099,300736.SZ,14.14
2100,300737.SZ,22.37
2101,300738.SZ,46.16
2102,300739.SZ,18.07
2103,300740.SZ,9.96
2104,300741.SZ,33.13
2105,300742.SZ,36.3
2106,300743.SZ,27.46
2107,300745.SZ,31.6
2108,300746.SZ,18.62
2109,300747.SZ,99.42
2110,300748.SZ,75.66
2111,300749.SZ,33.95
2112,300750.SZ,169.55
2113,300751.SZ,228.0
2114,300752.SZ,32.05
2115,300753.SZ,39.75
2116,300755.SZ,28.91
2117,300756.SZ,45.6
2118,300757.SZ,37.08
2119,300758.SZ,21.39
2120,300759.SZ,70.69
2121,300760.SZ,284.88
2122,300761.SZ,78.01
2123,300762.SZ,71.66
2124,300763.SZ,48.98
2125,300765.SZ,30.14
2126,300766.SZ,56.35
2127,300767.SZ,111.42
2128,300768.SZ,52.9
2129,300769.SZ,127.26
2130,300770.SZ,205.99
2131,300771.SZ,51.53
2132,300772.SZ,23.7
2133,300773.SZ,101.37
2134,300775.SZ,56.17
2135,300776.SZ,168.19
2136,300777.SZ,54.86
2137,300778.SZ,57.63
2138,600000.SH,12.93
2139,600004.SH,23.46
2140,600006.SH,5.96
2141,600007.SH,17.94
2142,600008.SH,4.01
2143,600009.SH,88.2
2144,600010.SH,1.84
2145,600011.SH,6.93
2146,600012.SH,6.32
2147,600015.SH,7.71
2148,600016.SH,6.15
2149,600017.SH,3.34
2150,600018.SH,7.75
2151,600019.SH,6.57
2152,600020.SH,6.1
2153,600021.SH,8.5
2154,600022.SH,1.76
2155,600023.SH,4.56
2156,600025.SH,4.79
2157,600026.SH,9.72
2158,600027.SH,4.1
2159,600028.SH,5.21
2160,600029.SH,8.05
2161,600030.SH,25.93
2162,600031.SH,20.62
2163,600033.SH,3.3
2164,600035.SH,4.22
2165,600036.SH,39.1
2166,600037.SH,11.04
2167,600038.SH,51.17
2168,600039.SH,4.27
2169,600048.SH,16.67
2170,600050.SH,6.9
2171,600051.SH,9.05
2172,600052.SH,6.33
2173,600053.SH,31.64
2174,600054.SH,9.98
2175,600055.SH,17.71
2176,600056.SH,17.72
2177,600057.SH,6.18
2178,600058.SH,10.4
2179,600059.SH,10.08
2180,600060.SH,14.27
2181,600061.SH,15.85
2182,600062.SH,15.49
2183,600063.SH,4.9
2184,600064.SH,11.4
2185,600066.SH,15.35
2186,600067.SH,5.31
2187,600068.SH,7.28
2188,600069.SH,3.28
2189,600070.SH,12.79
2190,600071.SH,13.39
2191,600072.SH,19.44
2192,600073.SH,11.13
2193,600074.SH,0.94
2194,600075.SH,6.22
2195,600076.SH,5.03
2196,600077.SH,3.15
2197,600078.SH,7.53
2198,600079.SH,24.97
2199,600080.SH,7.72
2200,600081.SH,14.24
2201,600082.SH,5.21
2202,600083.SH,30.65
2203,600084.SH,2.98
2204,600085.SH,30.86
2205,600086.SH,4.89
2206,600088.SH,18.63
2207,600089.SH,8.25
2208,600090.SH,5.76
2209,600091.SH,4.09
2210,600093.SH,20.81
2211,600094.SH,8.54
2212,600095.SH,12.34
2213,600096.SH,6.89
2214,600097.SH,11.27
2215,600098.SH,6.63
2216,600099.SH,8.13
2217,600100.SH,10.65
2218,600101.SH,6.87
2219,600103.SH,2.4
2220,600104.SH,26.12
2221,600105.SH,5.9
2222,600106.SH,3.35
2223,600107.SH,14.38
2224,600108.SH,4.27
2225,600109.SH,11.82
2226,600110.SH,7.05
2227,600111.SH,15.03
2228,600112.SH,4.52
2229,600113.SH,7.91
2230,600114.SH,14.9
2231,600115.SH,6.5
2232,600116.SH,9.69
2233,600117.SH,4.05
2234,600118.SH,41.7
2235,600119.SH,6.4
2236,600120.SH,6.79
2237,600121.SH,2.91
2238,600122.SH,4.35
2239,600123.SH,7.31
2240,600125.SH,7.62
2241,600126.SH,9.48
2242,600127.SH,13.36
2243,600128.SH,9.0
2244,600129.SH,14.14
2245,600130.SH,5.62
2246,600131.SH,23.37
2247,600132.SH,61.84
2248,600133.SH,7.57
2249,600135.SH,9.65
2250,600136.SH,15.83
2251,600137.SH,17.43
2252,600138.SH,13.72
2253,600139.SH,4.49
2254,600141.SH,12.82
2255,600143.SH,14.17
2256,600146.SH,23.4
2257,600148.SH,16.98
2258,600149.SH,6.55
2259,600150.SH,29.39
2260,600151.SH,5.85
2261,600152.SH,8.68
2262,600153.SH,9.06
2263,600155.SH,15.96
2264,600156.SH,7.03
2265,600157.SH,2.04
2266,600158.SH,12.23
2267,600159.SH,3.16
2268,600160.SH,9.59
2269,600161.SH,32.74
2270,600162.SH,2.57
2271,600163.SH,4.93
2272,600165.SH,5.4
2273,600166.SH,2.74
2274,600167.SH,12.35
2275,600168.SH,11.11
2276,600169.SH,2.78
2277,600170.SH,3.92
2278,600171.SH,23.58
2279,600172.SH,4.35
2280,600173.SH,5.39
2281,600175.SH,3.72
2282,600176.SH,11.09
2283,600177.SH,6.43
2284,600178.SH,6.2
2285,600179.SH,7.5
2286,600180.SH,9.92
2287,600182.SH,18.58
2288,600183.SH,35.89
2289,600184.SH,13.32
2290,600185.SH,7.76
2291,600186.SH,3.39
2292,600187.SH,3.27
2293,600188.SH,9.98
2294,600189.SH,4.88
2295,600190.SH,3.87
2296,600191.SH,10.2
2297,600192.SH,7.34
2298,600193.SH,4.09
2299,600195.SH,13.35
2300,600196.SH,38.4
2301,600197.SH,19.82
2302,600198.SH,17.08
2303,600199.SH,8.18
2304,600200.SH,11.86
2305,600201.SH,25.93
2306,600202.SH,5.55
2307,600203.SH,14.22
2308,600206.SH,17.11
2309,600207.SH,5.84
2310,600208.SH,5.03
2311,600209.SH,4.62
2312,600210.SH,5.65
2313,600211.SH,29.17
2314,600212.SH,5.84
2315,600213.SH,13.6
2316,600215.SH,12.3
2317,600216.SH,19.57
2318,600217.SH,8.15
2319,600218.SH,18.28
2320,600219.SH,2.43
2321,600220.SH,2.82
2322,600221.SH,2.15
2323,600222.SH,8.9
2324,600223.SH,11.53
2325,600225.SH,4.63
2326,600226.SH,4.4
2327,600227.SH,3.39
2328,600228.SH,13.19
2329,600229.SH,9.87
2330,600230.SH,17.16
2331,600231.SH,3.53
2332,600232.SH,8.52
2333,600233.SH,15.69
2334,600234.SH,10.47
2335,600235.SH,6.38
2336,600236.SH,4.62
2337,600237.SH,6.77
2338,600238.SH,10.49
2339,600239.SH,3.97
2340,600241.SH,6.42
2341,600242.SH,11.47
2342,600243.SH,5.75
2343,600246.SH,8.69
2344,600247.SH,5.42
2345,600248.SH,5.04
2346,600249.SH,5.21
2347,600250.SH,8.8
2348,600251.SH,7.63
2349,600252.SH,3.98
2350,600255.SH,2.18
2351,600256.SH,3.86
2352,600257.SH,5.6
2353,600258.SH,21.59
2354,600259.SH,48.64
2355,600260.SH,14.75
2356,600261.SH,4.8
2357,600262.SH,22.72
2358,600265.SH,30.68
2359,600266.SH,8.81
2360,600267.SH,18.89
2361,600268.SH,13.46
2362,600269.SH,4.65
2363,600271.SH,25.4
2364,600272.SH,9.72
2365,600273.SH,12.87
2366,600275.SH,3.55
2367,600276.SH,83.97
2368,600277.SH,8.79
2369,600278.SH,14.47
2370,600279.SH,5.21
2371,600280.SH,4.23
2372,600281.SH,6.1
2373,600282.SH,3.29
2374,600283.SH,12.35
2375,600284.SH,7.97
2376,600285.SH,10.91
2377,600287.SH,8.58
2378,600288.SH,14.09
2379,600289.SH,6.23
2380,600290.SH,6.04
2381,600291.SH,11.17
2382,600292.SH,7.31
2383,600293.SH,4.82
2384,600295.SH,8.61
2385,600297.SH,4.8
2386,600298.SH,41.32
2387,600299.SH,13.28
2388,600300.SH,4.4
2389,600301.SH,7.52
2390,600302.SH,5.86
2391,600303.SH,5.69
2392,600305.SH,23.5
2393,600306.SH,8.38
2394,600307.SH,2.14
2395,600308.SH,4.82
2396,600309.SH,53.33
2397,600310.SH,6.06
2398,600311.SH,5.6
2399,600312.SH,10.38
2400,600313.SH,4.97
2401,600315.SH,40.07
2402,600316.SH,17.96
2403,600317.SH,2.92
2404,600318.SH,14.53
2405,600319.SH,6.63
2406,600320.SH,3.95
2407,600321.SH,2.77
2408,600322.SH,4.8
2409,600323.SH,22.27
2410,600325.SH,8.39
2411,600326.SH,8.0
2412,600327.SH,4.89
2413,600328.SH,9.34
2414,600329.SH,16.35
2415,600330.SH,11.19
2416,600331.SH,3.74
2417,600332.SH,44.49
2418,600333.SH,6.09
2419,600335.SH,7.41
2420,600336.SH,7.32
2421,600337.SH,5.31
2422,600338.SH,28.17
2423,600339.SH,4.39
2424,600340.SH,32.3
2425,600343.SH,11.25
2426,600345.SH,30.64
2427,600346.SH,13.04
2428,600348.SH,5.84
2429,600350.SH,5.82
2430,600351.SH,7.16
2431,600352.SH,20.29
2432,600353.SH,6.95
2433,600354.SH,8.61
2434,600355.SH,4.66
2435,600356.SH,9.31
2436,600358.SH,5.08
2437,600359.SH,11.85
2438,600360.SH,11.49
2439,600361.SH,4.82
2440,600362.SH,17.39
2441,600363.SH,16.69
2442,600365.SH,6.09
2443,600366.SH,11.2
2444,600367.SH,9.47
2445,600368.SH,6.28
2446,600369.SH,5.64
2447,600370.SH,4.17
2448,600371.SH,16.59
2449,600372.SH,16.09
2450,600373.SH,18.09
2451,600375.SH,8.68
2452,600376.SH,9.24
2453,600377.SH,11.17
2454,600378.SH,24.4
2455,600379.SH,6.41
2456,600380.SH,13.47
2457,600381.SH,6.82
2458,600382.SH,8.26
2459,600383.SH,15.1
2460,600385.SH,8.61
2461,600386.SH,5.06
2462,600387.SH,9.6
2463,600388.SH,13.2
2464,600389.SH,23.52
2465,600390.SH,8.17
2466,600391.SH,25.0
2467,600392.SH,13.59
2468,600393.SH,5.18
2469,600395.SH,6.04
2470,600396.SH,3.18
2471,600397.SH,3.28
2472,600398.SH,9.39
2473,600399.SH,4.56
2474,600400.SH,5.41
2475,600401.SH,0.78
2476,600403.SH,4.55
2477,600405.SH,6.47
2478,600406.SH,23.86
2479,600408.SH,2.89
2480,600409.SH,7.55
2481,600410.SH,16.39
2482,600415.SH,4.3
2483,600416.SH,13.31
2484,600418.SH,8.38
2485,600419.SH,14.33
2486,600420.SH,11.63
2487,600421.SH,14.44
2488,600422.SH,14.32
2489,600423.SH,3.75
2490,600425.SH,4.65
2491,600426.SH,21.22
2492,600428.SH,4.12
2493,600429.SH,6.62
2494,600433.SH,4.29
2495,600435.SH,9.95
2496,600436.SH,151.21
2497,600438.SH,19.6
2498,600439.SH,3.72
2499,600444.SH,12.14
2500,600446.SH,26.86
2501,600448.SH,8.1
2502,600449.SH,15.22
2503,600452.SH,18.89
2504,600455.SH,51.0
2505,600456.SH,31.29
2506,600458.SH,11.48
2507,600459.SH,24.13
2508,600460.SH,21.54
2509,600461.SH,7.24
2510,600462.SH,2.04
2511,600463.SH,12.15
2512,600466.SH,7.75
2513,600467.SH,3.62
2514,600468.SH,4.78
2515,600469.SH,6.71
2516,600470.SH,5.62
2517,600475.SH,12.3
2518,600476.SH,26.97
2519,600477.SH,3.96
2520,600478.SH,6.48
2521,600479.SH,10.65
2522,600480.SH,12.19
2523,600481.SH,4.13
2524,600482.SH,27.49
2525,600483.SH,9.26
2526,600485.SH,13.86
2527,600486.SH,88.16
2528,600487.SH,21.94
2529,600488.SH,6.15
2530,600489.SH,10.75
2531,600490.SH,5.86
2532,600491.SH,9.65
2533,600493.SH,7.12
2534,600495.SH,5.17
2535,600496.SH,4.33
2536,600497.SH,5.34
2537,600498.SH,41.42
2538,600499.SH,5.77
2539,600500.SH,5.84
2540,600501.SH,11.5
2541,600502.SH,4.97
2542,600503.SH,4.15
2543,600505.SH,11.72
2544,600506.SH,13.99
2545,600507.SH,9.6
2546,600508.SH,10.08
2547,600509.SH,6.2
2548,600510.SH,9.53
2549,600511.SH,42.48
2550,600512.SH,4.27
2551,600513.SH,23.04
2552,600515.SH,6.32
2553,600516.SH,13.27
2554,600517.SH,9.02
2555,600518.SH,8.54
2556,600519.SH,1351.9
2557,600520.SH,15.87
2558,600521.SH,30.57
2559,600522.SH,12.49
2560,600523.SH,16.65
2561,600525.SH,7.31
2562,600526.SH,6.74
2563,600527.SH,5.42
2564,600528.SH,12.2
2565,600529.SH,33.07
2566,600530.SH,7.18
2567,600531.SH,6.24
2568,600532.SH,6.76
2569,600533.SH,4.06
2570,600535.SH,20.91
2571,600536.SH,103.38
2572,600537.SH,4.3
2573,600538.SH,9.45
2574,600539.SH,7.36
2575,600540.SH,6.74
2576,600543.SH,7.79
2577,600545.SH,7.9
2578,600546.SH,14.65
2579,600547.SH,37.06
2580,600548.SH,11.3
2581,600549.SH,16.74
2582,600550.SH,8.1
2583,600551.SH,9.57
2584,600552.SH,7.14
2585,600555.SH,3.73
2586,600556.SH,21.75
2587,600557.SH,18.55
2588,600558.SH,3.81
2589,600559.SH,12.77
2590,600560.SH,13.12
2591,600561.SH,7.74
2592,600562.SH,17.9
2593,600563.SH,63.05
2594,600565.SH,4.05
2595,600566.SH,32.17
2596,600567.SH,3.94
2597,600568.SH,2.65
2598,600569.SH,3.29
2599,600570.SH,110.5
2600,600571.SH,11.86
2601,600572.SH,8.13
2602,600573.SH,8.62
2603,600575.SH,3.43
2604,600576.SH,6.27
2605,600577.SH,3.72
2606,600578.SH,3.32
2607,600579.SH,12.85
2608,600580.SH,15.78
2609,600581.SH,4.04
2610,600582.SH,3.69
2611,600583.SH,8.13
2612,600584.SH,35.18
2613,600585.SH,60.26
2614,600586.SH,3.73
2615,600587.SH,20.6
2616,600588.SH,41.97
2617,600589.SH,8.27
2618,600590.SH,7.11
2619,600592.SH,19.03
2620,600593.SH,45.58
2621,600594.SH,6.56
2622,600595.SH,2.43
2623,600596.SH,11.65
2624,600597.SH,16.3
2625,600598.SH,17.1
2626,600599.SH,16.89
2627,600600.SH,62.59
2628,600601.SH,4.09
2629,600602.SH,9.77
2630,600603.SH,5.64
2631,600604.SH,15.56
2632,600605.SH,12.67
2633,600606.SH,7.16
2634,600608.SH,5.28
2635,600609.SH,5.48
2636,600611.SH,4.79
2637,600612.SH,55.08
2638,600613.SH,10.18
2639,600614.SH,5.24
2640,600615.SH,12.74
2641,600616.SH,6.64
2642,600617.SH,6.48
2643,600618.SH,11.49
2644,600619.SH,9.73
2645,600620.SH,9.31
2646,600621.SH,19.41
2647,600622.SH,6.01
2648,600623.SH,8.42
2649,600624.SH,14.17
2650,600626.SH,9.39
2651,600628.SH,13.04
2652,600629.SH,10.36
2653,600630.SH,11.0
2654,600633.SH,11.34
2655,600634.SH,2.76
2656,600635.SH,7.63
2657,600636.SH,16.13
2658,600637.SH,12.16
2659,600638.SH,9.0
2660,600639.SH,16.59
2661,600640.SH,29.78
2662,600641.SH,29.39
2663,600642.SH,6.05
2664,600643.SH,10.54
2665,600644.SH,6.95
2666,600645.SH,24.61
2667,600647.SH,22.98
2668,600648.SH,21.64
2669,600649.SH,7.51
2670,600650.SH,12.39
2671,600651.SH,5.34
2672,600652.SH,3.32
2673,600653.SH,2.68
2674,600654.SH,2.65
2675,600655.SH,9.21
2676,600657.SH,4.49
2677,600658.SH,6.37
2678,600660.SH,25.39
2679,600661.SH,25.16
2680,600662.SH,8.89
2681,600663.SH,13.98
2682,600664.SH,6.53
2683,600665.SH,4.05
2684,600666.SH,3.21
2685,600667.SH,15.87
2686,600668.SH,16.39
2687,600671.SH,16.84
2688,600673.SH,10.53
2689,600674.SH,9.91
2690,600675.SH,5.39
2691,600676.SH,5.36
2692,600677.SH,20.72
2693,600678.SH,9.77
2694,600679.SH,15.99
2695,600681.SH,7.86
2696,600682.SH,15.56
2697,600683.SH,5.17
2698,600684.SH,4.47
2699,600685.SH,20.95
2700,600686.SH,9.08
2701,600687.SH,2.89
2702,600688.SH,5.19
2703,600689.SH,11.78
2704,600690.SH,19.77
2705,600691.SH,2.84
2706,600692.SH,8.73
2707,600693.SH,5.9
2708,600694.SH,29.9
2709,600695.SH,11.09
2710,600696.SH,15.04
2711,600697.SH,19.14
2712,600698.SH,3.39
2713,600699.SH,23.95
2714,600701.SH,3.05
2715,600702.SH,34.17
2716,600703.SH,31.06
2717,600704.SH,5.96
2718,600705.SH,5.72
2719,600706.SH,10.09
2720,600707.SH,5.96
2721,600708.SH,6.29
2722,600710.SH,7.11
2723,600711.SH,6.16
2724,600712.SH,11.3
2725,600713.SH,5.48
2726,600714.SH,7.18
2727,600715.SH,4.52
2728,600716.SH,4.65
2729,600717.SH,6.62
2730,600718.SH,15.54
2731,600719.SH,6.05
2732,600720.SH,17.46
2733,600721.SH,7.24
2734,600722.SH,7.27
2735,600723.SH,7.12
2736,600724.SH,5.44
2737,600725.SH,3.6
2738,600726.SH,2.29
2739,600727.SH,8.98
2740,600728.SH,11.97
2741,600729.SH,34.11
2742,600730.SH,6.52
2743,600731.SH,8.07
2744,600732.SH,11.93
2745,600733.SH,10.39
2746,600734.SH,13.11
2747,600735.SH,7.41
2748,600736.SH,9.23
2749,600737.SH,9.96
2750,600738.SH,8.24
2751,600739.SH,21.5
2752,600740.SH,9.23
2753,600741.SH,28.9
2754,600742.SH,13.9
2755,600743.SH,2.81
2756,600744.SH,3.82
2757,600745.SH,171.88
2758,600746.SH,10.48
2759,600748.SH,11.35
2760,600749.SH,12.38
2761,600750.SH,13.5
2762,600751.SH,4.03
2763,600753.SH,22.51
2764,600754.SH,30.06
2765,600755.SH,8.75
2766,600756.SH,29.2
2767,600757.SH,7.19
2768,600758.SH,8.64
2769,600759.SH,4.25
2770,600760.SH,38.22
2771,600761.SH,10.46
2772,600763.SH,140.35
2773,600764.SH,34.87
2774,600765.SH,11.61
2775,600766.SH,11.54
2776,600767.SH,6.49
2777,600768.SH,15.9
2778,600769.SH,7.15
2779,600770.SH,7.59
2780,600771.SH,20.95
2781,600773.SH,7.49
2782,600774.SH,13.13
2783,600775.SH,16.86
2784,600776.SH,28.54
2785,600777.SH,2.46
2786,600778.SH,7.7
2787,600779.SH,59.06
2788,600780.SH,3.83
2789,600781.SH,15.29
2790,600782.SH,5.51
2791,600783.SH,20.13
2792,600784.SH,5.69
2793,600785.SH,17.85
2794,600787.SH,6.05
2795,600789.SH,14.04
2796,600790.SH,3.86
2797,600791.SH,4.49
2798,600792.SH,4.36
2799,600793.SH,20.39
2800,600794.SH,6.45
2801,600795.SH,2.65
2802,600796.SH,7.41
2803,600797.SH,12.53
2804,600798.SH,4.16
2805,600800.SH,6.98
2806,600801.SH,19.93
2807,600802.SH,13.41
2808,600803.SH,12.22
2809,600804.SH,9.16
2810,600805.SH,6.39
2811,600807.SH,5.38
2812,600808.SH,3.34
2813,600809.SH,128.49
2814,600810.SH,11.91
2815,600811.SH,4.04
2816,600812.SH,12.31
2817,600814.SH,5.68
2818,600815.SH,3.35
2819,600816.SH,5.94
2820,600817.SH,10.99
2821,600818.SH,13.48
2822,600819.SH,5.75
2823,600820.SH,6.58
2824,600821.SH,6.38
2825,600822.SH,13.38
2826,600823.SH,4.72
2827,600824.SH,4.06
2828,600825.SH,6.15
2829,600826.SH,14.15
2830,600827.SH,10.1
2831,600828.SH,5.15
2832,600829.SH,11.5
2833,600830.SH,8.41
2834,600831.SH,12.84
2835,600833.SH,12.21
2836,600834.SH,14.83
2837,600835.SH,20.22
2838,600836.SH,6.64
2839,600837.SH,16.46
2840,600838.SH,7.4
2841,600839.SH,4.02
2842,600841.SH,8.64
2843,600843.SH,9.5
2844,600844.SH,5.92
2845,600845.SH,43.81
2846,600846.SH,9.83
2847,600847.SH,13.92
2848,600848.SH,38.3
2849,600850.SH,32.12
2850,600851.SH,10.7
2851,600853.SH,4.02
2852,600854.SH,4.23
2853,600855.SH,29.53
2854,600856.SH,3.98
2855,600857.SH,10.89
2856,600858.SH,5.5
2857,600859.SH,21.77
2858,600860.SH,8.58
2859,600861.SH,14.74
2860,600862.SH,17.95
2861,600863.SH,3.23
2862,600864.SH,8.5
2863,600865.SH,6.87
2864,600866.SH,8.47
2865,600867.SH,18.82
2866,600868.SH,4.14
2867,600869.SH,5.5
2868,600870.SH,3.91
2869,600871.SH,2.86
2870,600872.SH,53.71
2871,600873.SH,5.0
2872,600874.SH,9.23
2873,600875.SH,11.36
2874,600876.SH,18.11
2875,600877.SH,8.27
2876,600879.SH,8.33
2877,600880.SH,4.77
2878,600881.SH,3.54
2879,600882.SH,39.1
2880,600883.SH,12.43
2881,600884.SH,16.33
2882,600885.SH,39.0
2883,600886.SH,9.72
2884,600887.SH,34.66
2885,600888.SH,6.11
2886,600889.SH,6.24
2887,600890.SH,10.4
2888,600891.SH,2.87
2889,600892.SH,6.27
2890,600893.SH,26.84
2891,600894.SH,9.82
2892,600895.SH,21.79
2893,600896.SH,6.6
2894,600897.SH,24.75
2895,600898.SH,10.42
2896,600900.SH,18.91
2897,600901.SH,6.52
2898,600903.SH,14.16
2899,600908.SH,6.21
2900,600909.SH,9.68
2901,600917.SH,8.13
2902,600919.SH,7.24
2903,600926.SH,9.49
2904,600928.SH,9.25
2905,600929.SH,9.08
2906,600933.SH,15.92
2907,600936.SH,5.35
2908,600939.SH,5.17
2909,600958.SH,11.3
2910,600959.SH,4.83
2911,600960.SH,4.69
2912,600961.SH,10.09
2913,600962.SH,10.14
2914,600963.SH,4.59
2915,600965.SH,11.1
2916,600966.SH,9.26
2917,600967.SH,12.13
2918,600969.SH,7.86
2919,600970.SH,6.84
2920,600971.SH,6.19
2921,600973.SH,4.95
2922,600975.SH,13.49
2923,600976.SH,19.05
2924,600977.SH,17.05
2925,600978.SH,4.16
2926,600979.SH,4.83
2927,600980.SH,22.04
2928,600981.SH,5.36
2929,600982.SH,3.58
2930,600983.SH,7.34
2931,600984.SH,17.89
2932,600985.SH,12.12
2933,600986.SH,6.14
2934,600987.SH,10.19
2935,600988.SH,10.39
2936,600989.SH,17.02
2937,600990.SH,62.33
2938,600992.SH,9.71
2939,600993.SH,19.45
2940,600995.SH,8.24
2941,600996.SH,11.35
2942,600997.SH,6.27
2943,600998.SH,20.34
2944,600999.SH,19.44
2945,601000.SH,2.94
2946,601001.SH,4.89
2947,601002.SH,7.5
2948,601003.SH,5.86
2949,601005.SH,2.13
2950,601006.SH,8.37
2951,601007.SH,11.39
2952,601008.SH,5.68
2953,601009.SH,9.01
2954,601010.SH,3.76
2955,601011.SH,6.39
2956,601012.SH,35.24
2957,601015.SH,5.66
2958,601016.SH,2.84
2959,601018.SH,4.97
2960,601019.SH,7.78
2961,601020.SH,12.67
2962,601021.SH,47.47
2963,601028.SH,8.42
2964,601038.SH,12.18
2965,601058.SH,5.1
2966,601066.SH,38.47
2967,601068.SH,9.66
2968,601069.SH,18.81
2969,601086.SH,6.02
2970,601088.SH,19.96
2971,601098.SH,12.93
2972,601099.SH,4.18
2973,601100.SH,76.77
2974,601101.SH,6.52
2975,601106.SH,3.47
2976,601107.SH,4.28
2977,601108.SH,13.17
2978,601111.SH,9.89
2979,601113.SH,8.32
2980,601116.SH,18.11
2981,601117.SH,7.59
2982,601118.SH,5.78
2983,601126.SH,8.54
2984,601127.SH,14.54
2985,601128.SH,9.15
2986,601137.SH,14.92
2987,601138.SH,20.77
2988,601139.SH,8.65
2989,601155.SH,41.85
2990,601158.SH,5.64
2991,601162.SH,10.42
2992,601163.SH,16.21
2993,601166.SH,19.66
2994,601168.SH,7.15
2995,601169.SH,6.02
2996,601177.SH,12.67
2997,601179.SH,8.04
2998,601186.SH,11.01
2999,601188.SH,3.7
3000,601198.SH,13.41
3001,601199.SH,5.0
3002,601200.SH,15.46
3003,601208.SH,7.18
3004,601211.SH,19.2
3005,601212.SH,5.0
3006,601216.SH,3.12
3007,601218.SH,3.33
3008,601222.SH,6.02
3009,601225.SH,9.26
3010,601226.SH,4.97
3011,601228.SH,4.49
3012,601229.SH,9.32
3013,601231.SH,26.93
3014,601233.SH,15.98
3015,601238.SH,13.1
3016,601258.SH,1.64
3017,601288.SH,3.66
3018,601298.SH,8.72
3019,601311.SH,12.32
3020,601318.SH,88.83
3021,601319.SH,9.9
3022,601326.SH,3.78
3023,601328.SH,6.04
3024,601330.SH,17.79
3025,601333.SH,3.31
3026,601336.SH,57.14
3027,601339.SH,5.33
3028,601360.SH,29.4
3029,601366.SH,7.03
3030,601368.SH,6.92
3031,601369.SH,7.11
3032,601375.SH,6.43
3033,601377.SH,7.5
3034,601388.SH,2.74
3035,601390.SH,6.81
3036,601398.SH,5.79
3037,601500.SH,8.38
3038,601515.SH,9.96
3039,601518.SH,3.23
3040,601519.SH,10.47
3041,601555.SH,10.5
3042,601558.SH,1.37
3043,601566.SH,13.55
3044,601567.SH,8.8
3045,601577.SH,10.3
3046,601579.SH,9.37
3047,601588.SH,4.3
3048,601595.SH,21.27
3049,601598.SH,5.54
3050,601599.SH,4.21
3051,601600.SH,4.33
3052,601601.SH,39.36
3053,601606.SH,18.18
3054,601607.SH,21.82
3055,601608.SH,4.87
3056,601611.SH,8.6
3057,601615.SH,14.17
3058,601616.SH,4.14
3059,601618.SH,3.15
3060,601619.SH,5.41
3061,601628.SH,36.09
3062,601633.SH,9.74
3063,601636.SH,5.68
3064,601666.SH,4.75
3065,601668.SH,6.02
3066,601669.SH,5.36
3067,601677.SH,12.43
3068,601678.SH,7.78
3069,601688.SH,23.22
3070,601689.SH,18.15
3071,601699.SH,8.28
3072,601700.SH,8.01
3073,601717.SH,7.52
3074,601718.SH,5.3
3075,601727.SH,5.66
3076,601766.SH,8.35
3077,601777.SH,6.58
3078,601788.SH,14.02
3079,601789.SH,6.21
3080,601798.SH,6.81
3081,601799.SH,113.74
3082,601800.SH,11.71
3083,601801.SH,6.47
3084,601808.SH,21.05
3085,601811.SH,14.99
3086,601818.SH,4.55
3087,601828.SH,14.1
3088,601838.SH,8.97
3089,601857.SH,7.28
3090,601858.SH,14.54
3091,601860.SH,7.86
3092,601865.SH,16.44
3093,601866.SH,3.12
3094,601869.SH,43.67
3095,601872.SH,8.44
3096,601877.SH,29.84
3097,601878.SH,12.75
3098,601880.SH,2.3
3099,601881.SH,12.79
3100,601882.SH,8.88
3101,601886.SH,8.59
3102,601888.SH,97.64
3103,601890.SH,7.26
3104,601898.SH,5.17
3105,601899.SH,4.88
3106,601900.SH,14.22
3107,601901.SH,8.99
3108,601908.SH,4.29
3109,601918.SH,3.57
3110,601919.SH,5.57
3111,601928.SH,9.06
3112,601929.SH,2.65
3113,601933.SH,11.08
3114,601939.SH,7.3
3115,601949.SH,7.46
3116,601952.SH,11.35
3117,601958.SH,8.06
3118,601965.SH,9.61
3119,601966.SH,24.04
3120,601968.SH,5.61
3121,601969.SH,6.74
3122,601975.SH,4.27
3123,601985.SH,5.72
3124,601988.SH,3.73
3125,601989.SH,6.85
3126,601990.SH,15.87
3127,601991.SH,3.16
3128,601992.SH,3.84
3129,601996.SH,3.34
3130,601997.SH,9.48
3131,601998.SH,6.24
3132,601999.SH,12.32
3133,603000.SH,26.68
3134,603001.SH,10.79
3135,603002.SH,6.02
3136,603003.SH,11.5
3137,603005.SH,98.86
3138,603006.SH,15.5
