,ts_code,high,trade_date_x,adj_factor_x,trade_date_y,adj_factor_y,adj_factor
809,002358.SZ,12.28,20200528,8.502,20190521,8.417,0.9900023523876734
810,002359.SZ,10.42,20200528,5.171,20190521,5.171,1.0
811,002360.SZ,6.02,20200528,6.838,20190521,6.642,0.9713366481427318
812,002361.SZ,5.12,20200528,8.739,20190521,8.533,0.9764275088682914
813,002362.SZ,21.35,20200528,2.0,20190521,2.0,1.0
814,002363.SZ,10.87,20200528,2.426,20190521,2.402,0.9901071723000824
815,002364.SZ,15.85,20200528,6.403,20190521,6.339,0.990004685303764
816,002365.SZ,12.48,20200528,3.272,20190521,3.242,0.9908312958435208
817,002366.SZ,11.98,20200528,2.332,20190521,2.321,0.9952830188679247
818,002367.SZ,8.51,20200528,7.717,20190521,6.873,0.8906310742516522
819,002368.SZ,53.21,20200528,3.848,20190521,3.82,0.9927234927234927
820,002369.SZ,12.8,20200528,4.293,20190521,4.293,1.0
821,002370.SZ,19.32,20200528,3.53,20190521,3.518,0.996600566572238
822,002371.SZ,183.64,20200528,4.746,20190521,4.742,0.9991571849978929
823,002372.SZ,16.09,20200528,8.095,20190521,6.277,0.7754169240271772
824,002373.SZ,30.77,20200528,4.079,20190521,4.067,0.9970581024760972
825,002374.SZ,3.65,20200528,6.631,20190521,6.631,1.0
826,002375.SZ,10.67,20200528,6.106,20190521,6.062,0.9927939731411727
827,002376.SZ,13.77,20200528,4.527,20190521,4.37,0.9653191959354981
828,002377.SZ,5.5,20200528,4.175,20190521,4.175,1.0
829,002378.SZ,8.97,20200528,2.09,20190521,2.085,0.9976076555023924
830,002379.SZ,4.52,20200528,8.017,20190521,8.017,1.0
831,002380.SZ,16.22,20200528,3.222,20190521,3.177,0.9860335195530726
832,002381.SZ,8.93,20200528,5.238,20190521,5.108,0.9751813669339441
833,002382.SZ,23.56,20200528,6.505,20190521,6.445,0.9907763259031515
834,002383.SZ,13.48,20200528,4.798,20190521,4.798,1.0
835,002384.SZ,36.5,20200528,7.298,20190521,7.28,0.9975335708413264
836,002385.SZ,9.86,20200528,10.3,20190521,9.89,0.9601941747572815
837,002386.SZ,6.97,20200528,1.77,20190521,1.741,0.9836158192090396
838,002387.SZ,18.17,20200528,3.558,20190521,3.558,1.0
839,002388.SZ,9.69,20200528,3.739,20190521,3.739,1.0
840,002389.SZ,15.96,20200528,6.155,20190521,6.138,0.997238017871649
841,002390.SZ,6.75,20200528,10.279,20190521,10.279,1.0
842,002391.SZ,13.84,20200528,5.499,20190521,5.499,1.0
843,002392.SZ,4.28,20200528,8.368,20190521,8.368,1.0
844,002393.SZ,28.59,20200528,1.155,20190521,1.14,0.9870129870129869
845,002394.SZ,9.98,20200528,4.408,20190521,4.057,0.9203720508166969
846,002395.SZ,20.15,20200528,3.224,20190521,2.131,0.6609801488833745
847,002396.SZ,49.43,20200528,3.229,20190521,3.213,0.9950449055435119
848,002397.SZ,9.85,20200528,12.314,20190521,11.987,0.9734448595095014
849,002398.SZ,12.04,20200528,6.126,20190521,6.056,0.9885732941560561
850,002399.SZ,27.62,20200528,3.691,20190521,3.672,0.9948523435383366
851,002400.SZ,8.87,20200528,18.435,20190521,18.375,0.9967453213995119
852,002401.SZ,16.4,20200528,5.853,20190521,5.827,0.9955578335896123
853,002402.SZ,18.9,20200528,12.081,20190521,12.032,0.9959440443671882
854,002403.SZ,9.51,20200528,1.448,20190521,1.423,0.9827348066298344
855,002404.SZ,7.97,20200528,4.967,20190521,4.8,0.966378095429837
856,002405.SZ,16.43,20200528,4.001,20190521,2.665,0.6660834791302174
857,002406.SZ,6.58,20200528,3.668,20190521,3.668,1.0
858,002407.SZ,16.08,20200528,5.603,20190521,5.516,0.9844726039621632
859,002408.SZ,8.86,20200528,6.09,20190521,6.022,0.9888341543513958
860,002409.SZ,51.42,20200528,3.15,20190521,3.129,0.9933333333333334
861,002410.SZ,57.0,20200528,12.636,20190521,12.612,0.9981006647673315
862,002411.SZ,24.8,20200528,4.166,20190521,4.166,1.0
863,002412.SZ,12.57,20200528,7.274,20190521,4.279,0.5882595545779489
864,002413.SZ,10.71,20200528,4.964,20190521,4.964,1.0
865,002414.SZ,55.75,20200528,3.168,20190521,3.168,1.0
866,002415.SZ,39.11,20200528,20.523,20190521,20.022,0.9755883642742289
867,002416.SZ,8.9,20200528,2.697,20190521,2.599,0.9636633296255098
868,002417.SZ,11.98,20200528,2.293,20190521,2.293,1.0
869,002418.SZ,5.47,20200528,4.997,20190521,4.997,1.0
870,002419.SZ,13.5,20200528,4.003,20190521,3.818,0.9537846615038721
871,002420.SZ,4.36,20200528,1.018,20190521,1.018,1.0
872,002421.SZ,4.61,20200528,17.944,20190521,17.81,0.9925323227819884
873,002422.SZ,32.6,20200528,6.485,20190521,6.31,0.9730146491904393
874,002423.SZ,11.45,20200528,1.018,20190521,1.018,1.0
875,002424.SZ,12.09,20200528,10.54,20190521,10.46,0.9924098671726757
876,002425.SZ,6.99,20200528,4.403,20190521,4.359,0.9900068135362254
877,002426.SZ,3.2,20200528,5.267,20190521,5.267,1.0
878,002427.SZ,17.8,20200528,1.864,20190521,1.864,1.0
879,002428.SZ,14.16,20200528,5.289,20190521,5.289,1.0
880,002429.SZ,6.97,20200528,8.958,20190521,8.958,1.0
881,002430.SZ,15.47,20200528,2.167,20190521,2.136,0.9856945085371482
882,002431.SZ,4.6,20200528,9.844,20190521,9.844,1.0
883,002432.SZ,12.95,20200528,3.063,20190521,3.063,1.0
884,002433.SZ,5.37,20200528,4.192,20190521,4.135,0.986402671755725
885,002434.SZ,10.52,20200528,6.662,20190521,6.52,0.978685079555689
886,002435.SZ,5.32,20200528,4.236,20190521,2.787,0.6579320113314447
887,002436.SZ,17.85,20200528,13.084,20190521,13.002,0.9937328034240295
888,002437.SZ,4.87,20200528,15.848,20190521,15.809,0.9975391216557293
889,002438.SZ,9.26,20200528,4.109,20190521,4.098,0.9973229496227792
890,002439.SZ,46.07,20200528,8.209,20190521,8.195,0.9982945547569742
891,002440.SZ,14.56,20200528,4.821,20190521,4.631,0.9605890894005394
892,002441.SZ,9.92,20200528,4.553,20190521,4.433,0.9736437513727213
893,002442.SZ,7.19,20200528,2.536,20190521,2.536,1.0
894,002443.SZ,7.89,20200528,3.532,20190521,3.433,0.9719705549263873
895,002444.SZ,13.27,20200528,4.389,20190521,4.306,0.9810890863522442
896,002445.SZ,2.36,20200528,7.212,20190521,7.212,1.0
897,002446.SZ,10.72,20200528,4.972,20190521,4.954,0.9963797264682219
898,002447.SZ,4.32,20200528,18.403,20190521,18.403,1.0
899,002448.SZ,6.14,20200528,5.531,20190521,5.432,0.9821008859157477
900,002449.SZ,16.95,20200528,2.942,20190521,2.942,1.0
901,002450.SZ,4.75,20200528,14.677,20190521,14.677,1.0
902,002451.SZ,13.48,20200528,3.062,20190521,3.062,1.0
903,002452.SZ,7.86,20200528,5.573,20190521,5.519,0.9903104252646688
904,002453.SZ,7.27,20200528,4.132,20190521,4.132,1.0
905,002454.SZ,6.1,20200528,2.833,20190521,2.8,0.988351570773032
906,002455.SZ,7.04,20200528,6.001,20190521,5.907,0.9843359440093318
907,002456.SZ,23.23,20200528,20.41,20190521,20.41,1.0
908,002457.SZ,9.2,20200528,2.525,20190521,2.495,0.9881188118811882
909,002458.SZ,21.28,20200528,8.228,20190521,4.623,0.5618619348565873
910,002459.SZ,20.0,20200528,1.324,20190521,1.324,1.0
911,002460.SZ,63.4,20200528,9.526,20190521,9.398,0.9865630904891874
912,002461.SZ,8.88,20200528,2.104,20190521,2.08,0.9885931558935361
913,002462.SZ,17.28,20200528,1.62,20190521,1.62,1.0
914,002463.SZ,31.25,20200528,2.768,20190521,2.748,0.9927745664739885
915,002464.SZ,8.07,20200528,3.797,20190521,2.374,0.6252304450882276
916,002465.SZ,13.69,20200528,6.678,20190521,6.597,0.9878706199460917
917,002466.SZ,32.06,20200528,7.754,20190521,6.478,0.8354397730203766
918,002467.SZ,12.43,20200528,11.053,20190521,11.053,1.0
919,002468.SZ,30.02,20200528,2.229,20190521,2.184,0.9798115746971736
920,002469.SZ,5.5,20200528,8.26,20190521,8.078,0.9779661016949152
921,002470.SZ,5.22,20200528,4.269,20190521,4.269,1.0
922,002471.SZ,3.46,20200528,6.925,20190521,6.901,0.9965342960288809
923,002472.SZ,6.41,20200528,5.096,20190521,5.041,0.9892072213500785
924,002473.SZ,10.2,20200528,2.077,20190521,2.077,1.0
925,002474.SZ,9.71,20200528,6.253,20190521,6.253,1.0
926,002475.SZ,39.63,20200528,25.887,20190521,19.871,0.7676053617645922
927,002476.SZ,7.9,20200528,5.236,20190521,5.236,1.0
928,002478.SZ,6.48,20200528,2.433,20190521,2.387,0.9810933004521168
929,002479.SZ,8.96,20200528,3.785,20190521,3.749,0.9904887714663144
930,002480.SZ,8.47,20200528,4.104,20190521,4.104,1.0
931,002481.SZ,15.97,20200528,18.388,20190521,18.388,1.0
932,002482.SZ,5.65,20200528,8.454,20190521,8.403,0.9939673527324343
933,002483.SZ,7.54,20200528,3.107,20190521,3.071,0.9884132603797876
934,002484.SZ,12.19,20200528,4.697,20190521,4.599,0.9791356184798808
935,002485.SZ,7.73,20200528,2.957,20190521,2.949,0.9972945552925262
936,002486.SZ,6.04,20200528,4.183,20190521,4.183,1.0
937,002487.SZ,6.91,20200528,4.589,20190521,4.578,0.9976029636086293
938,002488.SZ,9.23,20200528,6.163,20190521,6.163,1.0
939,002489.SZ,6.4,20200528,11.481,20190521,10.938,0.9527044682518945
940,002490.SZ,5.13,20200528,2.044,20190521,2.044,1.0
941,002491.SZ,8.51,20200528,4.203,20190521,4.176,0.9935760171306209
942,002492.SZ,8.32,20200528,3.202,20190521,3.179,0.9928169893816364
943,002493.SZ,12.66,20200528,9.936,20190521,9.749,0.9811795491143318
944,002494.SZ,6.4,20200528,2.702,20190521,2.702,1.0
945,002495.SZ,3.73,20200528,9.673,20190521,9.673,1.0
946,002496.SZ,3.99,20200528,14.262,20190521,14.262,1.0
947,002497.SZ,12.38,20200528,6.595,20190521,6.576,0.9971190295678544
948,002498.SZ,6.86,20200528,7.869,20190521,7.761,0.986275257338925
949,002499.SZ,7.16,20200528,2.575,20190521,2.575,1.0
950,002500.SZ,8.8,20200528,1.09,20190521,1.083,0.993577981651376
951,002501.SZ,2.53,20200528,7.536,20190521,7.536,1.0
952,002502.SZ,4.44,20200528,6.66,20190521,6.66,1.0
953,002503.SZ,5.68,20200528,37.956,20190521,37.956,1.0
954,002504.SZ,4.15,20200528,3.395,20190521,3.395,1.0
955,002505.SZ,3.05,20200528,15.185,20190521,15.185,1.0
956,002506.SZ,7.18,20200528,5.097,20190521,5.097,1.0
957,002507.SZ,36.62,20200528,5.471,20190521,5.42,0.990678121001645
958,002508.SZ,35.42,20200528,6.625,20190521,6.429,0.9704150943396227
959,002509.SZ,2.59,20200528,14.488,20190521,14.488,1.0
960,002510.SZ,7.88,20200528,4.338,20190521,4.307,0.9928538497003228
961,002511.SZ,20.02,20200528,8.028,20190521,8.013,0.9981315396113601
962,002512.SZ,7.81,20200528,6.929,20190521,6.929,1.0
963,002513.SZ,7.83,20200528,2.981,20190521,2.981,1.0
964,002514.SZ,6.92,20200528,6.661,20190521,6.661,1.0
965,002515.SZ,7.86,20200528,10.971,20190521,10.888,0.9924346003099079
966,002516.SZ,4.13,20200528,8.45,20190521,7.834,0.9271005917159764
967,002517.SZ,3.92,20200528,6.234,20190521,6.234,1.0
968,002518.SZ,16.06,20200528,5.519,20190521,5.424,0.9827867367276681
969,002519.SZ,5.35,20200528,11.513,20190521,11.513,1.0
970,002520.SZ,8.91,20200528,8.754,20190521,8.639,0.9868631482750743
971,002521.SZ,6.35,20200528,3.38,20190521,3.284,0.9715976331360946
972,002522.SZ,7.83,20200528,8.361,20190521,8.223,0.9834947972730534
973,002523.SZ,4.02,20200528,7.289,20190521,7.228,0.9916312251337632
974,002524.SZ,14.75,20200528,4.586,20190521,4.586,1.0
975,002526.SZ,2.78,20200528,5.952,20190521,5.952,1.0
976,002527.SZ,7.23,20200528,2.733,20190521,2.733,1.0
977,002528.SZ,6.55,20200528,6.444,20190521,6.444,1.0
978,002529.SZ,11.12,20200528,1.299,20190521,1.299,1.0
979,002530.SZ,17.81,20200528,3.346,20190521,3.346,1.0
980,002531.SZ,7.78,20200528,7.894,20190521,7.815,0.9899923992906005
981,002532.SZ,8.0,20200528,7.016,20190521,7.016,1.0
982,002533.SZ,6.5,20200528,4.606,20190521,4.408,0.957012592270951
983,002534.SZ,8.08,20200528,2.188,20190521,2.08,0.9506398537477148
984,002535.SZ,4.7,20200528,3.529,20190521,3.529,1.0
985,002536.SZ,7.12,20200528,5.127,20190521,3.265,0.6368246537936415
986,002537.SZ,11.08,20200528,6.888,20190521,6.839,0.9928861788617886
987,002538.SZ,6.06,20200528,4.491,20190521,4.343,0.9670452015141394
988,002539.SZ,6.37,20200528,5.829,20190521,5.709,0.9794132784354092
989,002540.SZ,5.39,20200528,7.81,20190521,7.068,0.9049935979513444
990,002541.SZ,20.98,20200528,3.145,20190521,3.113,0.989825119236884
991,002542.SZ,5.26,20200528,18.596,20190521,18.508,0.9952677995267799
992,002543.SZ,11.28,20200528,4.587,20190521,3.419,0.7453673424896446
993,002544.SZ,18.93,20200528,6.293,20190521,6.277,0.9974574924519307
994,002545.SZ,8.37,20200528,5.115,20190521,5.018,0.9810361681329423
995,002546.SZ,5.54,20200528,9.809,20190521,9.786,0.9976552145988379
996,002547.SZ,14.47,20200528,6.12,20190521,6.12,1.0
997,002548.SZ,16.2,20200528,3.728,20190521,3.728,1.0
998,002549.SZ,8.78,20200528,8.218,20190521,8.218,1.0
999,002550.SZ,4.89,20200528,9.538,20190521,8.799,0.9225204445376388
1000,002551.SZ,14.03,20200528,8.309,20190521,8.227,0.9901311830545193
1001,002552.SZ,31.78,20200528,3.135,20190521,3.135,1.0
1002,002553.SZ,6.98,20200528,4.606,20190521,4.37,0.9487624837168911
1003,002554.SZ,4.2,20200528,7.08,20190521,7.08,1.0
1004,002555.SZ,38.61,20200528,11.889,20190521,11.562,0.9724955841534191
1005,002556.SZ,9.65,20200528,5.296,20190521,5.231,0.9877265861027189
1006,002557.SZ,58.58,20200528,3.185,20190521,3.115,0.9780219780219781
1007,002558.SZ,21.01,20200528,4.148,20190521,4.109,0.9905978784956606
1008,002559.SZ,6.35,20200528,6.961,20190521,4.473,0.6425800890676626
1009,002560.SZ,10.62,20200528,4.191,20190521,4.129,0.9852063946552135
1010,002561.SZ,8.9,20200528,1.379,20190521,1.314,0.95286439448876
1011,002562.SZ,6.76,20200528,6.751,20190521,6.6,0.9776329432676639
1012,002563.SZ,11.75,20200528,5.378,20190521,4.903,0.9116772034213462
1013,002564.SZ,6.46,20200528,3.245,20190521,3.245,1.0
1014,002565.SZ,10.52,20200528,8.356,20190521,5.59,0.6689803733843944
1015,002566.SZ,8.58,20200528,3.064,20190521,3.064,1.0
1016,002567.SZ,16.16,20200528,5.05,20190521,5.007,0.9914851485148515
1017,002568.SZ,47.37,20200528,4.422,20190521,4.337,0.9807779285391226
1018,002569.SZ,11.77,20200528,1.558,20190521,1.558,1.0
1019,002570.SZ,7.48,20200528,2.579,20190521,2.579,1.0
1020,002571.SZ,6.64,20200528,4.022,20190521,4.022,1.0
1021,002572.SZ,23.86,20200528,18.41,20190521,17.884,0.9714285714285714
1022,002573.SZ,8.27,20200528,7.848,20190521,7.547,0.9616462793068298
1023,002574.SZ,6.44,20200528,2.324,20190521,2.304,0.9913941480206541
1024,002575.SZ,8.17,20200528,4.485,20190521,4.485,1.0
1025,002576.SZ,12.89,20200528,1.35,20190521,1.344,0.9955555555555555
1026,002577.SZ,16.56,20200528,2.343,20190521,2.343,1.0
1027,002578.SZ,3.94,20200528,5.152,20190521,5.152,1.0
1028,002579.SZ,18.6,20200528,3.805,20190521,3.767,0.9900131406044678
1029,002580.SZ,6.44,20200528,4.133,20190521,4.133,1.0
1030,002581.SZ,31.6,20200528,2.887,20190521,2.887,1.0
1031,002582.SZ,12.14,20200528,4.188,20190521,4.128,0.9856733524355302
1032,002583.SZ,11.33,20200528,5.622,20190521,5.601,0.996264674493063
1033,002584.SZ,10.3,20200528,2.68,20190521,2.68,1.0
1034,002585.SZ,6.27,20200528,3.663,20190521,3.663,1.0
1035,002586.SZ,5.45,20200528,6.195,20190521,5.947,0.9599677158999192
1036,002587.SZ,8.64,20200528,7.281,20190521,7.154,0.9825573410245846
1037,002588.SZ,5.61,20200528,9.427,20190521,9.387,0.995756868569004
1038,002589.SZ,9.21,20200528,9.433,20190521,9.371,0.993427329587618
1039,002590.SZ,9.31,20200528,4.524,20190521,4.524,1.0
1040,002591.SZ,11.3,20200528,3.465,20190521,3.465,1.0
1041,002592.SZ,20.67,20200528,2.572,20190521,2.572,1.0
1042,002593.SZ,5.74,20200528,3.244,20190521,3.211,0.9898273736128236
1043,002594.SZ,75.5,20200528,1.02,20190521,1.016,0.996078431372549
1044,002595.SZ,22.52,20200528,4.617,20190521,4.535,0.9822395494910116
1045,002596.SZ,9.66,20200528,4.958,20190521,4.952,0.9987898346107301
1046,002597.SZ,24.58,20200528,4.908,20190521,4.777,0.9733088834555826
1047,002598.SZ,7.77,20200528,2.316,20190521,2.316,1.0
1048,002599.SZ,6.84,20200528,3.483,20190521,2.06,0.5914441573356302
1049,002600.SZ,13.78,20200528,4.183,20190521,4.183,1.0
1050,002601.SZ,17.6,20200528,8.826,20190521,8.354,0.9465216406072965
1051,002602.SZ,12.4,20200528,8.034,20190521,5.038,0.6270848892208115
1052,002603.SZ,41.34,20200528,2.708,20190521,2.685,0.9915066469719349
1053,002605.SZ,44.88,20200528,4.359,20190521,4.317,0.9903647625602203
1054,002606.SZ,10.48,20200528,4.163,20190521,4.163,1.0
1055,002607.SZ,29.01,20200528,8.245,20190521,8.176,0.9916312916919346
1056,002608.SZ,9.35,20200528,2.604,20190521,2.604,1.0
1057,002609.SZ,13.03,20200528,5.454,20190521,5.348,0.9805647231389806
1058,002610.SZ,2.08,20200528,12.505,20190521,12.505,1.0
1059,002611.SZ,5.66,20200528,6.946,20190521,6.946,1.0
1060,002612.SZ,10.4,20200528,2.408,20190521,2.32,0.9634551495016611
1061,002613.SZ,7.59,20200528,3.652,20190521,3.652,1.0
1062,002614.SZ,18.85,20200528,4.74,20190521,4.712,0.9940928270042193
1063,002615.SZ,6.35,20200528,5.089,20190521,5.014,0.9852623305168009
1064,002616.SZ,10.26,20200528,4.413,20190521,4.413,1.0
1065,002617.SZ,8.2,20200528,7.822,20190521,7.822,1.0
1066,002618.SZ,17.31,20200528,3.02,20190521,3.02,1.0
1067,002619.SZ,3.93,20200528,6.141,20190521,6.141,1.0
1068,002620.SZ,6.72,20200528,3.99,20190521,3.95,0.9899749373433584
1069,002621.SZ,14.02,20200528,5.862,20190521,3.446,0.5878539747526441
1070,002622.SZ,4.83,20200528,5.812,20190521,5.812,1.0
1071,002623.SZ,51.0,20200528,1.021,20190521,1.021,1.0
1072,002624.SZ,57.47,20200528,2.072,20190521,2.057,0.9927606177606177
1073,002625.SZ,12.48,20200528,6.637,20190521,6.637,1.0
1074,002626.SZ,22.23,20200528,7.534,20190521,7.098,0.9421290151314043
1075,002627.SZ,10.58,20200528,1.896,20190521,1.857,0.9794303797468354
1076,002628.SZ,5.76,20200528,3.81,20190521,3.801,0.9976377952755906
1077,002629.SZ,3.8,20200528,3.727,20190521,3.727,1.0
1078,002630.SZ,3.52,20200528,5.905,20190521,5.905,1.0
1079,002631.SZ,9.94,20200528,4.199,20190521,4.172,0.9935698975946654
1080,002632.SZ,8.39,20200528,5.667,20190521,5.396,0.9521792835715547
1081,002633.SZ,10.38,20200528,1.523,20190521,1.523,1.0
1082,002634.SZ,10.28,20200528,6.96,20190521,6.96,1.0
1083,002635.SZ,32.2,20200528,4.746,20190521,4.711,0.9926253687315634
1084,002636.SZ,11.49,20200528,2.623,20190521,2.623,1.0
1085,002637.SZ,14.5,20200528,4.365,20190521,4.305,0.986254295532646
1086,002638.SZ,3.88,20200528,5.047,20190521,5.047,1.0
1087,002639.SZ,11.45,20200528,3.088,20190521,3.084,0.9987046632124352
1088,002640.SZ,10.7,20200528,12.264,20190521,12.205,0.9951891715590346
1089,002641.SZ,7.79,20200528,5.974,20190521,5.932,0.9929695346501507
1090,002642.SZ,8.03,20200528,4.631,20190521,4.631,1.0
1091,002643.SZ,20.14,20200528,5.589,20190521,5.49,0.9822866344605474
1092,002644.SZ,10.73,20200528,5.554,20190521,5.546,0.9985595966870724
1093,002645.SZ,9.76,20200528,5.38,20190521,4.082,0.7587360594795539
1094,002646.SZ,15.06,20200528,1.084,20190521,1.074,0.9907749077490775
1095,002647.SZ,33.33,20200528,3.403,20190521,3.398,0.9985307081986483
1096,002648.SZ,19.46,20200528,4.358,20190521,4.301,0.9869206057824691
1097,002649.SZ,13.08,20200528,4.791,20190521,4.791,1.0
1098,002650.SZ,5.67,20200528,7.996,20190521,7.996,1.0
1099,002651.SZ,5.59,20200528,3.005,20190521,2.969,0.9880199667221298
1100,002652.SZ,4.84,20200528,5.035,20190521,5.035,1.0
1101,002653.SZ,25.93,20200528,3.168,20190521,3.168,1.0
1102,002654.SZ,6.14,20200528,6.222,20190521,6.222,1.0
1103,002655.SZ,17.88,20200528,3.042,20190521,3.042,1.0
1104,002656.SZ,6.88,20200528,5.299,20190521,5.299,1.0
1105,002657.SZ,23.01,20200528,3.637,20190521,3.637,1.0
1106,002658.SZ,9.15,20200528,4.694,20190521,4.556,0.9706007669365148
1107,002659.SZ,9.02,20200528,2.029,20190521,2.029,1.0
1108,002660.SZ,11.65,20200528,2.648,20190521,2.648,1.0
1109,002661.SZ,22.77,20200528,3.415,20190521,3.309,0.9689604685212299
1110,002662.SZ,4.89,20200528,4.736,20190521,4.707,0.9938766891891893
1111,002663.SZ,3.65,20200528,8.163,20190521,8.163,1.0
1112,002664.SZ,18.3,20200528,3.097,20190521,3.081,0.9948337100419761
1113,002665.SZ,5.26,20200528,13.801,20190521,13.801,1.0
1114,002666.SZ,7.65,20200528,4.594,20190521,4.594,1.0
1115,002667.SZ,9.44,20200528,3.464,20190521,3.46,0.9988452655889145
1116,002668.SZ,8.27,20200528,4.941,20190521,4.941,1.0
1117,002669.SZ,19.28,20200528,2.104,20190521,2.104,1.0
1118,002670.SZ,13.35,20200528,2.333,20190521,2.333,1.0
1119,002671.SZ,5.43,20200528,4.073,20190521,4.073,1.0
1120,002672.SZ,12.32,20200528,5.994,20190521,5.917,0.9871538204871538
1121,002673.SZ,10.64,20200528,2.491,20190521,2.476,0.9939783219590526
1122,002674.SZ,15.46,20200528,1.239,20190521,1.163,0.9386602098466504
1123,002675.SZ,18.85,20200528,5.028,20190521,4.961,0.9866746221161498
1124,002676.SZ,5.81,20200528,4.681,20190521,4.681,1.0
1125,002677.SZ,13.95,20200528,3.938,20190521,3.751,0.9525139664804468
1126,002678.SZ,9.28,20200528,2.731,20190521,2.709,0.9919443427316003
1127,002679.SZ,28.78,20200528,1.781,20190521,1.775,0.9966311061201573
1128,002681.SZ,6.99,20200528,10.623,20190521,10.623,1.0
1129,002682.SZ,5.83,20200528,2.561,20190521,2.523,0.9851620460757518
1130,002683.SZ,40.22,20200528,2.679,20190521,2.641,0.9858156028368795
1131,002684.SZ,7.05,20200528,6.645,20190521,6.645,1.0
1132,002685.SZ,7.53,20200528,2.871,20190521,2.846,0.9912922326715431
1133,002686.SZ,7.96,20200528,4.684,20190521,4.67,0.9970111016225448
1134,002687.SZ,7.08,20200528,4.14,20190521,4.14,1.0
1135,002688.SZ,9.35,20200528,5.773,20190521,5.579,0.9663952884115711
1136,002689.SZ,5.8,20200528,3.753,20190521,3.753,1.0
1137,002690.SZ,45.18,20200528,3.792,20190521,3.724,0.9820675105485233
1138,002691.SZ,8.81,20200528,1.72,20190521,1.717,0.9982558139534884
1139,002692.SZ,4.47,20200528,4.155,20190521,4.155,1.0
1140,002693.SZ,6.75,20200528,3.503,20190521,3.503,1.0
1141,002694.SZ,4.87,20200528,4.097,20190521,4.097,1.0
1142,002695.SZ,26.36,20200528,4.191,20190521,4.172,0.9954664757814364
1143,002696.SZ,8.44,20200528,3.632,20190521,3.605,0.9925660792951542
1144,002697.SZ,11.01,20200528,7.202,20190521,7.141,0.9915301305193002
1145,002698.SZ,9.83,20200528,2.659,20190521,1.755,0.6600225648740128
1146,002699.SZ,8.37,20200528,8.272,20190521,8.272,1.0
1147,002700.SZ,9.55,20200528,5.886,20190521,5.865,0.9964322120285424
1148,002701.SZ,5.13,20200528,8.841,20190521,8.624,0.9754552652414886
1149,002702.SZ,7.76,20200528,6.986,20190521,6.986,1.0
1150,002703.SZ,7.57,20200528,2.546,20190521,2.546,1.0
1151,002705.SZ,32.76,20200528,1.913,20190521,1.845,0.9644537375849451
1152,002706.SZ,14.06,20200528,8.948,20190521,8.775,0.9806660706303084
1153,002707.SZ,6.83,20200528,12.155,20190521,12.113,0.9965446318387495
1154,002708.SZ,14.96,20200528,3.14,20190521,3.14,1.0
1155,002709.SZ,21.19,20200528,4.088,20190521,2.546,0.62279843444227
1156,002711.SZ,4.03,20200528,7.187,20190521,7.187,1.0
1157,002712.SZ,8.97,20200528,5.207,20190521,5.2,0.9986556558478972
1158,002713.SZ,11.29,20200528,3.755,20190521,2.238,0.5960053262316911
1159,002714.SZ,139.81,20200528,7.589,20190521,7.583,0.9992093820002635
1160,002715.SZ,24.49,20200528,1.003,20190521,1.003,1.0
1161,002716.SZ,8.68,20200528,3.816,20190521,3.816,1.0
1162,002717.SZ,5.29,20200528,13.424,20190521,8.862,0.6601609058402861
1163,002718.SZ,20.81,20200528,2.523,20190521,1.664,0.6595323028141101
1164,002719.SZ,13.28,20200528,1.62,20190521,1.62,1.0
1165,002721.SZ,6.83,20200528,3.046,20190521,3.046,1.0
1166,002722.SZ,17.96,20200528,1.03,20190521,1.03,1.0
1167,002723.SZ,19.56,20200528,2.039,20190521,2.039,1.0
1168,002724.SZ,8.27,20200528,1.905,20190521,1.842,0.9669291338582677
1169,002725.SZ,13.77,20200528,2.698,20190521,2.681,0.9936990363232024
1170,002726.SZ,10.63,20200528,4.553,20190521,3.481,0.7645508455963101
1171,002727.SZ,31.52,20200528,2.126,20190521,2.102,0.9887111947318908
1172,002728.SZ,17.99,20200528,2.265,20190521,2.157,0.9523178807947019
1173,002729.SZ,53.85,20200528,1.011,20190521,1.009,0.9980217606330366
1174,002730.SZ,9.95,20200528,2.237,20190521,2.223,0.9937416182387124
1175,002731.SZ,13.22,20200528,1.722,20190521,1.011,0.5871080139372822
1176,002732.SZ,25.33,20200528,1.053,20190521,1.047,0.9943019943019943
1177,002733.SZ,29.26,20200528,2.332,20190521,2.316,0.9931389365351629
1178,002734.SZ,13.85,20200528,3.165,20190521,2.389,0.754818325434439
1179,002735.SZ,14.81,20200528,1.733,20190521,1.009,0.5822273514137333
1180,002736.SZ,13.87,20200528,1.106,20190521,1.074,0.9710669077757685
1181,002737.SZ,16.6,20200528,4.743,20190521,4.427,0.9333755007379294
1182,002738.SZ,20.08,20200528,1.53,20190521,1.521,0.9941176470588234
1183,002739.SZ,22.71,20200528,3.04,20190521,3.04,1.0
1184,002740.SZ,10.57,20200528,3.031,20190521,3.026,0.998350379412735
1185,002741.SZ,15.12,20200528,3.058,20190521,3.038,0.9934597776324395
1186,002742.SZ,8.17,20200528,4.67,20190521,4.597,0.9843683083511778
1187,002743.SZ,8.34,20200528,2.041,20190521,2.024,0.9916707496325331
1188,002745.SZ,14.93,20200528,2.074,20190521,2.051,0.9889103182256511
1189,002746.SZ,19.11,20200528,2.734,20190521,1.743,0.6375274323335772
1190,002747.SZ,13.92,20200528,6.159,20190521,6.112,0.9923688910537425
